,industry,index_x
116227,Health & Wellness (non-internet/mobile)…,290388.0
116231,Medical Facilities & Services,290444.0
116232,Medical Facilities & Services,290445.0
116240,Internet Software & Services,290776.0
116241,Internet Software & Services,290782.0
116243,Mobile Software & Services,291193.0
116244,Drug Delivery,292562.0
116249,Medical Facilities & Services,370269.0
116250,Healthcare Software,409698.0
116252,Internet Software & Services,290424.0
116254,Disease Diagnosis,290431.0
116256,Mobile Software & Services,290446.0
116265,Medical Facilities & Services,290477.0
116267,Biotechnology,290483.0
116268,Mobile Software & Services,290491.0
116271,Medical Product Distribution,290545.0
116277,Medical Devices & Equipment,290566.0
116278,Medical Devices & Equipment,290578.0
116279,Biotechnology,290604.0
116280,Dental Products & Services,290617.0
116282,Mobile Software & Services,290631.0
116297,Biotechnology,292333.0
116298,Medical Facilities & Services,292508.0
116299,Medical Facilities & Services,292546.0
116300,Pharmaceutical Distribution & Wholesale…,287390.0
116301,Medical Devices & Equipment,314269.0
116303,Drug Discovery,327502.0
116305,Biotechnology,325839.0
116306,Drug Development,339419.0
116310,Biotechnology,350185.0
116311,Biotechnology,493966.0
116313,Drug Discovery,476750.0
116320,Mobile Software & Services,290651.0
116323,Mobile Software & Services,290714.0
116331,Biotechnology,290779.0
116333,Medical Devices & Equipment,150116.0
116335,Internet Software & Services,290804.0
116336,Healthcare Software,290805.0
116342,Stealth Mode,290813.0
116344,Healthcare Plans,323907.0
116345,Internet Software & Services,321728.0
116346,Pharmaceuticals / Drugs,535963.0
116351,Medical Equipment & Supplies,290848.0
116354,Medical Devices & Equipment,290973.0
116356,Internet Software & Services,290982.0
116360,Medical Facilities & Services,291040.0
116369,Biotechnology,291097.0
116375,Medical Devices & Equipment,290389.0
116376,Medical Facilities & Services,291507.0
116377,Drug Development,293703.0
116380,Drug Development,295373.0
116382,Health & Wellness (non-internet/mobile)…,354473.0
116393,Internet Software & Services,291122.0
116401,Internet Software & Services,291185.0
116407,Medical Facilities & Services,291200.0
116409,Medical Devices & Equipment,291203.0
116410,Medical Devices & Equipment,291237.0
116415,Internet Software & Services,291263.0
116420,Internet Software & Services,291269.0
116422,Disease Diagnosis,291290.0
116431,Medical Facilities & Services,291345.0
116433,Disease Diagnosis,291351.0
116434,Internet Software & Services,291488.0
116435,Biotechnology,291499.0
116436,Medical Facilities & Services,291509.0
116437,Mobile Software & Services,291854.0
116440,Mobile Software & Services,339729.0
116441,Mobile Software & Services,381442.0
116442,Medical Devices & Equipment,387222.0
116443,Healthcare Software,417581.0
116444,Medical Facilities & Services,291359.0
116445,Drug Delivery,291371.0
116464,Medical Devices & Equipment,291538.0
116465,Pharmaceuticals / Drugs,291543.0
116469,Healthcare Plans,291560.0
116470,Mobile Software & Services,291561.0
116473,Medical Devices & Equipment,291576.0
116475,Medical Facilities & Services,291591.0
116476,Medical Facilities & Services,291592.0
116478,Drug Development,291620.0
116484,Medical Devices & Equipment,291636.0
116492,Drug Development,291642.0
116493,Medical Devices & Equipment,291644.0
116501,Medical Devices & Equipment,291662.0
116505,Internet Software & Services,291677.0
116507,Healthcare Plans,291680.0
116508,Medical Devices & Equipment,291682.0
116511,Mobile Software & Services,291786.0
116512,Disease Diagnosis,291810.0
116513,Medical Devices & Equipment,291824.0
116514,Medical Devices & Equipment,292368.0
116515,Medical Devices & Equipment,292370.0
116518,Mobile Software & Services,301339.0
116519,Medical Devices & Equipment,323427.0
116520,Biotechnology,339428.0
116523,Drug Development,616365.0
116526,Medical Devices & Equipment,284357.0
116527,Medical Devices & Equipment,291657.0
116528,Medical Facilities & Services,291671.0
116529,Medical Facilities & Services,291673.0
116536,Medical Devices & Equipment,291703.0
116541,Biotechnology,291798.0
116550,Alternative Medicine,291921.0
116551,Drug Development,292033.0
116552,Dental Products & Services,297565.0
116553,Dental Products & Services,297567.0
116555,Medical Devices & Equipment,380793.0
116557,Drug Development,291848.0
116560,Mobile Software & Services,291874.0
116565,Internet Software & Services,291876.0
116568,Medical Facilities & Services,291956.0
116569,Pharmaceutical Distribution & Wholesale…,291959.0
116572,Biotechnology,291976.0
116578,Healthcare Software,292119.0
116580,Biotechnology,292351.0
116583,Medical Facilities & Services,292534.0
116584,Mobile Software & Services,292543.0
116585,Mobile Software & Services,292545.0
116586,Mobile Software & Services,295380.0
116587,Medical Information,295387.0
116590,Elective & Aesthetic Medicine,292335.0
116593,Health & Wellness (non-internet/mobile)…,322911.0
116594,Mobile Software & Services,322942.0
116596,Drug Manufacturing,292061.0
116599,Elective & Aesthetic Medicine,213688.0
116605,Medical Devices & Equipment,292032.0
116610,Internet Software & Services,292079.0
116611,Medical Devices & Equipment,292087.0
116612,Medical Facilities & Services,292089.0
116613,Pharmaceuticals / Drugs,292101.0
116614,Internet Software & Services,292104.0
116616,Medical Facilities & Services,292118.0
116622,Medical Facilities & Services,292171.0
116626,Medical Devices & Equipment,292205.0
116627,Internet Software & Services,292220.0
116628,Medical Equipment & Supplies,292235.0
116629,Alternative Medicine,292294.0
116630,Medical Devices & Equipment,312058.0
116631,Biotechnology,320203.0
116632,Drug Development,339507.0
116635,Medical Facilities & Services,326492.0
116636,Medical Facilities & Services,292158.0
116637,Biotechnology,292195.0
116639,Medical Facilities & Services,292282.0
116640,Medical Facilities & Services,292285.0
116641,Biotechnology,292290.0
116657,Internet Software & Services,292302.0
116658,Mobile Software & Services,292305.0
116662,Internet Software & Services,292332.0
116665,Medical Devices & Equipment,292380.0
116671,Biotechnology,292388.0
116681,Mobile Software & Services,292624.0
116682,Biotechnology,292830.0
116686,Internet Software & Services,313792.0
116687,Health & Wellness (non-internet/mobile)…,313807.0
116688,Internet Software & Services,313828.0
116689,Medical Facilities & Services,292423.0
116690,Internet Software & Services,292428.0
116691,Dental Products & Services,292440.0
116692,Medical Devices & Equipment,56454.0
116702,Medical Devices & Equipment,292477.0
116705,Medical Devices & Equipment,292527.0
116708,Medical Devices & Equipment,292583.0
116710,,292602.0
116712,Dental Products & Services,292681.0
116713,Dental Products & Services,292682.0
116714,Dental Products & Services,292684.0
116715,Dental Products & Services,292685.0
116717,Internet Software & Services,314673.0
116719,Dental Products & Services,444471.0
116720,Medical Devices & Equipment,568186.0
116721,Disease Diagnosis,398488.0
116725,Medical Devices & Equipment,291773.0
116726,Medical Information,292633.0
116733,Medical Devices & Equipment,292654.0
116742,Medical Equipment & Supplies,292663.0
116749,Biotechnology,292688.0
116750,Medical Facilities & Services,292699.0
116751,,292707.0
116752,Medical Devices & Equipment,292708.0
116753,Stealth Mode,292710.0
116765,Medical Devices & Equipment,292842.0
116772,Medical Information,295470.0
116773,,295932.0
116774,Mobile Software & Services,292455.0
116779,Biotechnology,314589.0
116780,Medical Devices & Equipment,314596.0
116784,Medical Devices & Equipment,378110.0
116789,Biotechnology,292778.0
116790,Medical Devices & Equipment,292782.0
116796,Biotechnology,292802.0
116803,Internet Software & Services,292836.0
116804,Health & Wellness (non-internet/mobile)…,292840.0
116807,Health & Wellness (non-internet/mobile)…,292873.0
116808,Medical Facilities & Services,292878.0
116810,Medical Facilities & Services,292886.0
116811,Medical Facilities & Services,17964.0
116812,Biotechnology,295690.0
116813,Healthcare Software,295692.0
116815,Medical Devices & Equipment,295755.0
116816,,295879.0
116817,,295880.0
116818,Medical Facilities & Services,295892.0
116819,,295896.0
116820,Healthcare Software,295931.0
116822,Medical Devices & Equipment,295933.0
116823,Mobile Software & Services,295934.0
116824,Healthcare Software,295937.0
116825,Mobile Software & Services,295939.0
116827,Internet Software & Services,295940.0
116828,Medical Facilities & Services,295944.0
116829,Internet Software & Services,295961.0
116830,Internet Software & Services,296008.0
116831,Medical Information,296019.0
116832,Biotechnology,296024.0
116833,Drug Delivery,296033.0
116834,Mobile Software & Services,296037.0
116835,Healthcare Software,311954.0
116836,Mobile Software & Services,323852.0
116843,Medical Equipment & Supplies,295977.0
116844,,295981.0
116846,Biotechnology,292897.0
116869,Medical Facilities & Services,292988.0
116871,Mobile Software & Services,292997.0
116873,Medical Facilities & Services,293021.0
116874,Internet Software & Services,293027.0
116884,Disease Diagnosis,293063.0
116885,Biotechnology,293067.0
116897,Biotechnology,335798.0
116898,Mobile Software & Services,335803.0
116899,Biotechnology,335749.0
116900,Medical Devices & Equipment,549228.0
116901,Medical Facilities & Services,293081.0
116908,Medical Devices & Equipment,293093.0
116909,Medical Equipment & Supplies,293094.0
116910,Internet Software & Services,293111.0
116939,Medical Facilities & Services,293142.0
116940,Biotechnology,293157.0
116950,Medical Facilities & Services,293159.0
116952,Biotechnology,293197.0
116958,Medical Equipment & Supplies,293207.0
116967,Drug Development,293255.0
116972,Mobile Software & Services,293324.0
116973,Dental Products & Services,293671.0
116974,Internet Software & Services,295190.0
116976,Medical Devices & Equipment,296475.0
116981,Drug Manufacturing,375659.0
116983,Medical Devices & Equipment,293332.0
116987,Pharmaceuticals / Drugs,293362.0
116994,Medical Devices & Equipment,293375.0
117009,Medical Facilities & Services,293427.0
117010,Medical Facilities & Services,293428.0
117011,Medical Facilities & Services,293431.0
117012,Biotechnology,293433.0
117013,Medical Equipment & Supplies,293434.0
117014,,293436.0
117017,Elective & Aesthetic Medicine,293439.0
117018,Medical Equipment & Supplies,293441.0
117029,Healthcare Software,314531.0
117030,Drug Discovery,314533.0
117033,Healthcare Software,495831.0
117049,Healthcare Software,293497.0
117050,Medical Equipment & Supplies,293519.0
117051,Medical Devices & Equipment,293520.0
117052,Medical Equipment & Supplies,293521.0
117054,Medical Devices & Equipment,293577.0
117055,Medical Devices & Equipment,293594.0
117056,Drug Manufacturing,293596.0
117060,Medical Devices & Equipment,293618.0
117062,Medical Facilities & Services,293859.0
117063,Biotechnology,293944.0
117064,Medical Facilities & Services,340000.0
117065,Medical Facilities & Services,340009.0
117067,Medical Facilities & Services,340017.0
117068,Medical Equipment & Supplies,328540.0
117069,Mobile Software & Services,295119.0
117073,Medical Facilities & Services,340027.0
117074,Medical Devices & Equipment,340032.0
117076,Pharmaceuticals / Drugs,354416.0
117077,Medical Devices & Equipment,293542.0
117085,Medical Facilities & Services,287386.0
117090,Medical Facilities & Services,293661.0
117091,Internet Software & Services,293665.0
117092,Biotechnology,293677.0
117094,Internet Software & Services,293560.0
117096,Internet Software & Services,293784.0
117101,Medical Equipment & Supplies,293805.0
117102,Disease Diagnosis,293811.0
117104,Internet Software & Services,294348.0
117105,Drug Development,294677.0
117109,Medical Equipment & Supplies,469946.0
117110,Medical Facilities & Services,470854.0
117119,Medical Devices & Equipment,293816.0
117124,Medical Devices & Equipment,293873.0
117125,Medical Devices & Equipment,293892.0
117126,Medical Facilities & Services,293914.0
117129,Drug Manufacturing,293973.0
117131,Medical Facilities & Services,294277.0
117132,Internet Software & Services,295182.0
117133,Mobile Software & Services,287505.0
117134,Internet Software & Services,321539.0
117136,Medical Devices & Equipment,384595.0
117137,Biotechnology,516042.0
117140,Medical Devices & Equipment,536410.0
117141,Medical Equipment & Supplies,539038.0
117142,Stealth Mode,540798.0
117145,Pharmaceuticals / Drugs,293989.0
117148,Medical Devices & Equipment,294021.0
117169,Health & Wellness (non-internet/mobile)…,294102.0
117172,Biotechnology,294105.0
117176,Medical Devices & Equipment,294123.0
117190,Medical Facilities & Services,294151.0
117195,Medical Devices & Equipment,303751.0
117199,Health & Wellness (non-internet/mobile)…,330586.0
117203,Drug Development,297016.0
117204,Biotechnology,339713.0
117205,Biotechnology,302223.0
117207,Medical Devices & Equipment,354148.0
117208,Drug Discovery,380676.0
117211,Medical Equipment & Supplies,405691.0
117220,Drug Development,568144.0
117221,Healthcare Software,568948.0
117222,Disease Diagnosis,399706.0
117232,Drug Discovery,294204.0
117233,Pharmaceuticals / Drugs,294219.0
117235,Biotechnology,11231.0
117236,Internet Software & Services,294238.0
117237,Drug Manufacturing,294249.0
117239,Medical Equipment & Supplies,294260.0
117240,Medical Facilities & Services,294265.0
117241,Medical Devices & Equipment,168951.0
117243,,294271.0
117244,Disease Diagnosis,294274.0
117245,Medical Product Distribution,294275.0
117250,Drug Development,294280.0
117261,Biotechnology,265372.0
117262,Internet Software & Services,323735.0
117263,Stealth Mode,512045.0
117264,Medical Devices & Equipment,294384.0
117265,Disease Diagnosis,264422.0
117267,Healthcare Software,294425.0
117268,Medical Facilities & Services,294439.0
117269,Biotechnology,294440.0
117270,Medical Devices & Equipment,294446.0
117273,Medical Devices & Equipment,294457.0
117274,Disease Diagnosis,294459.0
117275,Medical Facilities & Services,294464.0
117276,Medical Devices & Equipment,294469.0
117277,Mobile Software & Services,294472.0
117280,Internet Software & Services,294506.0
117295,Medical Devices & Equipment,294538.0
117297,Biotechnology,294542.0
117299,Medical Devices & Equipment,294549.0
117305,Pharmaceuticals / Drugs,294568.0
117306,Medical Facilities & Services,294579.0
117307,Medical Facilities & Services,294580.0
117309,Drug Development,294587.0
117311,Health & Wellness (non-internet/mobile)…,294592.0
117315,Biotechnology,294631.0
117317,Mobile Software & Services,294643.0
117319,Pharmaceuticals / Drugs,295083.0
117322,Internet Software & Services,310057.0
117323,Medical Facilities & Services,531048.0
117324,Medical Facilities & Services,294721.0
117325,Medical Facilities & Services,498162.0
117334,Medical Facilities & Services,294653.0
117335,Pharmaceutical Distribution & Wholesale…,294654.0
117350,Drug Development,294730.0
117352,Biotechnology,294731.0
117353,Stealth Mode,294738.0
117354,Pharmaceuticals / Drugs,294739.0
117356,Medical Devices & Equipment,294744.0
117359,Medical Facilities & Services,302778.0
117360,Drug Manufacturing,331813.0
117361,Medical Facilities & Services,413050.0
117368,Internet Software & Services,294784.0
117376,Medical Devices & Equipment,294794.0
117377,Drug Manufacturing,294819.0
117378,Medical Devices & Equipment,294820.0
117381,Medical Facilities & Services,294837.0
117382,Biotechnology,294846.0
117384,Medical Facilities & Services,294867.0
117386,Biotechnology,294882.0
117388,Mobile Software & Services,294905.0
117389,Mobile Software & Services,294907.0
117391,Biotechnology,294912.0
117393,Mobile Software & Services,295005.0
117397,Healthcare Software,295482.0
117400,Mobile Software & Services,346263.0
117403,Medical Devices & Equipment,515515.0
117404,Medical Devices & Equipment,497060.0
117405,Medical Devices & Equipment,488461.0
117415,Alternative Medicine,294944.0
117416,Medical Facilities & Services,294956.0
117417,Medical Facilities & Services,294975.0
117418,Internet Software & Services,294982.0
117419,Mobile Software & Services,294991.0
117420,Drug Manufacturing,294994.0
117422,Medical Devices & Equipment,295003.0
117428,Biotechnology,294968.0
117431,Medical Facilities & Services,295033.0
117432,Internet Software & Services,295038.0
117436,Drug Development,295137.0
117440,Drug Development,297181.0
117441,Medical Facilities & Services,297183.0
117442,Medical Product Distribution,301640.0
117443,Alternative Medicine,301649.0
117444,Internet Software & Services,301667.0
117445,Drug Manufacturing,312470.0
117447,Biotechnology,359658.0
117450,Medical Facilities & Services,499219.0
117451,Mobile Software & Services,569269.0
117454,Medical Facilities & Services,295044.0
117456,Pharmaceuticals / Drugs,295053.0
117457,Medical Facilities & Services,295057.0
117469,Medical Facilities & Services,295061.0
117471,Biotechnology,295086.0
117473,Medical Devices & Equipment,295088.0
117474,Elective & Aesthetic Medicine,295115.0
117478,Elective & Aesthetic Medicine,295124.0
117489,Drug Manufacturing,295183.0
117496,Drug Discovery,295208.0
117500,Medical Facilities & Services,295278.0
117501,Biotechnology,295819.0
117502,Mobile Software & Services,301367.0
117505,Medical Facilities & Services,374974.0
117507,Biotechnology,457207.0
117512,Healthcare Software,295241.0
117513,Medical Facilities & Services,295251.0
117519,Medical Devices & Equipment,295264.0
117522,Medical Devices & Equipment,295293.0
117523,Biotechnology,295294.0
117524,Disease Diagnosis,295297.0
117527,Medical Devices & Equipment,295311.0
117528,Internet Software & Services,295313.0
117530,Medical Equipment & Supplies,297195.0
117537,Medical Facilities & Services,297385.0
117538,Biotechnology,309913.0
117539,Mobile Software & Services,295332.0
117540,Medical Equipment & Supplies,295550.0
117541,Healthcare Software,321329.0
117542,Pharmaceuticals / Drugs,295318.0
117544,Pharmaceuticals / Drugs,295326.0
117545,Health & Wellness (non-internet/mobile)…,295329.0
117546,Dental Products & Services,295336.0
117547,Alternative Medicine,295337.0
117548,Healthcare Software,295351.0
117549,Healthcare Software,295365.0
117551,Biotechnology,295379.0
117552,Medical Devices & Equipment,295383.0
117553,Biotechnology,295384.0
117559,Medical Equipment & Supplies,295460.0
117565,Internet Software & Services,295478.0
117566,Mobile Software & Services,291733.0
117567,Healthcare Software,312062.0
117572,Medical Facilities & Services,515443.0
117577,Medical Devices & Equipment,295498.0
117584,Healthcare Software,295511.0
117585,Medical Devices & Equipment,295529.0
117591,Medical Facilities & Services,295537.0
117592,Medical Facilities & Services,295538.0
117594,Drug Manufacturing,295545.0
117595,Medical Facilities & Services,295546.0
117596,Pharmaceuticals / Drugs,295548.0
117598,Mobile Software & Services,295554.0
117600,Internet Software & Services,295566.0
117613,Pharmaceuticals / Drugs,295595.0
117617,Mobile Software & Services,295604.0
117618,Medical Facilities & Services,295610.0
117622,Drug Development,339802.0
117625,Biotechnology,551678.0
117628,Drug Development,295625.0
117639,Internet Software & Services,295642.0
117644,Medical Equipment & Supplies,295656.0
117645,Medical Facilities & Services,295659.0
117646,Medical Devices & Equipment,295663.0
117648,Biotechnology,295675.0
117650,Biotechnology,295679.0
117652,Biotechnology,295682.0
117653,Internet Software & Services,295684.0
117659,Internet Software & Services,295725.0
117660,Internet Software & Services,295732.0
117661,Biotechnology,295748.0
117665,Drug Development,295775.0
117666,Medical Product Distribution,301530.0
117676,Medical Facilities & Services,295786.0
117689,Medical Facilities & Services,295826.0
117692,Mobile Software & Services,256279.0
117693,Medical Facilities & Services,295858.0
117694,Medical Facilities & Services,295862.0
117698,Disease Diagnosis,297714.0
117702,Medical Devices & Equipment,304221.0
117703,Medical Facilities & Services,434055.0
117704,Medical Devices & Equipment,530359.0
117706,Disease Diagnosis,539415.0
117707,Medical Facilities & Services,295902.0
117708,Drug Manufacturing,281223.0
117711,Healthcare Software,18646.0
117712,Mobile Software & Services,295915.0
117713,Biotechnology,295916.0
117714,Stealth Mode,295922.0
117715,Mobile Software & Services,216201.0
117722,Medical Facilities & Services,295936.0
117723,Biotechnology,295942.0
117732,Internet Software & Services,295955.0
117733,Stealth Mode,295970.0
117735,Medical Facilities & Services,296162.0
117736,Mobile Software & Services,297211.0
117739,Biotechnology,437866.0
117743,Mobile Software & Services,303987.0
117748,Drug Manufacturing,296060.0
117758,Medical Facilities & Services,296116.0
117760,Drug Delivery,296411.0
117761,Medical Facilities & Services,296426.0
117762,Biotechnology,296428.0
117763,Medical Facilities & Services,296432.0
117764,Drug Development,296435.0
117766,Medical Facilities & Services,296439.0
117768,Biotechnology,296440.0
117769,Medical Devices & Equipment,296450.0
117771,Biotechnology,296451.0
117772,Biotechnology,296452.0
117773,Medical Devices & Equipment,56837.0
117774,Internet Software & Services,297860.0
117775,,319098.0
117777,Biotechnology,339366.0
117780,Healthcare Software,296140.0
117781,Healthcare Software,296151.0
117786,Elective & Aesthetic Medicine,296169.0
117787,Medical Equipment & Supplies,296180.0
117788,Pharmaceuticals / Drugs,296183.0
117791,Medical Facilities & Services,296189.0
117792,Biotechnology,296190.0
117794,,296205.0
117797,Internet Software & Services,296220.0
117798,Medical Facilities & Services,296221.0
117799,Stealth Mode,296228.0
117803,Medical Devices & Equipment,296324.0
117804,Medical Facilities & Services,296332.0
117805,Disease Diagnosis,296337.0
117806,Medical Devices & Equipment,296341.0
117807,Biotechnology,296343.0
117808,Medical Facilities & Services,296348.0
117809,Internet Software & Services,296790.0
117815,Alternative Medicine,297939.0
117816,Health & Wellness (non-internet/mobile)…,298729.0
117819,Medical Facilities & Services,334333.0
117823,Healthcare Software,307540.0
117825,Drug Manufacturing,13387.0
117826,Medical Facilities & Services,296250.0
117827,Mobile Software & Services,296260.0
117836,Medical Devices & Equipment,296302.0
117837,Biotechnology,296314.0
117838,Mobile Software & Services,296315.0
117839,Internet Software & Services,296317.0
117841,Medical Facilities & Services,296357.0
117848,Medical Product Distribution,296368.0
117851,Medical Facilities & Services,296383.0
117854,,296972.0
117855,Biotechnology,297002.0
117857,Mobile Software & Services,297808.0
117858,Medical Devices & Equipment,297943.0
117859,Health & Wellness (non-internet/mobile)…,297952.0
117860,Biotechnology,319502.0
117864,,631566.0
117865,Medical Devices & Equipment,444679.0
117867,Medical Facilities & Services,296434.0
117869,Medical Facilities & Services,296478.0
117870,Medical Facilities & Services,296479.0
117871,Medical Facilities & Services,296482.0
117872,Medical Facilities & Services,296483.0
117878,Health & Wellness (non-internet/mobile)…,176335.0
117881,Internet Software & Services,298279.0
117882,Mobile Software & Services,298294.0
117883,Disease Diagnosis,298436.0
117884,Medical Equipment & Supplies,298439.0
117885,Mobile Software & Services,304875.0
117889,Mobile Software & Services,331173.0
117890,Mobile Software & Services,346551.0
117899,Medical Facilities & Services,296514.0
117900,Disease Diagnosis,33437.0
117901,Internet Software & Services,296556.0
117908,Biotechnology,296599.0
117909,Medical Facilities & Services,296609.0
117914,Dental Products & Services,298798.0
117916,Medical Facilities & Services,497921.0
117918,Drug Development,562449.0
117922,Pharmaceuticals / Drugs,333685.0
117924,Drug Manufacturing,313997.0
117933,Internet Software & Services,296622.0
117943,Medical Devices & Equipment,296629.0
117965,Medical Facilities & Services,296701.0
117969,Internet Software & Services,296710.0
117970,Medical Equipment & Supplies,296711.0
117982,,298776.0
117983,Internet Software & Services,298778.0
117985,Mobile Software & Services,299437.0
117988,Biotechnology,320193.0
117989,Drug Discovery,339850.0
117990,Mobile Software & Services,387680.0
117994,Medical Facilities & Services,296730.0
118010,Biotechnology,296764.0
118017,Internet Software & Services,275427.0
118026,Internet Software & Services,296805.0
118033,Medical Facilities & Services,296816.0
118035,Medical Facilities & Services,296835.0
118038,Drug Manufacturing,296883.0
118042,Medical Facilities & Services,297185.0
118043,Health & Wellness (non-internet/mobile)…,299446.0
118044,Medical Devices & Equipment,371741.0
118048,Medical Devices & Equipment,515658.0
118058,Drug Development,296861.0
118059,Medical Devices & Equipment,116967.0
118060,Medical Devices & Equipment,296886.0
118062,Medical Facilities & Services,296890.0
118069,Medical Devices & Equipment,296918.0
118070,Medical Devices & Equipment,296920.0
118080,Mobile Software & Services,296965.0
118081,Stealth Mode,296969.0
118083,Internet Software & Services,296984.0
118084,Internet Software & Services,296986.0
118086,Internet Software & Services,296999.0
118087,Medical Devices & Equipment,297015.0
118089,Internet Software & Services,297123.0
118090,Healthcare Software,297173.0
118091,Drug Development,315059.0
118094,Pharmaceuticals / Drugs,529725.0
118097,Drug Discovery,287056.0
118099,Medical Facilities & Services,297037.0
118100,Dental Products & Services,297038.0
118103,Pharmaceutical Distribution & Wholesale…,297046.0
118104,Medical Facilities & Services,297054.0
118105,Health & Wellness (non-internet/mobile)…,297061.0
118106,Drug Development,297072.0
118107,Pharmaceuticals / Drugs,297076.0
118108,Medical Facilities & Services,297089.0
118109,Health & Wellness (non-internet/mobile)…,297099.0
118114,Medical Devices & Equipment,297141.0
118123,Drug Development,296860.0
118124,Medical Devices & Equipment,297153.0
118125,Alternative Medicine,297182.0
118129,Mobile Software & Services,297194.0
118132,Internet Software & Services,297198.0
118140,Biotechnology,297216.0
118141,Healthcare Software,297226.0
118142,Medical Devices & Equipment,297238.0
118143,Internet Software & Services,299060.0
118150,Internet Software & Services,334271.0
118151,Medical Facilities & Services,373393.0
118152,Medical Devices & Equipment,407241.0
118159,Biotechnology,497576.0
118160,Biotechnology,498324.0
118162,Biotechnology,516354.0
118163,Medical Devices & Equipment,537467.0
118166,Medical Devices & Equipment,637532.0
118170,Medical Facilities & Services,278700.0
118171,Healthcare Plans,297214.0
118172,Medical Facilities & Services,297239.0
118178,Medical Facilities & Services,297287.0
118179,Medical Facilities & Services,297296.0
118180,Medical Facilities & Services,297297.0
118182,Medical Facilities & Services,297304.0
118183,Medical Facilities & Services,297307.0
118184,Medical Facilities & Services,297308.0
118185,Medical Facilities & Services,297310.0
118186,Medical Facilities & Services,297313.0
118187,Medical Facilities & Services,297366.0
118189,Drug Development,297374.0
118194,Medical Devices & Equipment,297655.0
118197,Drug Development,301569.0
118201,Internet Software & Services,313941.0
118203,Medical Equipment & Supplies,327062.0
118204,Biotechnology,331919.0
118207,Healthcare Software,301416.0
118208,Mobile Software & Services,131496.0
118211,Internet Software & Services,352515.0
118219,Drug Development,373044.0
118221,Biotechnology,389257.0
118227,Healthcare Software,326515.0
118230,Mobile Software & Services,402001.0
118233,Medical Facilities & Services,402093.0
118235,Drug Development,409198.0
118236,Medical Devices & Equipment,445036.0
118240,Healthcare Software,430201.0
118242,Internet Software & Services,325188.0
118243,Medical Facilities & Services,488322.0
118245,Medical Facilities & Services,548991.0
118247,Mobile Software & Services,300953.0
118251,Disease Diagnosis,297638.0
118252,Medical Devices & Equipment,297642.0
118254,Medical Facilities & Services,297722.0
118255,Health & Wellness (non-internet/mobile)…,297739.0
118273,Biotechnology,297409.0
118275,Medical Facilities & Services,297429.0
118277,Medical Devices & Equipment,297430.0
118278,Medical Equipment & Supplies,297438.0
118281,Medical Facilities & Services,297460.0
118283,Biotechnology,297472.0
118284,Drug Discovery,297473.0
118285,Medical Facilities & Services,297476.0
118291,Mobile Software & Services,297546.0
118292,Medical Product Distribution,297554.0
118293,Drug Development,297555.0
118302,Medical Facilities & Services,297601.0
118306,Medical Facilities & Services,297613.0
118308,Biotechnology,297628.0
118314,Health & Wellness (non-internet/mobile)…,301219.0
118315,Mobile Software & Services,301235.0
118317,Medical Facilities & Services,515107.0
118318,Internet Software & Services,576206.0
118326,Medical Product Distribution,297647.0
118327,Medical Devices & Equipment,297649.0
118330,Medical Facilities & Services,297658.0
118331,Biotechnology,297663.0
118343,Internet Software & Services,297701.0
118344,Medical Facilities & Services,297703.0
118345,Drug Manufacturing,297707.0
118348,Medical Facilities & Services,297713.0
118355,Medical Facilities & Services,297724.0
118357,Drug Manufacturing,297732.0
118363,Medical Devices & Equipment,297771.0
118364,Medical Facilities & Services,297772.0
118368,Medical Equipment & Supplies,297780.0
118369,Healthcare Software,297785.0
118370,Medical Devices & Equipment,297864.0
118374,Medical Devices & Equipment,299917.0
118379,Pharmaceuticals / Drugs,300269.0
118380,Drug Development,324214.0
118388,Alternative Medicine,296153.0
118392,Medical Facilities & Services,550665.0
118393,Medical Devices & Equipment,618266.0
118410,Medical Equipment & Supplies,297896.0
118413,Biotechnology,297948.0
118418,Drug Delivery,297954.0
118420,Mobile Software & Services,297963.0
118423,Elective & Aesthetic Medicine,297978.0
118430,Medical Facilities & Services,298001.0
118431,Medical Devices & Equipment,298076.0
118432,Healthcare Software,298082.0
118437,Mobile Software & Services,298090.0
118440,Mobile Software & Services,298104.0
118443,Internet Software & Services,298121.0
118448,Medical Facilities & Services,517993.0
118465,Medical Facilities & Services,298074.0
118466,Medical Devices & Equipment,298075.0
118468,Medical Equipment & Supplies,298087.0
118470,Medical Devices & Equipment,298127.0
118471,Healthcare Software,298130.0
118472,Internet Software & Services,298131.0
118474,Internet Software & Services,298133.0
118475,Internet Software & Services,298135.0
118477,Mobile Software & Services,298139.0
118479,Healthcare Software,298141.0
118480,Health & Wellness (non-internet/mobile)…,298143.0
118481,Medical Devices & Equipment,298150.0
118482,Mobile Software & Services,298151.0
118483,Medical Devices & Equipment,298153.0
118484,Medical Devices & Equipment,298157.0
118485,Medical Facilities & Services,298159.0
118486,Mobile Software & Services,298162.0
118487,Stealth Mode,298168.0
118488,Stealth Mode,298169.0
118489,Stealth Mode,298170.0
118490,Stealth Mode,298172.0
118491,Healthcare Software,298177.0
118492,Mobile Software & Services,409962.0
118493,,556726.0
118494,Biotechnology,394347.0
118495,Medical Devices & Equipment,299150.0
118497,Drug Development,405787.0
118506,Mobile Software & Services,298450.0
118507,Medical Facilities & Services,361652.0
118508,Medical Devices & Equipment,298197.0
118510,Medical Equipment & Supplies,298215.0
