node,index,country,continent,industry,foundation,target_status,bipartite,id,eigen_max,pages_max,degcen_max,bet_max,avg_max,dis_mean,newman_max,vote_min
Sciformix Corporation,40702.0,United States,North America,Drug Development,2006.0,Acquired,1,13002,,,,,,,,
Arterial Remodeling Technologies,50963.0,France,Europe,Medical Devices & Equipment,2003.0,Alive / Active,1,13004,2.0873988441647917e-06,7.929285603311984e-05,0.0003055300947143293,0.0,12.0,,0.1645930471977577,0.1645930471977577
Viveve Medical,17417.0,United States,North America,Medical Devices & Equipment,2006.0,IPO / Went public,1,13007,1.4898382185001243e-06,0.00030707912870343103,0.0015276504735716467,0.00026534222759143843,4.2,,0.16509776182289562,0.16509776182289562
Vaxart,14148.0,United States,North America,Drug Delivery,2004.0,Merged,1,13016,0.009600305656112192,0.00037265872992733103,0.0052770448548812654,0.0006551997126887246,90.6875,,0.30346969815468083,0.30346969815468083
Ascent Therapeutics,15162.0,United States,North America,Pharmaceuticals / Drugs,2006.0,Alive / Active,1,13019,0.0016029683979942415,0.00037265872992733103,0.00395778364116095,0.0006551997126887246,23.83333333333333,,0.2649081285064902,0.2649081285064902
BioSystem Development,17906.0,United States,North America,Drug Development,2002.0,Acquired,1,13020,,,,,,,,
Clarus Therapeutics,5807.0,United States,North America,Biotechnology,2003.0,Acquired,1,13026,,,,,,,,
Virtual Radiologic,57365.0,United States,North America,Medical Devices & Equipment,2001.0,Acquired,1,13033,,,,,,,,
Viracta Therapeutics,10358.0,United States,North America,Drug Development,2007.0,IPO / Went public,1,13038,0.015066681972332768,0.00039285061020954216,0.008905013192612136,0.00012715458976908696,86.62962962962963,,0.31484225531909305,0.31484225531909305
Inspire Medical Systems,15617.0,United States,North America,Medical Devices & Equipment,2007.0,IPO / Went public,1,13043,,,,,,,,
Prosonix,12960.0,United Kingdom,Europe,Pharmaceuticals / Drugs,2006.0,Acquired,1,13047,7.44493170528822e-14,0.0003054367745876603,0.0012221203788573176,0.0,4.0,,0.0012221203788573176,0.0012221203788573176
Dualsystems Biotech,17930.0,Switzerland,Europe,Biotechnology,2000.0,Alive / Active,1,13048,,,,,,,,
Activ4Life,493461.0,United Kingdom,Europe,Medical Equipment & Supplies,2007.0,Alive / Active,1,13050,0.00457784548610036,0.0003694501546264424,0.0036663611365719533,0.0012805968630833133,31.58333333333333,,0.25337896410280203,0.25337896410280203
Cassini,517412.0,Netherlands,Europe,Medical Devices & Equipment,2006.0,Alive / Active,1,13055,,,,,,,,
Adaptimmune,189286.0,United Kingdom,Europe,Biotechnology,2007.0,IPO / Went public,1,13058,,,,,,,,
MindFrame,44602.0,United States,North America,Medical Devices & Equipment,2007.0,Dead / Inactive,1,13063,,,,,,,,
BridgeHealth International,18733.0,United States,North America,Medical Facilities & Services,2007.0,Alive / Active,1,13064,,,,,,,,
Natera,13462.0,United States,North America,Disease Diagnosis,2004.0,IPO / Went public,1,13069,,,,,,,,
Veralyte,46294.0,United States,North America,Medical Devices & Equipment,2007.0,Alive / Active,1,13071,,,,,,,,
Lanx,39177.0,United States,North America,Medical Devices & Equipment,2003.0,Acquired,1,13073,,,,,,,,
VasoLux Microsystems,14147.0,United States,North America,Medical Devices & Equipment,2005.0,Alive / Active,1,13077,,,,,,,,
ActiViews,15294.0,Israel,Asia,Medical Devices & Equipment,2006.0,Alive / Active,1,13079,,,,,,,,
CoAlign Innovations,44036.0,United States,North America,Medical Devices & Equipment,2007.0,Alive / Active,1,13083,0.027083214146804632,0.001524170347575874,0.02230369691414604,0.009722489898725786,40.5,,0.2957170334127905,0.2957170334127905
Ascendis Pharma,18577.0,Denmark,Europe,Biotechnology,2007.0,IPO / Went public,1,13084,,,,,,,,
Halscion,24467.0,United States,North America,Medical Devices & Equipment,2008.0,Dead / Inactive,1,13085,,,,,,,,
Semprus Biosciences,14588.0,United States,North America,Biotechnology,2006.0,Acquired,1,13086,,,,,,,,
Verilogue,9326.0,United States,North America,Internet Software & Services,2006.0,Acquired,1,13088,,,,,,,,
Sensimed,20675.0,Switzerland,Europe,Medical Devices & Equipment,2003.0,Acquired,1,13092,,,,,,,,
TcLand,18045.0,France,Europe,Drug Discovery,2002.0,Alive / Active,1,13093,7.678990384395309e-05,0.0006863645345553797,0.0046449900464499,0.007078282573388995,11.0,,0.2434116329239701,0.2434116329239701
Stealth Therapeutics,24455.0,United States,North America,Medical Devices & Equipment,2006.0,Alive / Active,1,13094,,,,,,,,
Multispan,17984.0,United States,North America,Biotechnology,2004.0,Alive / Active,1,13103,3.1226306831217193e-18,0.0003054367745876604,0.0003055300947143293,0.0,1.0,,0.0003055300947143293,0.0003055300947143293
Reliant Renal Care,20555.0,United States,North America,,2007.0,Alive / Active,1,13110,,,,,,,,
Cytonics,53083.0,United States,North America,Drug Development,2006.0,Alive / Active,1,13126,,,,,,,,
Biom'Up,83031.0,France,Europe,Medical Devices & Equipment,2005.0,IPO / Went public,1,13127,,,,,,,,
Guokang Healthcare,247147.0,China,Asia,Healthcare Plans,2005.0,Alive / Active,1,13131,,,,,,,,
BioNTech,311836.0,Germany,Europe,Drug Development,2008.0,IPO / Went public,1,13135,,,,,,,,
Fountain Medical Development,359622.0,China,Asia,Medical Facilities & Services,2007.0,Alive / Active,1,13138,0.043765034496361314,0.0010523515257180155,0.022595222724338282,0.00254908646082474,72.1,,0.3306937936732029,0.3306937936732029
Stainwei,424554.0,China,Asia,Biotechnology,2007.0,Alive / Active,1,13140,1.068563940697133e-06,0.00023067497403157997,0.0006110601894286588,0.0005257134575921989,2.0,,0.15741729937957202,0.15741729937957202
PinCell,451175.0,Italy,Europe,Medical Facilities & Services,2008.0,Alive / Active,1,13141,,,,,,,,
TARIS Biomedical,241877.0,United States,North America,Drug Development,2008.0,Acquired,1,13142,0.003386454124077307,0.00019045909779123773,0.0018331805682859762,0.0003367252492965643,44.66666666666666,,0.24592059021021045,0.24592059021021045
Hepregen,11102.0,United States,North America,Drug Discovery,2007.0,Merged,1,13143,,,,,,,,
Alditri Technologies,47199.0,United States,North America,Biotechnology,2008.0,Alive / Active,1,13144,0.07302003451908301,0.0019498966933686774,0.03421937060800489,0.018848459140035776,55.375,,0.3258654545730993,0.3258654545730993
Aldea Pharmaceuticals,76090.0,United States,North America,Pharmaceuticals / Drugs,2008.0,Alive / Active,1,13150,,,,,,,,
Rochal Industries,283404.0,United States,North America,,2004.0,Alive / Active,1,13151,,,,,,,,
Healthrageous,49986.0,United States,North America,Internet Software & Services,2008.0,Acquired,1,13155,,,,,,,,
Prevention Pharmaceuticals,52319.0,United States,North America,Pharmaceuticals / Drugs,2008.0,Alive / Active,1,13156,1.0286880655313064e-20,0.0003105590062111802,0.0006213109661385522,0.0,2.0,,0.0006213109661385522,0.0006213109661385522
Sera Prognostics,52150.0,United States,North America,Disease Diagnosis,2008.0,IPO / Went public,1,13157,,,,,,,,
Armune Bioscience,4448.0,United States,North America,Disease Diagnosis,2008.0,Acquired,1,13158,0.015405920027086238,0.0005997067446294215,0.00886037274671555,0.0016637876940043318,43.48275862068966,,0.2755384572672573,0.2755384572672573
CDI Laboratories,235103.0,Puerto Rico,North America,Medical Facilities & Services,2008.0,Alive / Active,1,13159,,,,,,,,
MiraDx,50099.0,United States,North America,Disease Diagnosis,2008.0,Alive / Active,1,13160,0.03419907476483056,0.0005644789885470923,0.009776963030858541,0.0005291953404245546,77.25,,0.2907139014580025,0.2907139014580025
JSK Therapeutics,310000.0,United States,North America,Drug Development,2008.0,Alive / Active,1,13163,,,,,,,,
Principia BioPharma,52986.0,United States,North America,Drug Discovery,2008.0,Acquired,1,13164,0.0038409018334118077,0.00039032818684456603,0.0065963060686015824,0.00021682113176429632,40.2,,0.29060135540369514,0.29060135540369514
Kinematix,97190.0,Portugal,Europe,Internet Software & Services,2007.0,Dead / Inactive,1,13167,,,,,,,,
Biosplice Therapeutics,231313.0,United States,North America,Biotechnology,2008.0,Alive / Active,1,13169,,,,,,,,
BioFilm,227889.0,United Kingdom,Europe,Pharmaceuticals / Drugs,2003.0,Alive / Active,1,13173,,,,,,,,
Drais Pharmaceuticals,704.0,United States,North America,Pharmaceuticals / Drugs,2007.0,Alive / Active,1,13179,,,,,,,,
Cellectar,16613.0,United States,North America,Pharmaceuticals / Drugs,2003.0,Acquired,1,13186,0.007187570618308953,0.00022002082424534342,0.0038734667527437054,5.433774583750874e-05,71.75,,0.2876690907077806,0.2876690907077806
Flexible Stenting Solutions,19284.0,United States,North America,Medical Devices & Equipment,2006.0,Acquired,1,13188,,,,,,,,
CMC Contrast,18871.0,Sweden,Europe,Medical Devices & Equipment,2000.0,Alive / Active,1,13190,,,,,,,,
Altheus Therapeutics,11206.0,United States,North America,Pharmaceuticals / Drugs,2006.0,Alive / Active,1,13193,8.662573738244218e-05,0.0005603657238238861,0.003106554830692761,0.001749405024031392,6.7,,0.21004210977958787,0.21004210977958787
Calistoga Pharmaceuticals,15946.0,United States,North America,Pharmaceuticals / Drugs,2006.0,Acquired,1,13195,0.0553761120233008,0.0015409180815553795,0.02535925612848689,0.008221838973886146,44.87777777777778,,0.3048145125178565,0.3048145125178565
Senexis,20667.0,United Kingdom,Europe,,2001.0,Alive / Active,1,13206,0.0018813765652728254,0.00027583430303118817,0.005025125628140704,8.250685867798134e-05,50.92857142857143,,0.29645992257536524,0.29645992257536524
Genome,43694.0,United States,North America,Biotechnology,2007.0,Alive / Active,1,13208,,,,,,,,
Action Pharma,18096.0,Denmark,Europe,Biotechnology,2000.0,Alive / Active,1,13209,0.007582893475483652,0.0005416405617093928,0.007326007326007327,0.001120039640151702,24.69230769230769,,0.25413363065184924,0.25413363065184924
Linkwell Health,52021.0,United States,North America,Internet Software & Services,2008.0,Alive / Active,1,13213,,,,,,,,
Progentix Orthobiology,20456.0,Netherlands,Europe,,2004.0,Alive / Active,1,13221,,,,,,,,
Mauna Kea Technologies,13649.0,France,Europe,Medical Devices & Equipment,2000.0,Alive / Active,1,13223,0.001630680688793098,0.0006445466529182725,0.007607776838546069,0.005754221433309582,18.222222222222218,,0.23246727297340675,0.23246727297340675
Inspiration Biopharmaceuticals,17957.0,United States,North America,Drug Development,2004.0,Alive / Active,1,13227,,,,,,,,
Traversa Therapeutics,15786.0,United States,North America,Pharmaceuticals / Drugs,2006.0,Alive / Active,1,13245,,,,,,,,
DNA Direct,19056.0,United States,North America,Pharmaceuticals / Drugs,2003.0,Acquired,1,13248,,,,,,,,
PrimaDiag,24800.0,France,Europe,Drug Development,2007.0,Alive / Active,1,13251,,,,,,,,
Brainstage,37061.0,United States,North America,Medical Facilities & Services,2007.0,Alive / Active,1,13254,1.3789763852302704e-05,0.0005615682225550034,0.0016906170752324595,0.002862803660652937,3.8333333333333335,,0.17194770234702586,0.17194770234702586
NGM Biopharmaceuticals,23586.0,United States,North America,Drug Discovery,2008.0,IPO / Went public,1,13257,,,,,,,,
Cianna Medical,18839.0,United States,North America,Medical Devices & Equipment,2007.0,Acquired,1,13261,,,,,,,,
Auris Medical,17896.0,Switzerland,Europe,Drug Development,2003.0,IPO / Went public,1,13263,,,,,,,,
Allegro Diagnostics,18498.0,United States,North America,Medical Devices & Equipment,2006.0,Acquired,1,13267,,,,,,,,
Alverix,18512.0,United States,North America,Medical Devices & Equipment,2007.0,Acquired,1,13268,,,,,,,,
Avedro,16605.0,United States,North America,Medical Devices & Equipment,2002.0,Acquired,1,13272,,,,,,,,
NanoImaging Services,17987.0,United States,North America,Biotechnology,2007.0,Alive / Active,1,13274,4.454538377870366e-05,0.00013979654522687054,0.0009319664492078283,0.0,7.666666666666668,,0.1976278155346795,0.1976278155346795
Sphinx Tech,542025.0,Israel,Asia,Medical Devices & Equipment,2008.0,Alive / Active,1,13289,,,,,,,,
TriHealix,21045.0,United States,North America,Medical Facilities & Services,2006.0,Alive / Active,1,13292,0.00554420943577671,0.00025949434771260505,0.0022541561003099463,0.0009261464738440471,49.5,,0.2524476267649621,0.2524476267649621
AEGEA Medical,54621.0,United States,North America,Medical Devices & Equipment,2007.0,Acquired,1,13295,,,,,,,,
DxTerity Diagnostics,73911.0,United States,North America,Biotechnology,2006.0,Alive / Active,1,13296,,,,,,,,
Cancer Treatment Services International,37156.0,United States,North America,Medical Facilities & Services,2006.0,Acquired,1,13297,,,,,,,,
Stentys,20847.0,France,Europe,Medical Devices & Equipment,2005.0,IPO / Went public,1,13299,0.006606798192276637,0.00042276631457333736,0.004226542688081149,0.0021723953627851545,45.91666666666666,,0.25932952728098385,0.25932952728098385
RadioRx,45378.0,United States,North America,Biotechnology,2002.0,Dead / Inactive,1,13302,,,,,,,,
Aviir,13278.0,United States,North America,Disease Diagnosis,2005.0,Alive / Active,1,13305,0.016866129774691124,0.0011850157852221345,0.020981278244028404,0.01026060354223142,42.10769230769231,,0.3136397110660145,0.3136397110660145
Corindus Vascular Robotics,14455.0,United States,North America,Medical Devices & Equipment,2002.0,Acquired,1,13306,,,,,,,,
Provasculon,20468.0,United States,North America,,2007.0,Alive / Active,1,13308,0.009287998297911023,0.0022585924477967843,0.01634263172724711,0.012995822999270023,33.57575757575758,,0.2517496378689989,0.2517496378689989
Recodagen Corporation,45406.0,United States,North America,Biotechnology,2008.0,Alive / Active,1,13309,0.0015784178192371427,0.00026806869708251345,0.003727865796831314,3.432540560758895e-05,24.91666666666667,,0.24655628611772126,0.24655628611772126
Ocular Therapeutix,39944.0,United States,North America,Biotechnology,2006.0,IPO / Went public,1,13311,,,,,,,,
Benchmark Revenue Management,36956.0,United States,North America,Medical Facilities & Services,2001.0,Merged,1,13312,,,,,,,,
Nanovasc,44688.0,United States,North America,Biotechnology,2007.0,Alive / Active,1,13314,,,,,,,,
Veracyte,24399.0,United States,North America,Biotechnology,2008.0,IPO / Went public,1,13317,,,,,,,,
Xytis,27324.0,United States,North America,Pharmaceuticals / Drugs,2004.0,Alive / Active,1,13320,0.004534706689189103,0.0006442443732768512,0.006110601894286587,0.0029550702070207943,31.55,,0.2556785199188469,0.2556785199188469
Vivity Labs,11649.0,Canada,North America,Internet Software & Services,2007.0,Acquired,1,13322,0.04140476293637493,0.0009588331557149596,0.01437024513947591,0.0061516817871089535,58.29411764705882,,0.2907033731698235,0.2907033731698235
Generic Medical Devices,19361.0,United States,North America,Medical Devices & Equipment,2006.0,Dead / Inactive,1,13329,,,,,,,,
AirXpanders,23661.0,United States,North America,Medical Devices & Equipment,2005.0,IPO / Went public,1,13338,0.02173610826233294,0.0009482446779862233,0.02434144714904968,0.003690816053030754,83.2054794520548,,0.36524425957197576,0.36524425957197576
Tryton Medical,21057.0,United States,North America,Medical Devices & Equipment,2003.0,Alive / Active,1,13344,0.031029832285200207,0.0014055959313629075,0.02056917441532826,0.010170454902585285,39.98630136986301,,0.28305413375145466,0.28305413375145466
Medtrum Technologies,257643.0,China,Asia,Medical Devices & Equipment,2008.0,Alive / Active,1,13352,,,,,,,,
TrueVision Systems,21055.0,United States,North America,Medical Devices & Equipment,2003.0,Alive / Active,1,13358,0.009466531262969351,0.000613502515725253,0.008077042559801179,0.003624691818073618,43.884615384615394,,0.28356148080301224,0.28356148080301224
Mirna Therapeutics,35743.0,United States,North America,Biotechnology,2007.0,IPO / Went public,1,13361,5.191408464001748e-18,0.00028169014084507044,0.0002817695125387433,0.0,1.0,,0.0002817695125387433,0.0002817695125387433
Synvascular,4486.0,United States,North America,Pharmaceuticals / Drugs,2007.0,Alive / Active,1,13362,0.0017188828980457167,0.00016386213850102618,0.003167898627243928,0.0,69.8888888888889,,0.29717405085933984,0.29717405085933984
Viant,24747.0,United States,North America,Medical Devices & Equipment,2008.0,Alive / Active,1,13364,,,,,,,,
Bird Rock Bio,14211.0,United States,North America,Biotechnology,2008.0,Alive / Active,1,13366,,,,,,,,
Cell Targeting,42723.0,United States,North America,Biotechnology,2005.0,Assets Purchased,1,13367,,,,,,,,
Salient Pharmaceuticals,50001.0,United States,North America,Pharmaceuticals / Drugs,2007.0,Alive / Active,1,13369,,,,,,,,
arGentis Pharmaceuticals,18566.0,United States,North America,Biotechnology,2005.0,Alive / Active,1,13376,0.03936976804194888,0.0009079696910153015,0.014652014652014654,0.003477759858522686,52.57692307692307,,0.2857187697746668,0.2857187697746668
Progentech,18017.0,United States,North America,Medical Devices & Equipment,2005.0,Alive / Active,1,13377,,,,,,,,
Stemline Therapeutics,18041.0,United States,North America,Biotechnology,2003.0,Acquired,1,13380,0.003312581750225762,0.0007144736021541214,0.00507185122569738,0.002823061356524883,18.0,,0.2406521222106241,0.2406521222106241
Cambfix,502033.0,United Kingdom,Europe,Medical Devices & Equipment,2005.0,Alive / Active,1,13382,0.1175748353824441,0.002474053570826411,0.06036152356358941,0.009624507355307284,69.52941176470588,,0.36448558546705856,0.36448558546705856
Intellirod Spine,24654.0,United States,North America,Medical Devices & Equipment,2003.0,Alive / Active,1,13385,,,,,,,,
LiveProcess,29224.0,United States,North America,Internet Software & Services,2004.0,Alive / Active,1,13388,,,,,,,,
Meritage Pharma,26892.0,United States,North America,Pharmaceuticals / Drugs,2008.0,Acquired,1,13389,,,,,,,,
c-LEcta,18145.0,Germany,Europe,Biotechnology,2004.0,Alive / Active,1,13391,,,,,,,,
Horizon Discovery,19514.0,United Kingdom,Europe,Biotechnology,2007.0,Acquired,1,13392,3.220116820043329e-05,0.0004268701753201701,0.0016490765171503956,0.011378682375349185,6.2,,0.2159532873375709,0.2159532873375709
MicroTransponder,4620.0,United States,North America,Medical Devices & Equipment,2007.0,Alive / Active,1,13394,5.773325103145225e-19,0.00031055900621118014,0.0009319664492078283,0.0,3.0,,0.0009319664492078283,0.0009319664492078283
PointCare Technologies,20410.0,United States,North America,Medical Devices & Equipment,2002.0,Alive / Active,1,13397,0.0011975820258526464,0.00027205446721290723,0.002259522272433828,0.0009468311870098075,27.857142857142854,,0.2574972792851857,0.2574972792851857
Castlight Health,50050.0,United States,North America,Internet Software & Services,2008.0,IPO / Went public,1,13401,,,,,,,,
EXCMR,25666.0,United States,North America,Medical Devices & Equipment,2008.0,Alive / Active,1,13409,,,,,,,,
Veran Medical Technologies,11033.0,United States,North America,Medical Devices & Equipment,2007.0,Acquired,1,13410,3.513326235891809e-17,0.00020614832454235463,0.0002817695125387433,0.0,2.0,,0.000375692683384991,0.000375692683384991
Viridian Therapeutics,17402.0,United States,North America,Biotechnology,2007.0,IPO / Went public,1,13411,0.031586754654917434,0.0014153117821735948,0.03567855951983995,0.011051436863436966,97.5140186915888,,0.3913993012838285,0.3913993012838285
NxThera,24486.0,United States,North America,Medical Devices & Equipment,2008.0,Acquired,1,13412,,,,,,,,
DailyBurn,21381.0,United States,North America,Internet Software & Services,2007.0,Acquired,1,13418,0.021860174897441253,0.0007512589134341021,0.0104254719639335,0.003404529065032934,45.51351351351353,,0.2715667429377239,0.2715667429377239
CyDen,12715.0,United Kingdom,Europe,Elective & Aesthetic Medicine,2002.0,Alive / Active,1,13419,0.018312604085961085,0.0022585924477967843,0.0188785573400958,0.012995822999270023,29.029850746268654,,0.2698421446548848,0.2698421446548848
Axikin Pharmaceuticals,14228.0,United States,North America,Biotechnology,2008.0,Alive / Active,1,13424,0.15045978996937115,0.002924824947022225,0.05100028176951254,0.02284608212998811,52.91160220994475,,0.3315303748633748,0.3315303748633748
Auspex Pharmaceuticals,7173.0,United States,North America,Pharmaceuticals / Drugs,2001.0,Acquired,1,13425,0.03177252804077628,0.0013058266474325186,0.018949984467225844,0.010498722005337366,48.9672131147541,,0.3104727732337255,0.3104727732337255
Physcient,47642.0,United States,North America,Medical Devices & Equipment,2007.0,Alive / Active,1,13426,0.0003045485093463351,0.0005217089795654762,0.0045829514207149395,0.00105094806454611,13.4,,0.2171949488795153,0.2171949488795153
ACT Biotech,10861.0,United States,North America,Biotechnology,2008.0,Acquired,1,13429,3.220116820043329e-05,0.0004268701753201701,0.0016490765171503956,0.011378682375349185,6.2,,0.2159532873375709,0.2159532873375709
Curetis,28783.0,Germany,Europe,Drug Development,2007.0,Acquired,1,13430,,,,,,,,
Teladoc Health,13849.0,United States,North America,Internet Software & Services,2002.0,IPO / Went public,1,13431,0.00581052919945034,0.0007120702233671532,0.010224274406332454,0.002326606824649543,42.375,,0.3034332847039783,0.3034332847039783
nanoTherics,17988.0,United Kingdom,Europe,Medical Devices & Equipment,2007.0,Alive / Active,1,13433,0.002350902629553379,0.00017224139263303452,0.002174588381484933,0.0,40.42857142857143,,0.25798490096535714,0.25798490096535714
American Pathology Partners,24450.0,United States,North America,Medical Facilities & Services,2008.0,Alive / Active,1,13434,,,,,,,,
Astute Medical,14223.0,United States,North America,Disease Diagnosis,2007.0,Acquired,1,13435,4.278353326728212e-06,0.0002872228205485173,0.0009165902841429881,0.0005257134575921989,3.0,,0.16875459042634208,0.16875459042634208
Fate Therapeutics,12540.0,United States,North America,Biotechnology,2007.0,IPO / Went public,1,13438,,,,,,,,
Miracor Medical Systems,27385.0,Belgium,Europe,Medical Devices & Equipment,2008.0,Alive / Active,1,13439,,,,,,,,
Electrochemical Oxygen Concepts,57368.0,United States,North America,Medical Devices & Equipment,2007.0,Alive / Active,1,13440,,,,,,,,
Apoptos,5755.0,United States,North America,Pharmaceuticals / Drugs,2007.0,Alive / Active,1,13441,,,,,,,,
Freedom Innovations,9407.0,United States,North America,Medical Devices & Equipment,2002.0,Alive / Active,1,13442,1.594310991959841e-05,0.00013543411580827798,0.0006213109661385522,0.0,19.0,,0.1882107676710376,0.1882107676710376
Syndexa Pharmaceuticals,18043.0,United States,North America,Drug Development,2007.0,Dead / Inactive,1,13443,1.634928645252926e-14,0.00027717758779361866,0.0008453085376162299,0.0,3.333333333333333,,0.0009221547683086144,0.0009221547683086144
Confluent Medical Technologies,54237.0,United States,North America,Medical Devices & Equipment,2007.0,Alive / Active,1,13450,,,,,,,,
Keosys,520884.0,France,Europe,Medical Devices & Equipment,2001.0,Alive / Active,1,13455,0.000925455817989209,0.0016552296918148008,0.01056228642435539,0.008218808449043583,34.0,,0.2383514560550348,0.2383514560550348
Biomimedica,14237.0,United States,North America,Medical Devices & Equipment,2008.0,Alive / Active,1,13464,1.0097142991968637e-07,0.00011264387678803071,0.00032278889606197545,0.0,7.0,,0.15892284143876387,0.15892284143876387
ProThera Biologics,40340.0,United States,North America,Biotechnology,2001.0,Alive / Active,1,13465,,,,,,,,
Applied StemCell,87969.0,United States,North America,Biotechnology,2008.0,Alive / Active,1,13466,,,,,,,,
Creabilis Therapeutics,6343.0,United Kingdom,Europe,Drug Development,2003.0,Acquired,1,13468,,,,,,,,
NanoMR,11240.0,United States,North America,Medical Devices & Equipment,2006.0,Acquired,1,13469,4.29945985866037e-30,0.00032970656116056716,0.0006596306068601582,0.0,2.0,,0.0006596306068601582,0.0006596306068601582
Ren Pharmaceuticals,6040.0,United States,North America,Pharmaceuticals / Drugs,2006.0,Alive / Active,1,13474,,,,,,,,
Arbovax,13990.0,United States,North America,Drug Development,2005.0,Alive / Active,1,13476,1.3154933607619827e-52,0.001594896331738437,0.001597444089456869,0.0,1.0,,0.001597444089456869,0.001597444089456869
Svelte Medical Systems,24523.0,United States,North America,Medical Devices & Equipment,2007.0,Alive / Active,1,13480,,,,,,,,
Core Essence Orthopaedics,14263.0,United States,North America,Medical Devices & Equipment,2007.0,Dead / Inactive,1,13492,,,,,,,,
Tandem Diabetes Care,21365.0,United States,North America,Medical Devices & Equipment,2006.0,IPO / Went public,1,13494,0.10179451307085842,0.002868033321466737,0.04395604395604395,0.0261775890460892,43.96794871794872,,0.3244424258970924,0.3244424258970924
NellOne Therapeutics,25956.0,United States,North America,Pharmaceuticals / Drugs,2008.0,Alive / Active,1,13495,5.191408464001748e-18,0.00028169014084507044,0.0002817695125387433,0.0,1.0,,0.0002817695125387433,0.0002817695125387433
Immune Design,10366.0,United States,North America,Biotechnology,2008.0,Acquired,1,13502,,,,,,,,
Medasense,243035.0,Israel,Asia,Medical Devices & Equipment,2008.0,Alive / Active,1,13523,,,,,,,,
MyoScience,10391.0,United States,North America,Medical Devices & Equipment,2005.0,Acquired,1,13537,,,,,,,,
PathoLase,10927.0,United States,North America,,2004.0,Acquired,1,13538,0.002377756801520367,0.0007406798406060352,0.006198929275852352,0.0047343723087647635,21.47058823529412,,0.2407202891794309,0.2407202891794309
Funxional Therapeutics,16631.0,United Kingdom,Europe,Pharmaceuticals / Drugs,2005.0,Alive / Active,1,13546,0.0026328565386202585,5.679960730236063e-05,0.0002817695125387433,0.0,215.0,,0.2415642015064764,0.2415642015064764
NT Pharma,44869.0,China,Asia,Pharmaceuticals / Drugs,2003.0,IPO / Went public,1,13550,0.000281776517675918,0.00030776784493250804,0.0014088475626937165,0.0014341428784764465,7.2,,0.20670249575963606,0.20670249575963606
Chronic Health Metrics,42796.0,United States,North America,Medical Facilities & Services,2008.0,Alive / Active,1,13554,,,,,,,,
PartsSource,16000.0,United States,North America,Medical Equipment & Supplies,2001.0,Alive / Active,1,13557,,,,,,,,
Biodesix,27859.0,United States,North America,Medical Devices & Equipment,2005.0,IPO / Went public,1,13565,,,,,,,,
Humedica,27751.0,United States,North America,Internet Software & Services,2008.0,Acquired,1,13569,,,,,,,,
CereHealth,73753.0,United States,North America,Medical Devices & Equipment,2008.0,Alive / Active,1,13575,,,,,,,,
TARIS Biomedical - LiRIS,24842.0,United States,North America,Drug Development,2008.0,Acquired,1,13597,8.718362667549483e-05,0.0003865601616969879,0.0019723865877712033,0.0019086151902039511,4.75,,0.1914734196544763,0.1914734196544763
Tetraphase Pharmaceuticals,9264.0,United States,North America,Pharmaceuticals / Drugs,2006.0,Acquired,1,13598,,,,,,,,
BioStable Science & Engineering,13251.0,United States,North America,Medical Devices & Equipment,2008.0,Alive / Active,1,13601,2.2515928987939753e-06,0.00010046923835545629,0.0002817695125387433,0.0,15.0,,0.15952124782250984,0.15952124782250984
Lucina Health,14013.0,United States,North America,Internet Software & Services,2008.0,Acquired,1,13603,0.0018685796173333648,0.0003802931095569068,0.0022541561003099463,0.0033563040848702186,19.0,,0.227671779130144,0.227671779130144
Certify Data Systems,23611.0,United States,North America,Healthcare Software,2001.0,Acquired,1,13605,0.0005543598086349169,0.0001190589498298729,0.0008453085376162299,0.0,20.666666666666668,,0.21270386973964225,0.21270386973964225
MedShape,27655.0,United States,North America,Medical Devices & Equipment,2005.0,Acquired,1,13607,,,,,,,,
Savara,23580.0,United States,North America,Drug Development,2007.0,IPO / Went public,1,13608,,,,,,,,
Proteostasis Therapeutics,11347.0,United States,North America,Drug Development,2007.0,IPO / Went public,1,13609,,,,,,,,
Neurona Therapeutics,225812.0,United States,North America,Biotechnology,2008.0,Alive / Active,1,13616,,,,,,,,
Cerca Insights,49678.0,Malaysia,Asia,Medical Facilities & Services,2008.0,Alive / Active,1,13617,,,,,,,,
Quanterix,8849.0,United States,North America,Medical Devices & Equipment,2007.0,IPO / Went public,1,13622,,,,,,,,
Surgimatix,41099.0,United States,North America,Medical Devices & Equipment,2007.0,Alive / Active,1,13630,,,,,,,,
Silk Road Medical,45667.0,United States,North America,Medical Devices & Equipment,2007.0,IPO / Went public,1,13632,0.05412054884847763,0.0020798888578160077,0.027331642716258098,0.02468073986746263,49.33333333333334,,0.3063160618406046,0.3063160618406046
Augmenix,25587.0,United States,North America,Medical Devices & Equipment,2007.0,Acquired,1,13644,0.04464527810253505,0.0006533592808246032,0.011552550014088477,0.0007766957810508126,71.78048780487805,,0.28921935141229177,0.28921935141229177
VAXIMM,52316.0,Switzerland,Europe,Biotechnology,2008.0,Alive / Active,1,13645,,,,,,,,
Gemini Biomedical,19356.0,United Kingdom,Europe,Internet Software & Services,2004.0,Dead / Inactive,1,13653,,,,,,,,
