,industry,index_x,target_founded,target_status,alive
55402,Internet Software & Services,25493.0,2008.0,Acquired,0
55405,Medical Devices & Equipment,18456.0,2004.0,Alive / Active,1
55406,Drug Discovery,5258.0,2000.0,Alive / Active,1
55450,Mobile Software & Services,59865.0,2007.0,Alive / Active,1
55451,Medical Devices & Equipment,51455.0,2004.0,Acquired,0
55470,Medical Devices & Equipment,27549.0,2004.0,Alive / Active,1
55493,Drug Delivery,25621.0,2007.0,Alive / Active,1
55518,Medical Devices & Equipment,18664.0,2003.0,Acquired,0
55553,Internet Software & Services,25509.0,2009.0,Alive / Active,1
55567,Drug Delivery,1799.0,2006.0,Acquired,0
55568,Biotechnology,47192.0,2007.0,Alive / Active,1
55573,Drug Development,246784.0,2009.0,IPO / Went public,0
55592,Medical Facilities & Services,235958.0,2008.0,Acquired,0
55617,Medical Devices & Equipment,27518.0,2007.0,Acquired,0
55629,Biotechnology,20122.0,2003.0,Acquired,0
55634,Medical Devices & Equipment,19619.0,2005.0,Acquired,0
55646,Biotechnology,49892.0,2006.0,IPO / Went public,0
55685,Medical Equipment & Supplies,27503.0,2009.0,Acquired,0
55700,Medical Facilities & Services,232500.0,2005.0,Alive / Active,1
55723,Medical Devices & Equipment,51420.0,2001.0,Acquired,0
55759,Medical Devices & Equipment,46756.0,2006.0,Alive / Active,1
55769,Medical Devices & Equipment,25666.0,2008.0,Alive / Active,1
55772,Biotechnology,17922.0,2004.0,Acquired,0
55806,Healthcare Software,25625.0,2002.0,Alive / Active,1
55862,Internet Software & Services,268390.0,2007.0,Acquired,0
55879,Drug Discovery,27529.0,2009.0,Alive / Active,1
55897,Dental Products & Services,14101.0,2007.0,Alive / Active,1
55941,Pharmaceuticals / Drugs,50001.0,2007.0,Alive / Active,1
55962,Drug Discovery,632716.0,2004.0,Acquired,0
55963,Biotechnology,93829.0,2009.0,Acquired,0
55983,Biotechnology,366989.0,2006.0,Alive / Active,1
56026,Drug Development,20319.0,2005.0,Alive / Active,1
56033,Medical Devices & Equipment,27864.0,2006.0,Acquired,0
56036,Medical Devices & Equipment,35785.0,2009.0,Alive / Active,1
56045,Pharmaceuticals / Drugs,18668.0,2005.0,Alive / Active,1
56088,Medical Devices & Equipment,58026.0,2007.0,Alive / Active,1
56089,Pharmaceuticals / Drugs,16126.0,2005.0,Alive / Active,1
56102,Biotechnology,1681.0,2000.0,Acquired,0
56153,Biotechnology,49921.0,2006.0,IPO / Went public,0
56169,Medical Devices & Equipment,18228.0,2001.0,Acquired,0
56177,Medical Devices & Equipment,12893.0,2006.0,Alive / Active,1
56203,Medical Devices & Equipment,20021.0,2002.0,Acquired,0
56217,Biotechnology,17862.0,2002.0,Alive / Active,1
56240,Medical Devices & Equipment,50028.0,2007.0,Alive / Active,1
56283,Medical Information,59521.0,2001.0,Acquired,0
56289,Biotechnology,27718.0,2005.0,Acquired,0
56364,Medical Devices & Equipment,549756.0,2005.0,Alive / Active,1
56375,Medical Devices & Equipment,92124.0,2008.0,Alive / Active,1
56397,Biotechnology,424554.0,2007.0,Alive / Active,1
56432,Biotechnology,17967.0,2007.0,Alive / Active,1
56443,Medical Devices & Equipment,27853.0,2007.0,Dead / Inactive,0
56517,Biotechnology,28387.0,2007.0,IPO / Went public,0
56521,Biotechnology,53600.0,2006.0,Alive / Active,1
56547,Medical Equipment & Supplies,47441.0,2008.0,Alive / Active,1
56548,Internet Software & Services,28402.0,2007.0,Acquired,0
56568,Medical Devices & Equipment,28460.0,2006.0,Acquired,0
56570,Medical Devices & Equipment,18934.0,2003.0,Dead / Inactive,0
56581,Drug Delivery,46679.0,2008.0,IPO / Went public,0
56587,Biotechnology,241255.0,2009.0,IPO / Went public,0
56588,Drug Development,18655.0,2004.0,IPO / Went public,0
56590,Medical Devices & Equipment,24467.0,2008.0,Dead / Inactive,0
56641,Medical Devices & Equipment,28407.0,2009.0,Acquired,0
56720,Drug Discovery,22731.0,2007.0,Alive / Active,1
56729,Biotechnology,28484.0,2007.0,IPO / Went public,0
56770,Drug Development,15183.0,2006.0,IPO / Went public,0
56778,Drug Delivery,93416.0,2000.0,Alive / Active,1
56812,Medical Devices & Equipment,6995.0,2001.0,IPO / Went public,0
56825,Biotechnology,28604.0,2001.0,IPO / Went public,0
56839,Medical Devices & Equipment,25026.0,2005.0,Dead / Inactive,0
56841,Biotechnology,17883.0,2007.0,Alive / Active,1
56904,Drug Manufacturing,28781.0,2007.0,Alive / Active,1
56926,Medical Devices & Equipment,28656.0,2000.0,Acquired,0
56955,Medical Devices & Equipment,28550.0,2009.0,Alive / Active,1
57063,Medical Devices & Equipment,54896.0,2008.0,Alive / Active,1
57080,Drug Development,28597.0,2006.0,Acquired,0
57113,Biotechnology,49179.0,2003.0,Alive / Active,1
57119,Medical Devices & Equipment,58046.0,2009.0,Dead / Inactive,0
57142,Biotechnology,28595.0,2009.0,Dead / Inactive,0
57183,Mobile Software & Services,23449.0,2006.0,Alive / Active,1
57186,Medical Devices & Equipment,53226.0,2007.0,Alive / Active,1
57215,Biotechnology,339599.0,2003.0,Alive / Active,1
57247,Drug Development,75576.0,2004.0,Alive / Active,1
57251,Medical Devices & Equipment,24654.0,2003.0,Alive / Active,1
57267,Medical Devices & Equipment,250487.0,2002.0,Alive / Active,1
57313,Medical Facilities & Services,259077.0,2007.0,IPO / Went public,0
57351,Medical Devices & Equipment,84392.0,2003.0,Acquired,0
57390,Drug Development,27880.0,2010.0,Alive / Active,1
57436,Drug Delivery,28643.0,2008.0,Acquired,0
57440,Healthcare Software,50192.0,2009.0,Acquired,0
57452,Medical Devices & Equipment,28688.0,2003.0,Alive / Active,1
57501,Internet Software & Services,51890.0,2004.0,Alive / Active,1
57530,Internet Software & Services,28740.0,2006.0,Acquired,0
57560,Pharmaceuticals / Drugs,16235.0,2004.0,Alive / Active,1
57582,Medical Devices & Equipment,61501.0,2006.0,Alive / Active,1
57594,Health & Wellness (non-internet/mobile)…,52739.0,2008.0,Alive / Active,1
57606,Drug Development,97243.0,2010.0,Alive / Active,1
57649,Drug Development,93732.0,2010.0,Alive / Active,1
57715,Internet Software & Services,188356.0,2000.0,Alive / Active,1
57719,Medical Devices & Equipment,28721.0,2009.0,Alive / Active,1
57741,Internet Software & Services,35714.0,2009.0,Acquired,0
57780,Healthcare Software,66887.0,2006.0,Alive / Active,1
57828,Medical Devices & Equipment,35775.0,2008.0,Acquired,0
57867,Medical Facilities & Services,49175.0,2008.0,Alive / Active,1
57874,Medical Devices & Equipment,90810.0,2007.0,Alive / Active,1
57883,Healthcare Software,35772.0,2002.0,Acquired,0
57975,Internet Software & Services,80907.0,2007.0,IPO / Went public,0
58059,Healthcare Software,52935.0,2004.0,Acquired,0
58074,Drug Development,500559.0,2010.0,Alive / Active,1
58092,Medical Devices & Equipment,576878.0,2006.0,Dead / Inactive,0
58119,Pharmaceuticals / Drugs,15639.0,2003.0,Acquired,0
58149,Medical Devices & Equipment,19684.0,2006.0,Alive / Active,1
58155,Biotechnology,514459.0,2004.0,Alive / Active,1
58176,Internet Software & Services,247549.0,2009.0,Acquired,0
58189,Drug Development,46709.0,2007.0,Alive / Active,1
58198,Disease Diagnosis,2430.0,2006.0,Acquired,0
58209,Medical Devices & Equipment,46645.0,2006.0,Dead / Inactive,0
58270,Drug Development,46765.0,2008.0,Acquired,0
58274,Drug Development,24448.0,2003.0,IPO / Went public,0
58309,Medical Facilities & Services,18288.0,2005.0,Alive / Active,1
58361,Medical Devices & Equipment,53626.0,2010.0,Alive / Active,1
58394,Biotechnology,75900.0,2009.0,Alive / Active,1
58415,Biotechnology,254068.0,2001.0,Alive / Active,1
58458,Healthcare Software,49584.0,2009.0,Alive / Active,1
58509,Medical Devices & Equipment,49629.0,2007.0,Alive / Active,1
58510,Disease Diagnosis,52150.0,2008.0,IPO / Went public,0
58511,Biotechnology,49561.0,2009.0,IPO / Went public,0
58542,Drug Delivery,49737.0,2005.0,Alive / Active,1
58587,Medical Devices & Equipment,49649.0,2004.0,Acquired,0
58594,Medical Devices & Equipment,13058.0,2003.0,Alive / Active,1
58640,Medical Devices & Equipment,47147.0,2000.0,Acquired,0
58707,Biotechnology,87969.0,2008.0,Alive / Active,1
58708,Healthcare Software,188035.0,2008.0,Alive / Active,1
58783,Medical Devices & Equipment,60581.0,2010.0,Alive / Active,1
58840,Medical Devices & Equipment,186064.0,2009.0,Alive / Active,1
58859,Medical Facilities & Services,90137.0,2009.0,Dead / Inactive,0
58875,Drug Development,306281.0,2009.0,Alive / Active,1
58876,Biotechnology,17900.0,2002.0,Alive / Active,1
58918,Biotechnology,76511.0,2010.0,Alive / Active,1
58929,Drug Discovery,49719.0,2007.0,Acquired,0
58935,Biotechnology,471087.0,2006.0,Alive / Active,1
58996,Biotechnology,51246.0,2006.0,Alive / Active,1
59026,Medical Devices & Equipment,327549.0,2001.0,Alive / Active,1
59093,Medical Devices & Equipment,54400.0,2002.0,Alive / Active,1
59100,Medical Devices & Equipment,49729.0,2007.0,Alive / Active,1
59120,Medical Devices & Equipment,86589.0,2009.0,Alive / Active,1
59152,Biotechnology,257158.0,2009.0,Alive / Active,1
59184,Disease Diagnosis,251267.0,2009.0,Alive / Active,1
59190,Pharmaceuticals / Drugs,5511.0,2003.0,IPO / Went public,0
59197,Medical Devices & Equipment,16827.0,2005.0,Acquired,0
59219,Mobile Software & Services,53056.0,2010.0,Alive / Active,1
59261,Medical Devices & Equipment,58598.0,2005.0,Alive / Active,1
59266,Pharmaceuticals / Drugs,16631.0,2005.0,Alive / Active,1
59271,Medical Devices & Equipment,50273.0,2009.0,Alive / Active,1
59293,Drug Development,291498.0,2009.0,Alive / Active,1
59294,Medical Devices & Equipment,291466.0,2006.0,Alive / Active,1
59310,Disease Diagnosis,53568.0,2009.0,Alive / Active,1
59367,Disease Diagnosis,7227.0,2005.0,Alive / Active,1
59466,Internet Software & Services,49889.0,2004.0,Alive / Active,1
59482,Internet Software & Services,33983.0,2001.0,Acquired,0
59636,Medical Devices & Equipment,50131.0,2010.0,Alive / Active,1
59660,Medical Facilities & Services,505509.0,2006.0,Merged,0
59690,Drug Development,559679.0,2002.0,IPO / Went public,0
59729,Internet Software & Services,49986.0,2008.0,Acquired,0
59811,Medical Devices & Equipment,58408.0,2004.0,Alive / Active,1
59829,Drug Delivery,96434.0,2009.0,Alive / Active,1
59857,Drug Delivery,50063.0,2003.0,IPO / Went public,0
59882,Drug Development,18008.0,2007.0,IPO / Went public,0
59941,Medical Devices & Equipment,186396.0,2010.0,Alive / Active,1
59949,Medical Devices & Equipment,1238.0,2004.0,Alive / Active,1
59982,Drug Delivery,49679.0,2008.0,Alive / Active,1
59986,Medical Devices & Equipment,50083.0,2010.0,IPO / Went public,0
60013,Medical Facilities & Services,28860.0,2004.0,Alive / Active,1
60074,Biotechnology,17936.0,2006.0,Acquired,0
60088,Biotechnology,50029.0,2009.0,Alive / Active,1
60090,Biotechnology,6471.0,2004.0,Alive / Active,1
60123,Disease Diagnosis,50099.0,2008.0,Alive / Active,1
60197,Biotechnology,22583.0,2005.0,Alive / Active,1
60213,Pharmaceuticals / Drugs,81219.0,2010.0,IPO / Went public,0
60224,Drug Development,50383.0,2009.0,IPO / Went public,0
60276,Drug Delivery,18272.0,2005.0,Alive / Active,1
60277,Biotechnology,50203.0,2004.0,Alive / Active,1
60320,Internet Software & Services,51330.0,2005.0,Alive / Active,1
60324,Medical Facilities & Services,103599.0,2009.0,Acquired,0
60335,Healthcare Software,50219.0,2008.0,Acquired,0
60357,Internet Software & Services,50095.0,2010.0,Acquired,0
60384,Medical Devices & Equipment,50379.0,2010.0,Acquired,0
60386,Medical Devices & Equipment,16451.0,2005.0,Alive / Active,1
60430,Medical Devices & Equipment,15450.0,2004.0,Alive / Active,1
60474,Drug Development,50321.0,2009.0,IPO / Went public,0
60518,Biotechnology,27323.0,2000.0,Acquired,0
60519,Medical Devices & Equipment,401538.0,2007.0,Acquired,0
60548,Drug Discovery,91098.0,2009.0,Alive / Active,1
60555,Medical Devices & Equipment,114896.0,2007.0,Alive / Active,1
60556,Biotechnology,346139.0,2003.0,Alive / Active,1
60576,Drug Development,18283.0,2006.0,Dead / Inactive,0
60633,Internet Software & Services,50440.0,2009.0,Acquired,0
60663,Healthcare Software,50465.0,2006.0,Merged,0
60673,Internet Software & Services,50560.0,2007.0,Acquired,0
60677,Internet Software & Services,93830.0,2009.0,Alive / Active,1
60701,Mobile Software & Services,52401.0,2009.0,Alive / Active,1
60725,Medical Devices & Equipment,20278.0,2006.0,IPO / Went public,0
60787,Mobile Software & Services,50478.0,2004.0,Alive / Active,1
60809,Medical Devices & Equipment,50500.0,2008.0,IPO / Went public,0
60815,Medical Devices & Equipment,50544.0,2009.0,Alive / Active,1
60823,Internet Software & Services,50526.0,2009.0,Alive / Active,1
60841,Internet Software & Services,88857.0,2000.0,IPO / Went public,0
60845,Pharmaceuticals / Drugs,473101.0,2000.0,IPO / Went public,0
60903,Medical Devices & Equipment,54505.0,2003.0,Acquired,0
60920,Biotechnology,18006.0,2002.0,Alive / Active,1
60992,Medical Facilities & Services,83390.0,2010.0,IPO / Went public,0
61029,Disease Diagnosis,339305.0,2000.0,IPO / Went public,0
61073,Mobile Software & Services,50611.0,2008.0,Alive / Active,1
61078,Internet Software & Services,81245.0,2007.0,Dead / Inactive,0
61103,Internet Software & Services,97711.0,2006.0,Acquired,0
61118,Medical Facilities & Services,50618.0,2008.0,Alive / Active,1
61192,Medical Devices & Equipment,50857.0,2009.0,Alive / Active,1
61236,Medical Devices & Equipment,19235.0,2007.0,Alive / Active,1
61243,Medical Devices & Equipment,511368.0,2006.0,Assets Purchased,0
61255,Healthcare Plans,31670.0,2001.0,Merged,0
61301,Medical Devices & Equipment,54316.0,2010.0,Acquired,0
61328,Drug Discovery,85003.0,2010.0,Alive / Active,1
61361,Medical Devices & Equipment,75654.0,2010.0,Alive / Active,1
61362,Biotechnology,407741.0,2008.0,Alive / Active,1
61409,Medical Devices & Equipment,61262.0,2007.0,Alive / Active,1
61446,Drug Development,51115.0,2000.0,Alive / Active,1
61473,Internet Software & Services,51135.0,2000.0,Acquired,0
61505,Medical Facilities & Services,88080.0,2002.0,Alive / Active,1
61541,Medical Devices & Equipment,517412.0,2006.0,Alive / Active,1
61556,Internet Software & Services,51201.0,2009.0,IPO / Went public,0
61579,Drug Development,53752.0,2010.0,Alive / Active,1
61634,Biotechnology,423175.0,2000.0,Alive / Active,1
61655,Biotechnology,224727.0,2009.0,Alive / Active,1
61676,Medical Facilities & Services,251098.0,2010.0,Alive / Active,1
61701,Healthcare Software,283382.0,2010.0,Acquired,0
61706,Medical Devices & Equipment,17988.0,2007.0,Alive / Active,1
61717,Medical Equipment & Supplies,51300.0,2003.0,Acquired,0
61744,Medical Equipment & Supplies,232974.0,2009.0,Alive / Active,1
61747,Medical Facilities & Services,19809.0,2004.0,Dead / Inactive,0
61748,Medical Facilities & Services,26032.0,2002.0,Merged,0
61769,Medical Devices & Equipment,60723.0,2001.0,Alive / Active,1
61776,Biotechnology,17948.0,2002.0,Alive / Active,1
61791,Medical Devices & Equipment,24714.0,2000.0,Alive / Active,1
61799,Biotechnology,276755.0,2004.0,Alive / Active,1
61800,Medical Devices & Equipment,283511.0,2007.0,Alive / Active,1
61803,Pharmaceuticals / Drugs,51338.0,2009.0,IPO / Went public,0
61815,Medical Devices & Equipment,51398.0,2009.0,Alive / Active,1
61816,Medical Devices & Equipment,52052.0,2004.0,Dead / Inactive,0
61840,Medical Devices & Equipment,51365.0,2010.0,Alive / Active,1
61847,Internet Software & Services,86257.0,2006.0,Alive / Active,1
61870,Disease Diagnosis,49716.0,2010.0,Acquired,0
61871,Mobile Software & Services,74233.0,2010.0,Alive / Active,1
61904,Biotechnology,24449.0,2006.0,Alive / Active,1
61916,Pharmaceuticals / Drugs,51393.0,2010.0,IPO / Went public,0
61945,Medical Devices & Equipment,51399.0,2007.0,Acquired,0
61958,Medical Devices & Equipment,19361.0,2006.0,Dead / Inactive,0
61964,Medical Facilities & Services,51414.0,2008.0,Alive / Active,1
61986,Drug Development,51418.0,2010.0,IPO / Went public,0
62038,Medical Devices & Equipment,19919.0,2002.0,Alive / Active,1
62048,Medical Devices & Equipment,59118.0,2006.0,Alive / Active,1
62051,Pharmaceuticals / Drugs,13530.0,2005.0,Acquired,0
62145,Medical Devices & Equipment,56836.0,2009.0,Alive / Active,1
62154,Drug Development,339785.0,2002.0,IPO / Went public,0
62169,Biotechnology,253807.0,2010.0,Alive / Active,1
62170,Medical Devices & Equipment,395499.0,2008.0,Alive / Active,1
62176,Drug Development,51614.0,2002.0,Acquired,0
62193,Medical Equipment & Supplies,51679.0,2009.0,Acquired,0
62204,Medical Devices & Equipment,54827.0,2008.0,Alive / Active,1
62213,Drug Development,52291.0,2007.0,Alive / Active,1
62214,Pharmaceuticals / Drugs,51657.0,2010.0,Acquired,0
62244,Medical Devices & Equipment,51750.0,2008.0,Alive / Active,1
62333,Healthcare Software,51874.0,2008.0,Alive / Active,1
62336,Internet Software & Services,51884.0,2010.0,Alive / Active,1
62362,Medical Devices & Equipment,51913.0,2007.0,Alive / Active,1
62439,Biotechnology,51978.0,2005.0,IPO / Went public,0
62445,Medical Facilities & Services,29492.0,2003.0,Alive / Active,1
62484,Medical Devices & Equipment,51971.0,2006.0,Acquired,0
62491,Biotechnology,51089.0,2010.0,Alive / Active,1
62528,Medical Devices & Equipment,74464.0,2009.0,Alive / Active,1
62533,Medical Devices & Equipment,52046.0,2008.0,Alive / Active,1
62646,Medical Devices & Equipment,84016.0,2006.0,Alive / Active,1
62661,Drug Delivery,411893.0,2006.0,IPO / Went public,0
62758,Drug Development,280926.0,2010.0,Alive / Active,1
62759,Biotechnology,52159.0,2005.0,Alive / Active,1
62783,Biotechnology,52250.0,2010.0,Alive / Active,1
62804,Drug Development,52265.0,2010.0,Acquired,0
62898,Biotechnology,52307.0,2001.0,Alive / Active,1
62910,Pharmaceuticals / Drugs,52319.0,2008.0,Alive / Active,1
62933,Mobile Software & Services,52327.0,2009.0,Alive / Active,1
62939,Healthcare Software,52334.0,2006.0,Alive / Active,1
62953,Medical Devices & Equipment,18177.0,2005.0,Acquired,0
62962,Internet Software & Services,76587.0,2007.0,IPO / Went public,0
62968,Internet Software & Services,93308.0,2010.0,Alive / Active,1
62984,Drug Development,52381.0,2005.0,Alive / Active,1
62985,Healthcare Software,52382.0,2005.0,Alive / Active,1
63022,Medical Facilities & Services,52409.0,2006.0,Alive / Active,1
63024,Healthcare Software,52414.0,2010.0,Alive / Active,1
63030,Medical Devices & Equipment,81336.0,2009.0,Alive / Active,1
63081,Medical Devices & Equipment,52517.0,2009.0,Acquired,0
63121,Mobile Software & Services,58580.0,2009.0,Alive / Active,1
63122,Internet Software & Services,61447.0,2010.0,Acquired,0
63158,Medical Devices & Equipment,52594.0,2005.0,Alive / Active,1
63226,Medical Devices & Equipment,52643.0,2010.0,Alive / Active,1
63234,Internet Software & Services,52648.0,2010.0,Acquired,0
63256,Drug Delivery,21805.0,2002.0,IPO / Went public,0
63263,Dental Products & Services,52664.0,2006.0,Alive / Active,1
63313,Medical Devices & Equipment,54226.0,2009.0,Alive / Active,1
63339,Medical Devices & Equipment,52889.0,2010.0,Alive / Active,1
63354,Health & Wellness (non-internet/mobile)…,52788.0,2001.0,Alive / Active,1
63355,Biotechnology,53017.0,2009.0,Alive / Active,1
63361,Healthcare Software,52833.0,2007.0,Acquired,0
63362,Medical Devices & Equipment,20463.0,2004.0,Alive / Active,1
63372,Internet Software & Services,52841.0,2004.0,Alive / Active,1
63447,Drug Development,92556.0,2009.0,IPO / Went public,0
63452,Drug Development,297459.0,2009.0,Alive / Active,1
63486,Drug Discovery,52906.0,2010.0,Alive / Active,1
63534,Medical Devices & Equipment,52667.0,2003.0,Acquired,0
63546,Drug Discovery,52986.0,2008.0,Acquired,0
63572,Dental Products & Services,241282.0,2008.0,Alive / Active,1
63586,Drug Development,52985.0,2010.0,IPO / Went public,0
63597,Healthcare Software,52543.0,2009.0,Alive / Active,1
63603,Medical Devices & Equipment,53006.0,2001.0,Acquired,0
63632,Biotechnology,52748.0,2010.0,IPO / Went public,0
63652,Drug Manufacturing,53098.0,2010.0,Alive / Active,1
63655,Medical Devices & Equipment,47735.0,2009.0,Alive / Active,1
63668,Medical Devices & Equipment,85350.0,2005.0,Alive / Active,1
63671,Pharmaceuticals / Drugs,24445.0,2004.0,Alive / Active,1
63675,Medical Devices & Equipment,53068.0,2003.0,Alive / Active,1
63676,Biotechnology,53070.0,2008.0,IPO / Went public,0
63677,Medical Facilities & Services,53078.0,2006.0,Alive / Active,1
63695,Drug Development,53112.0,2009.0,Alive / Active,1
63704,Medical Devices & Equipment,53158.0,2009.0,Acquired,0
63715,Medical Facilities & Services,30611.0,2003.0,Dead / Inactive,0
63728,Drug Development,51116.0,2010.0,IPO / Went public,0
63851,Medical Devices & Equipment,84048.0,2010.0,Alive / Active,1
63860,Pharmaceuticals / Drugs,9423.0,2003.0,Acquired,0
63936,Drug Development,53316.0,2008.0,Alive / Active,1
63954,Drug Discovery,3614.0,2001.0,IPO / Went public,0
63980,Drug Discovery,84111.0,2009.0,Alive / Active,1
64011,Biotechnology,92212.0,2010.0,Alive / Active,1
64030,Biotechnology,308119.0,2008.0,Alive / Active,1
64046,Medical Devices & Equipment,53813.0,2010.0,Acquired,0
64067,Drug Delivery,97077.0,2008.0,Alive / Active,1
64108,Drug Development,18053.0,2005.0,IPO / Went public,0
64115,Medical Devices & Equipment,18264.0,2002.0,IPO / Went public,0
64120,Medical Devices & Equipment,53902.0,2004.0,Acquired,0
64157,Internet Software & Services,71463.0,2010.0,Acquired,0
64172,Internet Software & Services,58725.0,2010.0,Dead / Inactive,0
64241,Medical Devices & Equipment,54053.0,2007.0,Alive / Active,1
64268,Medical Facilities & Services,39712.0,2005.0,Alive / Active,1
64447,Internet Software & Services,116835.0,2010.0,Alive / Active,1
64490,Internet Software & Services,54229.0,2007.0,Alive / Active,1
64535,Medical Devices & Equipment,283274.0,2009.0,Alive / Active,1
64544,Biotechnology,97879.0,2008.0,IPO / Went public,0
64579,Drug Development,54287.0,2008.0,Alive / Active,1
64587,Biotechnology,92240.0,2010.0,Acquired,0
64700,Medical Devices & Equipment,54380.0,2008.0,Alive / Active,1
64795,Medical Devices & Equipment,54436.0,2009.0,IPO / Went public,0
64840,Medical Devices & Equipment,11282.0,2008.0,Alive / Active,1
64850,Internet Software & Services,74876.0,2009.0,Alive / Active,1
64858,Healthcare Software,54500.0,2007.0,Alive / Active,1
64932,Medical Devices & Equipment,26361.0,2006.0,Acquired,0
64936,Medical Facilities & Services,54576.0,2004.0,Alive / Active,1
64939,Medical Facilities & Services,54671.0,2003.0,Acquired,0
64952,Medical Equipment & Supplies,480620.0,2008.0,Alive / Active,1
65005,Biotechnology,226407.0,2010.0,Alive / Active,1
65024,Alternative Medicine,54662.0,2010.0,Alive / Active,1
65068,Drug Development,313050.0,2009.0,IPO / Went public,0
65077,Medical Devices & Equipment,54702.0,2009.0,Alive / Active,1
65111,Medical Facilities & Services,54739.0,2008.0,Alive / Active,1
65113,Medical Facilities & Services,54743.0,2004.0,Alive / Active,1
65150,Elective & Aesthetic Medicine,56338.0,2006.0,Alive / Active,1
65151,Disease Diagnosis,412353.0,2009.0,Dead / Inactive,0
65244,Medical Facilities & Services,16559.0,2004.0,Alive / Active,1
65246,Drug Development,19969.0,2003.0,IPO / Went public,0
65258,Internet Software & Services,76135.0,2005.0,Acquired,0
65287,Medical Devices & Equipment,89312.0,2010.0,Acquired,0
65306,Biotechnology,55385.0,2008.0,Alive / Active,1
65317,Medical Devices & Equipment,55393.0,2007.0,Alive / Active,1
65320,Medical Devices & Equipment,58455.0,2009.0,Dead / Inactive,0
65345,Pharmaceuticals / Drugs,5542.0,2000.0,Acquired,0
65348,Internet Software & Services,62167.0,2006.0,Dead / Inactive,0
65392,Healthcare Software,56182.0,2010.0,Alive / Active,1
65424,Mobile Software & Services,56200.0,2005.0,Assets Purchased,0
65430,Internet Software & Services,83980.0,2007.0,Acquired,0
65453,Disease Diagnosis,18950.0,2004.0,Alive / Active,1
65484,Disease Diagnosis,58128.0,2003.0,IPO / Went public,0
65502,Medical Devices & Equipment,56673.0,2006.0,Alive / Active,1
65538,Medical Devices & Equipment,20171.0,2007.0,Alive / Active,1
65564,Medical Devices & Equipment,543881.0,2005.0,Alive / Active,1
65568,Medical Devices & Equipment,549656.0,2010.0,Alive / Active,1
65585,Drug Manufacturing,84401.0,2008.0,Acquired,0
65588,Medical Devices & Equipment,283398.0,2010.0,Alive / Active,1
65598,Healthcare Software,58367.0,2010.0,Alive / Active,1
65643,Medical Devices & Equipment,58435.0,2008.0,Alive / Active,1
65698,Medical Equipment & Supplies,81435.0,2009.0,Alive / Active,1
65724,Internet Software & Services,58501.0,2008.0,Alive / Active,1
65739,Healthcare Software,58529.0,2007.0,Alive / Active,1
65838,Disease Diagnosis,58639.0,2009.0,Acquired,0
65867,Biotechnology,9603.0,2001.0,Acquired,0
65878,Internet Software & Services,333313.0,2007.0,Alive / Active,1
65899,Drug Delivery,86626.0,2010.0,Alive / Active,1
65904,Biotechnology,59019.0,2009.0,Alive / Active,1
65925,Medical Facilities & Services,61246.0,2005.0,Acquired,0
66104,Biotechnology,59285.0,2006.0,Alive / Active,1
66145,Mobile Software & Services,17440.0,2008.0,Acquired,0
66171,Medical Facilities & Services,59347.0,2002.0,Alive / Active,1
66238,Medical Devices & Equipment,59301.0,2010.0,Acquired,0
66313,Medical Devices & Equipment,91984.0,2004.0,Alive / Active,1
66324,Internet Software & Services,49912.0,2008.0,Alive / Active,1
66332,Medical Devices & Equipment,22185.0,2009.0,Alive / Active,1
66386,Mobile Software & Services,59594.0,2009.0,Alive / Active,1
66395,Drug Discovery,59596.0,2004.0,IPO / Went public,0
66417,Medical Devices & Equipment,59639.0,2008.0,Alive / Active,1
66468,Healthcare Software,515173.0,2004.0,Alive / Active,1
66501,Healthcare Software,614199.0,2006.0,IPO / Went public,0
66513,Internet Software & Services,99056.0,2010.0,Alive / Active,1
66524,Healthcare Software,59776.0,2008.0,Alive / Active,1
66525,Biotechnology,80224.0,2010.0,Alive / Active,1
66531,Mobile Software & Services,152249.0,2010.0,Alive / Active,1
66535,Medical Devices & Equipment,59783.0,2009.0,Alive / Active,1
66551,Biotechnology,51667.0,2009.0,Acquired,0
66597,Drug Development,18001.0,2005.0,Alive / Active,1
66687,Internet Software & Services,59982.0,2010.0,Alive / Active,1
66692,Drug Development,83053.0,2000.0,Alive / Active,1
66694,Medical Devices & Equipment,259728.0,2005.0,Alive / Active,1
66741,Healthcare Software,83355.0,2010.0,Acquired,0
66880,Disease Diagnosis,60176.0,2010.0,Alive / Active,1
66928,Medical Facilities & Services,529738.0,2006.0,Alive / Active,1
66962,Drug Development,60311.0,2008.0,IPO / Went public,0
67056,Drug Development,22817.0,2007.0,Alive / Active,1
67069,Medical Devices & Equipment,60453.0,2006.0,Acquired,0
67089,Medical Devices & Equipment,60477.0,2010.0,Alive / Active,1
67096,Medical Facilities & Services,349941.0,2001.0,Alive / Active,1
67123,Medical Facilities & Services,27341.0,2004.0,Alive / Active,1
67145,Medical Devices & Equipment,19818.0,2004.0,Alive / Active,1
67155,Drug Discovery,220821.0,2008.0,Alive / Active,1
67189,Internet Software & Services,73647.0,2002.0,Dead / Inactive,0
67192,Biotechnology,60640.0,2010.0,Alive / Active,1
67237,Medical Devices & Equipment,79366.0,2010.0,Alive / Active,1
67281,Biotechnology,89696.0,2007.0,Alive / Active,1
67318,Mobile Software & Services,60825.0,2010.0,Alive / Active,1
67345,Medical Facilities & Services,76141.0,2010.0,Acquired,0
