node,index,country,continent,industry,bipartite,id,eigen_max,eigen_min,pages_max,pages_min,degcen_max,degcen_min,bet_max,bet_min,avg_max,avg_min,newman_max,newman_min,vote_min,vote_max,sub_max,sub_min,clo_max,clo_min,num
nanoTherics,17988.0,United Kingdom,Europe,Medical Devices & Equipment,1,13433,0.0023509029999999997,0.0023509029999999997,0.00017224099999999998,0.00017224099999999998,0.002174588,0.002174588,0.0,0.0,40.42857143,40.42857143,0.0,0.0,,,1.39e+22,1.39e+22,0.257984901,0.257984901,1
American Pathology Partners,24450.0,United States,North America,Medical Facilities & Services,1,13434,,,,,,,,,,,,,,,,,,,2
Astute Medical,14223.0,United States,North America,Disease Diagnosis,1,13435,4.28e-06,7.42e-08,0.00028722299999999997,0.000127245,0.00091659,0.00030553,0.000525713,0.0,3.0,3.0,0.000525713,0.0,880.0,880.0,260205000000000.0,77553115027.0,0.16875459,0.141090709,2
Fate Therapeutics,12540.0,United States,North America,Biotechnology,1,13438,,,,,,,,,,,,,,,,,,,1
Miracor Medical Systems,27385.0,Belgium,Europe,Medical Devices & Equipment,1,13439,0.031501429,0.007924937,0.000834051,0.0005353140000000001,0.014600808,0.007455732,0.0063084859999999994,0.0016066079999999998,68.31914894,68.31914894,0.006078541999999999,0.001694094,147.0,300.0,2.49e+24,1.58e+23,0.318431642,0.277203052,3
Electrochemical Oxygen Concepts,57368.0,United States,North America,Medical Devices & Equipment,1,13440,,,,,,,,,,,,,,,,,,,1
Apoptos,5755.0,United States,North America,Pharmaceuticals / Drugs,1,13441,,,,,,,,,,,,,,,,,,,1
Freedom Innovations,9407.0,United States,North America,Medical Devices & Equipment,1,13442,0.000786573,1.1900000000000001e-05,0.00031565900000000004,7.670000000000001e-05,0.002379286,0.00041987400000000004,0.001653161,0.0,17.29411765,17.29411765,0.0017169020000000002,0.0,366.0,3396.0,3.72e+24,8.57e+20,0.214063769,0.17074725100000002,4
Syndexa Pharmaceuticals,18043.0,United States,North America,Drug Development,1,13443,1.63e-14,1.63e-14,0.000277178,0.000277178,0.0008453089999999999,0.0008453089999999999,0.0,0.0,3.333333333,3.333333333,0.0,0.0,987.0,987.0,5.430903974,5.430903974,0.000922155,0.000922155,2
Confluent Medical Technologies,54237.0,United States,North America,Medical Devices & Equipment,1,13450,,,,,,,,,,,,,,,,,,,1
Keosys,520884.0,France,Europe,Medical Devices & Equipment,1,13455,0.0009254560000000001,1.47e-05,0.00165523,8.82e-05,0.010562286,0.000310655,0.008218808000000001,0.0,34.0,34.0,0.00850885,0.0,75.0,75.0,2.15e+21,5.41e+17,0.23835145600000002,0.18818321899999998,2
Biomimedica,14237.0,United States,North America,Medical Devices & Equipment,1,13464,0.144356416,0.021302491,0.0029852309999999996,0.000455253,0.050718512,0.008171316,0.03257013,0.000196842,74.44827586,74.44827586,0.030772667000000004,0.000207772,6.0,1879.0,2.09e+22,4.55e+20,0.33620843799999994,0.274668022,4
ProThera Biologics,40340.0,United States,North America,Biotechnology,1,13465,0.000362206,1.11e-05,0.000518327,0.000147272,0.0042875990000000004,0.0009894460000000002,0.002542257,0.0,11.38461538,11.38461538,0.0026177220000000003,0.0,270.0,1014.0,1.96e+25,1.85e+22,0.24515879699999998,0.198634278,4
Applied StemCell,87969.0,United States,North America,Biotechnology,1,13466,,,,,,,,,,,,,,,,,,,1
Creabilis Therapeutics,6343.0,United Kingdom,Europe,Drug Development,1,13468,,,,,,,,,,,,,,,,,,,1
NanoMR,11240.0,United States,North America,Medical Devices & Equipment,1,13469,4.3e-30,4.3e-30,0.000329707,0.000329707,0.000659631,0.000659631,0.0,0.0,2.0,2.0,0.0,0.0,1388.0,1388.0,2.70827166,2.70827166,0.000659631,0.000659631,1
Ren Pharmaceuticals,6040.0,United States,North America,Pharmaceuticals / Drugs,1,13474,,,,,,,,,,,,,,,,,,,1
Arbovax,13990.0,United States,North America,Drug Development,1,13476,1.32e-52,1.32e-52,0.0015948960000000002,0.0015948960000000002,0.001597444,0.001597444,0.0,0.0,1.0,1.0,0.0,0.0,,,1.543080635,1.543080635,0.001597444,0.001597444,1
Svelte Medical Systems,24523.0,United States,North America,Medical Devices & Equipment,1,13480,,,,,,,,,,,,,,,,,,,1
Core Essence Orthopaedics,14263.0,United States,North America,Medical Devices & Equipment,1,13492,0.008364841,0.000641131,0.001041758,9.559999999999999e-05,0.014088476,0.0008453089999999999,0.008843728,1.1599999999999999e-05,45.4,45.4,0.008623624,1.3699999999999998e-05,39.0,951.0,7.02e+19,4.12e+17,0.26310305300000003,0.21889487300000002,3
Tandem Diabetes Care,21365.0,United States,North America,Medical Devices & Equipment,1,13494,0.101794513,0.004491529,0.002868033,0.00041899900000000003,0.04395604400000001,0.003099465,0.026177588999999998,0.004807363,43.96794872,43.96794872,0.025125619,0.00473872,8.0,476.0,1.04e+22,2.02e+19,0.324442426,0.24570822899999997,2
NellOne Therapeutics,25956.0,United States,North America,Pharmaceuticals / Drugs,1,13495,5.19e-18,5.19e-18,0.00028169,0.00028169,0.00028177,0.00028177,0.0,0.0,1.0,1.0,0.0,0.0,1379.0,1379.0,1.543080635,1.543080635,0.00028177,0.00028177,2
Immune Design,10366.0,United States,North America,Biotechnology,1,13502,,,,,,,,,,,,,,,,,,,1
Medasense,243035.0,Israel,Asia,Medical Devices & Equipment,1,13523,0.0017040929999999998,3.34e-05,0.000214726,7.63e-05,0.0017224410000000001,0.000492126,0.0009866410000000001,0.0,27.66666667,27.66666667,0.0009699139999999999,0.0,686.0,4096.0,4.28e+26,1.65e+23,0.224643907,0.185180837,5
MyoScience,10391.0,United States,North America,Medical Devices & Equipment,1,13537,,,,,,,,,,,,,,,,,,,1
PathoLase,10927.0,United States,North America,,1,13538,0.0023777570000000003,9.779999999999999e-05,0.00074068,0.00016631,0.006198929000000001,0.001127078,0.004734372,2.84e-05,21.47058824,21.47058824,0.004816028,3.97e-05,115.0,1468.0,5.66e+18,9583820000000000.0,0.24072028899999998,0.19479436,7
Funxional Therapeutics,16631.0,United Kingdom,Europe,Pharmaceuticals / Drugs,1,13546,0.002632857,0.002632857,5.68e-05,5.68e-05,0.00028177,0.00028177,0.0,0.0,215.0,215.0,0.0,0.0,,,6.95e+18,6.95e+18,0.241564202,0.241564202,1
NT Pharma,44869.0,China,Asia,Pharmaceuticals / Drugs,1,13550,0.000281777,0.000281777,0.000307768,0.000307768,0.0014088479999999999,0.0014088479999999999,0.001434143,0.001434143,7.2,7.2,0.001435214,0.001435214,631.0,631.0,7.96e+16,7.96e+16,0.206702496,0.206702496,1
Chronic Health Metrics,42796.0,United States,North America,Medical Facilities & Services,1,13554,,,,,,,,,,,,,,,,,,,1
PartsSource,16000.0,United States,North America,Medical Equipment & Supplies,1,13557,,,,,,,,,,,,,,,,,,,1
Biodesix,27859.0,United States,North America,Medical Devices & Equipment,1,13565,,,,,,,,,,,,,,,,,,,1
Humedica,27751.0,United States,North America,Internet Software & Services,1,13569,0.034227348,0.0008116489999999999,0.001051897,0.000152339,0.014652015,0.0014088479999999999,0.007084178000000001,0.0,46.92307692,46.92307692,0.006722041999999999,0.0,80.0,1807.0,1.18e+21,6.61e+17,0.287005357,0.218332498,6
CereHealth,73753.0,United States,North America,Medical Devices & Equipment,1,13575,,,,,,,,,,,,,,,,,,,1
TARIS Biomedical - LiRIS,24842.0,United States,North America,Drug Development,1,13597,8.72e-05,1.67e-06,0.00038656,0.00024828299999999997,0.001972387,0.001127078,0.001908615,0.0,4.75,4.75,0.001908615,0.0,368.0,1743.0,7620520000000000.0,2789730000000.0,0.19147342,0.15622701,5
Tetraphase Pharmaceuticals,9264.0,United States,North America,Pharmaceuticals / Drugs,1,13598,,,,,,,,,,,,,,,,,,,1
BioStable Science & Engineering,13251.0,United States,North America,Medical Devices & Equipment,1,13601,2.25e-06,2.25e-06,0.00010046899999999999,0.00010046899999999999,0.00028177,0.00028177,0.0,0.0,15.0,15.0,0.0,0.0,,,5083270000000.0,5083270000000.0,0.159521248,0.159521248,1
Lucina Health,14013.0,United States,North America,Internet Software & Services,1,13603,0.00186858,8.640000000000001e-05,0.000380293,0.000312169,0.002254156,0.0014088479999999999,0.003356304,0.003023658,19.0,19.0,0.003373604,0.003134685,477.0,716.0,3.5e+18,7480930000000000.0,0.227671779,0.191028666,2
Certify Data Systems,23611.0,United States,North America,Healthcare Software,1,13605,1.4599999999999999e-05,1.97e-07,7.57e-05,5.01e-05,0.000246063,0.000123031,0.00021181900000000003,0.0,4.0,4.0,0.00021181900000000003,0.0,3083.0,3083.0,3.14e+22,5.73e+18,0.176214882,0.146276582,2
MedShape,27655.0,United States,North America,Medical Devices & Equipment,1,13607,,,,,,,,,,,,,,,,,,,1
Savara,23580.0,United States,North America,Drug Development,1,13608,,,,,,,,,,,,,,,,,,,1
Proteostasis Therapeutics,11347.0,United States,North America,Drug Development,1,13609,,,,,,,,,,,,,,,,,,,1
Neurona Therapeutics,225812.0,United States,North America,Biotechnology,1,13616,,,,,,,,,,,,,,,,,,,1
Cerca Insights,49678.0,Malaysia,Asia,Medical Facilities & Services,1,13617,,,,,,,,,,,,,,,,,,,1
Quanterix,8849.0,United States,North America,Medical Devices & Equipment,1,13622,,,,,,,,,,,,,,,,,,,1
Surgimatix,41099.0,United States,North America,Medical Devices & Equipment,1,13630,,,,,,,,,,,,,,,,,,,1
Silk Road Medical,45667.0,United States,North America,Medical Devices & Equipment,1,13632,0.054120549000000004,0.001465465,0.002079889,0.000133861,0.027331643,0.001127078,0.02468074,0.0,49.33333333,49.33333333,0.024835553,0.0,18.0,1707.0,2.94e+21,2.15e+18,0.306316062,0.227753134,5
Augmenix,25587.0,United States,North America,Medical Devices & Equipment,1,13644,0.044645278,0.044645278,0.0006533590000000001,0.0006533590000000001,0.01155255,0.01155255,0.000776696,0.000776696,71.7804878,71.7804878,0.000811477,0.000811477,460.0,460.0,2e+21,2e+21,0.289219351,0.289219351,1
VAXIMM,52316.0,Switzerland,Europe,Biotechnology,1,13645,,,,,,,,,,,,,,,,,,,1
Gemini Biomedical,19356.0,United Kingdom,Europe,Internet Software & Services,1,13653,,,,,,,,,,,,,,,,,,,1
Spinifex,13133.0,Australia,Australia,Biotechnology,1,13657,0.0027212290000000004,0.0027212290000000004,0.000434966,0.000434966,0.003663004,0.003663004,0.001472721,0.001472721,24.84615385,24.84615385,0.001511663,0.001511663,552.0,552.0,7.43e+18,7.43e+18,0.240561293,0.240561293,1
Hygieia,99479.0,United States,North America,Medical Devices & Equipment,1,13671,,,,,,,,,,,,,,,,,,,1
Cervel Neurotech,44724.0,United States,North America,Medical Devices & Equipment,1,13672,0.064159707,0.064159707,0.0013341989999999999,0.0013341989999999999,0.021978022000000003,0.021978022000000003,0.004095939,0.004095939,53.67948718,53.67948718,0.004144931,0.004144931,81.0,81.0,4.13e+21,4.13e+21,0.299725909,0.299725909,1
Neuronascent,10876.0,United States,North America,Biotechnology,1,13675,,,,,,,,,,,,,,,,,,,1
Prosetta Biosciences,4845.0,United States,North America,Drug Development,1,13677,9.109999999999999e-05,1.25e-06,0.000248532,0.00017931599999999998,0.001319261,0.000659631,0.001204354,0.0,10.75,10.75,0.001204354,0.0,854.0,1370.0,1.24e+24,2.31e+20,0.22895545399999997,0.18308811100000003,3
Amplyx Pharmaceuticals,13452.0,United States,North America,Drug Development,1,13684,0.010911048000000001,0.000321079,0.00043146,8.499999999999999e-05,0.0064557780000000006,0.0006455780000000001,0.003363502,6.2e-06,65.6,65.6,0.003198835,6.61e-06,506.0,506.0,7.2e+25,6.24e+22,0.297314268,0.234997285,2
aFraxis,25311.0,United States,North America,Biotechnology,1,13686,5.19e-18,5.19e-18,0.00028169,0.00028169,0.00028177,0.00028177,0.0,0.0,1.0,1.0,0.0,0.0,1384.0,1384.0,1.543080635,1.543080635,0.00028177,0.00028177,2
Proventix Systems,56195.0,United States,North America,Healthcare Software,1,13692,2.64e-05,2.64e-05,0.001194107,0.001194107,0.0049704879999999995,0.0049704879999999995,0.005858116,0.005858116,4.25,4.25,0.005835314,0.005835314,158.0,158.0,1.76e+18,1.76e+18,0.193144709,0.193144709,1
Telormedix,24498.0,Switzerland,Europe,Biotechnology,1,13695,,,,,,,,,,,,,,,,,,,1
Pharma Dynamics,229677.0,South Africa,Africa,Pharmaceuticals / Drugs,1,13698,,,,,,,,,,,,,,,,,,,1
Novast Pharmaceuticals,25580.0,China,Asia,Pharmaceuticals / Drugs,1,13711,0.018177576,0.000298095,0.000638132,9e-05,0.007633588,0.00032483400000000003,0.004175669,0.000271908,45.0212766,45.0212766,0.004204906,0.000271908,156.0,2223.0,1.03e+23,2.77e+19,0.262592375,0.19991625600000001,2
Magnamed,262081.0,Brazil,South America,Medical Devices & Equipment,1,13717,3.2e-06,3.2e-06,0.00015529200000000002,0.00015529200000000002,0.00043554,0.00043554,0.0,0.0,3.0,3.0,0.0,0.0,,,12617500000000.0,12617500000000.0,0.159061247,0.159061247,1
Orthoscan,10915.0,United States,North America,Medical Devices & Equipment,1,13720,0.064159707,0.064159707,0.0013341989999999999,0.0013341989999999999,0.021978022000000003,0.021978022000000003,0.004095939,0.004095939,53.67948718,53.67948718,0.004144931,0.004144931,81.0,81.0,4.13e+21,4.13e+21,0.299725909,0.299725909,1
ChemGenex Pharmaceuticals,7234.0,United States,North America,Pharmaceuticals / Drugs,1,13722,0.000641761,4.28e-05,0.000356614,0.00016841599999999998,0.0033812340000000003,0.001127078,0.000262565,6.44e-06,16.66666667,16.66666667,0.00032529099999999996,2.3899999999999998e-05,749.0,1475.0,4.12e+17,1828210000000000.0,0.21543591199999998,0.182587451,4
NeoChord,24639.0,United States,North America,Medical Devices & Equipment,1,13723,0.000731876,0.000312373,0.000528711,0.00030233,0.00591716,0.002254156,0.001688745,0.000697983,19.125,19.125,0.0017211370000000002,0.0007625619999999999,246.0,550.0,5.37e+17,9.79e+16,0.219120635,0.213935435,3
Alnara Pharmaceuticals,24634.0,United States,North America,Pharmaceuticals / Drugs,1,13731,,,,,,,,,,,,,,,,,,,1
Cebix,11069.0,United States,North America,Biotechnology,1,13732,,,,,,,,,,,,,,,,,,,1
MindChild Medical,54397.0,United States,North America,Medical Devices & Equipment,1,13736,,,,,,,,,,,,,,,,,,,1
IntelliCyt,11232.0,United States,North America,Drug Discovery,1,13741,,,,,,,,,,,,,,,,,,,1
Arginetix,16815.0,United States,North America,Pharmaceuticals / Drugs,1,13759,,,,,,,,,,,,,,,,,,,1
SCIO Health Analytics,17019.0,United States,North America,Healthcare Software,1,13761,,,,,,,,,,,,,,,,,,,1
OrganOx,370473.0,United Kingdom,Europe,Medical Devices & Equipment,1,13781,,,,,,,,,,,,,,,,,,,1
Orbis Biosciences,267839.0,United States,North America,Drug Delivery,1,13787,0.020808792,0.020808792,0.00044205199999999996,0.00044205199999999996,0.00591716,0.00591716,0.00112566,0.00112566,63.85714286,63.85714286,0.001199846,0.001199846,394.0,394.0,4.34e+20,4.34e+20,0.268026554,0.268026554,1
Apeliotus Vision Science,42241.0,United States,North America,Medical Devices & Equipment,1,13792,,,,,,,,,,,,,,,,,,,1
Numerate,11045.0,United States,North America,Drug Discovery,1,13793,0.007178281999999999,0.000115725,0.00042112599999999997,3.5499999999999996e-05,0.004552165,0.000246063,0.0023317010000000003,0.0,45.88571429,45.88571429,0.002432934,0.0,171.0,434.0,7.59e+27,1.97e+24,0.261488044,0.203802304,3
GangaGen,7118.0,India,Asia,Biotechnology,1,13794,0.09851736300000001,0.0030306609999999996,0.0013392679999999998,9.23e-05,0.023744064,0.00099975,0.003639908,0.0,59.63157895,59.63157895,0.003431724,0.0,130.0,1317.0,6.83e+20,6.47e+17,0.30516416399999996,0.23206653,5
IF Technologies,41290.0,United States,North America,Internet Software & Services,1,13796,0.032537106,0.032537106,0.000519491,0.000519491,0.007498125,0.007498125,0.002158884,0.002158884,60.06666667,60.06666667,0.00209575,0.00209575,442.0,442.0,7.46e+19,7.46e+19,0.269721869,0.269721869,1
TransCorp,11282.0,United States,North America,Medical Devices & Equipment,1,13801,,,,,,,,,,,,,,,,,,,1
VesselTek Biomedical,298401.0,United States,North America,Medical Devices & Equipment,1,13803,0.00046931,0.00046931,0.000507655,0.000507655,0.003999,0.003999,0.001089888,0.001089888,10.625,10.625,0.00124815,0.00124815,242.0,242.0,1.55e+16,1.55e+16,0.20982957100000002,0.20982957100000002,1
Molecular Biometrics,11126.0,United States,North America,Drug Discovery,1,13806,0.009563784,0.000229683,0.00045218699999999994,0.000119219,0.007998,0.00099975,0.001312856,0.0,33.5,33.5,0.001468868,0.0,173.0,1979.0,6.44e+18,3712560000000000.0,0.247666802,0.198372485,5
Heart Test Laboratories,38609.0,United States,North America,Medical Devices & Equipment,1,13807,0.069411326,0.069411326,0.0014424079999999998,0.0014424079999999998,0.025243689,0.025243689,0.008813376999999999,0.008813376999999999,48.73267327,48.73267327,0.008465381999999999,0.008465381999999999,21.0,21.0,3.39e+20,3.39e+20,0.29669961899999997,0.29669961899999997,1
Applied Microarrays,36702.0,United States,North America,Biotechnology,1,13814,2.6e-18,2.6e-18,0.000203773,0.000203773,0.000249938,0.000249938,0.0,0.0,2.0,2.0,0.0,0.0,,,1.589091778,1.589091778,0.00033325,0.00033325,1
Generation Health,28712.0,United States,North America,Healthcare Plans,1,13816,,,,,,,,,,,,,,,,,,,1
Aubrey,27653.0,United States,North America,Medical Equipment & Supplies,1,13823,,,,,,,,,,,,,,,,,,,1
Cmed,27958.0,United Kingdom,Europe,Drug Development,1,13826,,,,,,,,,,,,,,,,,,,1
Adhezion Biomedical,14196.0,United States,North America,Medical Devices & Equipment,1,13828,,,,,,,,,,,,,,,,,,,1
Arete Therapeutics,7237.0,United States,North America,Pharmaceuticals / Drugs,1,13829,,,,,,,,,,,,,,,,,,,1
Zacharon Pharmaceuticals,41912.0,United States,North America,Pharmaceuticals / Drugs,1,13835,,,,,,,,,,,,,,,,,,,1
Arzneimittel Warngau,188631.0,Germany,Europe,Drug Delivery,1,13840,0.00107459,0.0006188680000000001,0.0008696569999999999,0.00020067700000000002,0.006748313000000001,0.001749563,0.003969084,9.940000000000002e-05,19.14285714,19.14285714,0.004195811,0.000128292,98.0,1644.0,8.12e+16,2.69e+16,0.218680111,0.21236939300000002,2
Elastagen,15601.0,Australia,Australia,Medical Devices & Equipment,1,13847,,,,,,,,,,,,,,,,,,,2
Kindstar Globalgene Technology,58128.0,China,Asia,Disease Diagnosis,1,13849,,,,,,,,,,,,,,,,,,,1
Lyra Therapeutics,15967.0,United States,North America,Medical Devices & Equipment,1,13851,,,,,,,,,,,,,,,,,,,1
Hatchtech,13130.0,Australia,Australia,Drug Development,1,13857,,,,,,,,,,,,,,,,,,,1
Diagnosoft,24913.0,United States,North America,Healthcare Software,1,13858,0.116852181,0.116852181,0.002247003,0.002247003,0.03624094,0.03624094,0.018177932,0.018177932,50.12413793,50.12413793,0.017234697,0.017234697,10.0,10.0,9.61e+20,9.61e+20,0.320030353,0.320030353,1
Aurora Pharmacuetical,53388.0,United States,North America,Pharmaceuticals / Drugs,1,13861,0.000160688,0.000160688,9.66e-05,9.66e-05,0.000499875,0.000499875,0.0,0.0,12.0,12.0,0.0,0.0,,,1817380000000000.0,1817380000000000.0,0.194747405,0.194747405,1
CosmosID,59520.0,United States,North America,Biotechnology,1,13862,,,,,,,,,,,,,,,,,,,1
MD Synergy Solutions,51430.0,United States,North America,Healthcare Software,1,13863,,,,,,,,,,,,,,,,,,,1
Oncoscope,11266.0,United States,North America,Medical Devices & Equipment,1,13865,0.000906315,1.7199999999999998e-05,0.000269367,5.660000000000001e-05,0.00299925,0.000249938,0.000423894,0.0,25.25,25.25,0.000423894,0.0,734.0,734.0,5.78e+16,20876200000000.0,0.21961478399999998,0.174450885,2
ProstimRx Corporation,45307.0,United States,North America,Medical Devices & Equipment,1,13866,0.001134687,0.001134687,0.00015570799999999998,0.00015570799999999998,0.001749563,0.001749563,0.0,0.0,31.57142857,31.57142857,0.0,0.0,1396.0,1396.0,9.06e+16,9.06e+16,0.223764904,0.223764904,1
EyeTechCare,27359.0,France,Europe,Medical Devices & Equipment,1,13867,2.8100000000000003e-25,2.8100000000000003e-25,0.000217723,0.000217723,0.00021777,0.00021777,0.0,0.0,1.0,1.0,0.0,0.0,1729.0,1729.0,1.543080635,1.543080635,0.00021777,0.00021777,3
LungLife AI,49191.0,United States,North America,Biotechnology,1,13869,0.001907646,0.001907646,4.39e-05,4.39e-05,0.00021777,0.00021777,0.0,0.0,133.0,133.0,0.0,0.0,,,4.48e+18,4.48e+18,0.227868579,0.227868579,1
BioMedomics,13570.0,United States,North America,Medical Devices & Equipment,1,13878,,,,,,,,,,,,,,,,,,,1
Qwell Pharmaceuticals,11152.0,United States,North America,Biotechnology,1,13883,,,,,,,,,,,,,,,,,,,1
Within3,80097.0,United States,North America,Internet Software & Services,1,13884,1.3799999999999999e-38,1.3799999999999999e-38,0.000331675,0.000331675,0.000331785,0.000331785,0.0,0.0,1.0,1.0,0.0,0.0,1347.0,1347.0,1.543080635,1.543080635,0.000331785,0.000331785,1
C10 Pharma,379576.0,Norway,Europe,Pharmaceuticals / Drugs,1,13932,0.117811446,0.069411326,0.001842098,0.0013338039999999998,0.031492127,0.024243939,0.008813376999999999,0.00797762,62.45360825,62.45360825,0.008465381999999999,0.00741896,21.0,122.0,9.77e+20,3.39e+20,0.309663463,0.29669961899999997,3
Titan Technology,428919.0,China,Asia,Medical Equipment & Supplies,1,13935,,,,,,,,,,,,,,,,,,,1
Galaxy Diagnostics,187878.0,United States,North America,Disease Diagnosis,1,13937,,,,,,,,,,,,,,,,,,,1
BiOxyDyn,82322.0,United Kingdom,Europe,Medical Devices & Equipment,1,13942,0.00048955,9.49e-06,0.000316274,0.000124627,0.0019995,0.000499875,0.00131262,0.0,15.5,15.5,0.001319839,0.0,743.0,1713.0,1.69e+16,6329390000000.0,0.210366494,0.168574193,3
Ginkgo BioWorks,100.0,United States,North America,Biotechnology,1,13944,0.098941845,0.098941845,0.00159555,0.00159555,0.026743314,0.026743314,0.007780945,0.007780945,55.40186916,55.40186916,0.007355639000000001,0.007355639000000001,54.0,54.0,6.89e+20,6.89e+20,0.306073067,0.306073067,2
Poxel,50321.0,France,Europe,Drug Development,1,13946,0.029187118999999997,0.029187118999999997,0.000501164,0.000501164,0.012532982,0.012532982,0.000489849,0.000489849,102.4473684,102.4473684,0.000530679,0.000530679,1054.0,1054.0,1.27e+29,1.27e+29,0.326677819,0.326677819,1
Phyture Biotech,226833.0,Spain,Europe,Biotechnology,1,13947,,,,,,,,,,,,,,,,,,,1
ReNetX Bio,306281.0,United States,North America,Drug Development,1,13948,,,,,,,,,,,,,,,,,,,1
Fabric Genomics,100200.0,United States,North America,Internet Software & Services,1,13949,0.017149295,0.00044176199999999995,0.000643363,0.00012572200000000001,0.010872942,0.0012426219999999999,0.002564629,0.0,51.82857143,51.82857143,0.0027950659999999997,0.0,155.0,821.0,7.39e+23,4.91e+20,0.301128412,0.231777132,6
FEops,226840.0,Belgium,Europe,Internet Software & Services,1,13950,0.000619138,0.000619138,0.000173563,0.000173563,0.000937734,0.000937734,0.00094463,0.00094463,14.6,14.6,0.0009470539999999999,0.0009470539999999999,861.0,861.0,1.65e+18,1.65e+18,0.20339913,0.20339913,2
Shape Memory Therapeutics,188298.0,United States,North America,Medical Devices & Equipment,1,13951,1.2e-18,1.2e-18,0.000139938,0.000139938,0.000279916,0.000279916,0.0,0.0,2.0,2.0,0.0,0.0,1866.0,3101.0,2.70827166,2.70827166,0.000279916,0.000279916,3
Smartox Biotechnology,280204.0,France,Europe,Drug Discovery,1,13952,1.92e-05,1.92e-05,0.00045174699999999996,0.00045174699999999996,0.0018331810000000001,0.0018331810000000001,0.000617163,0.000617163,7.166666667,7.166666667,0.0006723710000000001,0.0006723710000000001,697.0,697.0,5280810000000000.0,5280810000000000.0,0.18490495699999998,0.18490495699999998,1
Circulomics,84284.0,United States,North America,Biotechnology,1,13953,,,,,,,,,,,,,,,,,,,1
Brickell Biotech,50383.0,United States,North America,Drug Development,1,13954,,,,,,,,,,,,,,,,,,,1
Knudra Transgenics,281468.0,United States,North America,Biotechnology,1,13955,,,,,,,,,,,,,,,,,,,1
OncoCyte,241255.0,United States,North America,Biotechnology,1,13957,,,,,,,,,,,,,,,,,,,1
Televero Healthcare,52401.0,United States,North America,Mobile Software & Services,1,13964,,,,,,,,,,,,,,,,,,,1
OrthoPediatrics,20278.0,United States,North America,Medical Devices & Equipment,1,13974,0.0014692239999999999,0.0014692239999999999,0.00090752,0.00090752,0.010082493,0.010082493,0.0034062709999999998,0.0034062709999999998,16.36363636,16.36363636,0.00373795,0.00373795,68.0,68.0,3.09e+19,3.09e+19,0.24867183199999998,0.24867183199999998,1
SARcode Biosciences,9130.0,United States,North America,Biotechnology,1,13975,3.26e-06,3.26e-06,0.000230014,0.000230014,0.00091659,0.00091659,0.0,0.0,10.66666667,10.66666667,0.0,0.0,,,152475000000000.0,152475000000000.0,0.164637786,0.164637786,1
CytomX Therapeutics,50967.0,United States,North America,Biotechnology,1,13979,,,,,,,,,,,,,,,,,,,1
Cagenix,24906.0,United States,North America,Dental Products & Services,1,13980,,,,,,,,,,,,,,,,,,,1
MolecularMD,24930.0,United States,North America,Drug Development,1,13986,,,,,,,,,,,,,,,,,,,1
Olea Medical,82927.0,France,Europe,Medical Devices & Equipment,1,13990,,,,,,,,,,,,,,,,,,,1
MD-IT,28128.0,United States,North America,,1,13993,0.009301471,0.000306575,0.000464964,7.2e-05,0.005684587,0.0006496669999999999,0.001734469,0.0,54.95652174,54.95652174,0.0017983570000000002,0.0,140.0,3034.0,2.7e+22,2.93e+19,0.25058911100000003,0.199141137,5
ArcScan,228547.0,United States,North America,Medical Devices & Equipment,1,13994,0.015176795,0.000346265,0.00039332,0.000118176,0.004355401,0.00087108,0.002901114,5.5700000000000005e-05,60.2,60.2,0.002863273,8.45e-05,581.0,1563.0,2.83e+20,1.47e+17,0.26037801899999996,0.208543431,4
Synosia Therapeutics,13027.0,United States,North America,Drug Development,1,13995,0.000230484,0.000230484,0.00019294400000000001,0.00019294400000000001,0.00106349,0.00106349,0.001141096,0.001141096,9.5,9.5,0.001184222,0.001184222,855.0,855.0,2.11e+29,2.11e+29,0.21415539,0.21415539,2
Protagonist Therapeutics,16130.0,United States,North America,Biotechnology,1,14003,,,,,,,,,,,,,,,,,,,1
OrthAlign,13273.0,United States,North America,Medical Devices & Equipment,1,14005,,,,,,,,,,,,,,,,,,,1
Sente,54097.0,United States,North America,Drug Manufacturing,1,14028,0.000217727,0.000217727,0.00026054,0.00026054,0.001500375,0.001500375,0.001193149,0.001193149,8.875,8.875,0.001224169,0.001224169,560.0,560.0,2.03e+17,2.03e+17,0.19691843399999998,0.19691843399999998,1
Alios BioPharma,13295.0,United States,North America,Biotechnology,1,14034,0.039685775,0.00126578,0.001064557,6.74e-05,0.017962598,0.000615157,0.009461117,2.25e-05,55.8,55.8,0.009023774,4.41e-05,16.0,2318.0,2.32e+29,2.36e+26,0.292240895,0.228452442,3
NICO,25310.0,United States,North America,Medical Devices & Equipment,1,14040,0.000195163,2.67e-06,0.00013655200000000002,6.23e-05,0.00086122,0.000246063,0.000491976,0.0,31.42857143,31.42857143,0.000506462,0.0,1341.0,3566.0,5.6e+24,1.05e+21,0.21767046399999998,0.17374959199999998,3
Hemarina,28050.0,France,Europe,Biotechnology,1,14043,0.039176887,0.001102472,0.002141788,0.000110715,0.031358885,0.00108885,0.026677147999999998,0.0,45.55555556,45.55555556,0.02510933,0.0,5.0,2379.0,1.89e+21,1.49e+18,0.292030208,0.22494777800000001,6
