,Money raised,Pre-money valuation
12589,"$3,143,705",—
12590,—,—
12591,—,—
12592,"$700,000",—
12593,—,—
12594,—,—
12595,—,—
12596,—,—
12597,—,"$3,960,000"
12598,—,—
12599,—,—
12600,"€25,000",—
12601,—,—
12602,"$2,450,000",—
12603,"$150,000",—
12604,—,—
12605,—,—
12606,—,—
12607,—,—
12608,"$187,500",—
12609,"$20,000",—
12610,—,—
12611,—,—
12612,"$45,000,000",—
12613,—,—
12614,—,—
12615,—,—
12616,—,—
12617,"$8,000,000",—
12618,—,—
12619,"$94,271",—
12620,"$30,000,000",—
12621,"£25,000",—
12622,—,—
12623,"$525,000",—
12624,"$4,000,000",—
12625,—,—
12626,"CN¥30,000,000",—
12627,"$492,000",—
12628,"$4,400,000",—
12629,"$1,500,000",—
12630,"$12,500",—
12631,"$800,000",—
12632,—,—
12633,"$150,000",—
12634,—,—
12635,—,—
12636,"$500,000",—
12637,—,—
12638,—,—
12639,"$3,143,705",—
12640,—,—
12641,—,—
12642,"$700,000",—
12643,—,—
12644,—,—
12645,—,—
12646,—,—
12647,—,"$3,960,000"
12648,—,—
12649,—,—
12650,"€25,000",—
12651,—,—
12652,"$2,450,000",—
12653,"$150,000",—
12654,—,—
12655,—,—
12656,—,—
12657,—,—
12658,"$187,500",—
12659,"$20,000",—
12660,—,—
12661,—,—
12662,"$45,000,000",—
12663,—,—
12664,—,—
12665,—,—
12666,—,—
12667,"$8,000,000",—
12668,—,—
12669,"$94,271",—
12670,—,—
12671,—,—
12672,"CN¥1,900,000",—
12673,—,—
12674,—,—
12675,—,—
12676,—,—
12677,—,—
12678,—,—
12679,—,—
12680,—,—
12681,—,—
12682,"$500,000",—
12683,—,—
12684,—,—
12685,—,—
12686,—,—
12687,—,—
12688,—,—
12689,—,—
12690,—,—
12691,—,—
12692,—,—
12693,—,—
12694,—,—
12695,—,—
12696,—,—
12697,—,—
12698,—,—
12699,—,—
12700,—,—
12701,—,—
12702,"CN¥1,000,000",—
12703,—,—
12704,—,—
12705,—,—
12706,"€25,000",—
12707,—,—
12708,—,—
12709,"$130,000",—
12710,—,—
12711,—,—
12712,"$7,000,000",—
12713,—,—
12714,"$20,000",—
12715,"CN¥15,000,000","CN¥22,500,000"
12716,—,—
12717,—,—
12718,"$15,000",—
12719,"$635,000",—
12720,—,—
12721,—,—
12722,"£15,000",—
12723,"$3,000,000",—
12724,—,—
12725,—,—
12726,—,—
12727,—,—
12728,"€280,000",—
12729,"$25,000",—
12730,—,—
12731,—,—
12732,—,—
12733,"£170,000",—
12734,—,—
12735,—,—
12736,—,—
12737,—,—
12738,—,—
12739,—,—
12740,"£891,913",—
12741,"$1,400,000",—
12742,—,—
12743,"$50,000",—
12744,—,—
12745,—,—
12746,"$5,500,000",—
12747,"$300,000",—
12748,—,—
12749,"$20,000",—
12750,"$800,000",—
12751,—,—
12752,"$41,250",—
12753,"$1,000,000","$7,000,000"
12754,"$770,000",—
12755,"$20,000",—
12756,"$2,600,000",—
12757,—,—
12758,—,—
12759,"CN¥10,000,000",—
12760,"$750,000",—
12761,"$8,000,000",—
12762,"$100,000",—
12763,"$20,000",—
12764,"$1,500,000",—
12765,—,—
12766,"CHF20,000",—
12767,"$30,000,000",—
12768,"£25,000",—
12769,—,—
12770,"$525,000",—
12771,"$4,000,000",—
12772,—,—
12773,"CN¥30,000,000",—
12774,"$492,000",—
12775,"$4,400,000",—
12776,"$1,500,000",—
12777,"$12,500",—
12778,"$800,000",—
12779,—,—
12780,"$150,000",—
12781,—,—
12782,—,—
12783,"$500,000",—
12784,—,—
12785,—,—
12786,"$3,143,705",—
12787,—,—
12788,—,—
12789,"$700,000",—
12790,—,—
12791,—,—
12792,—,—
12793,—,—
12794,—,"$3,960,000"
12795,—,—
12796,—,—
12797,"€25,000",—
12798,—,—
12799,"$2,450,000",—
12800,"$150,000",—
12801,—,—
12802,—,—
12803,—,—
12804,—,—
12805,"$187,500",—
12806,"$20,000",—
12807,—,—
12808,—,—
12809,"$45,000,000",—
12810,—,—
12811,—,—
12812,—,—
12813,—,—
12814,"$8,000,000",—
12815,—,—
12816,"$94,271",—
12817,—,—
12818,—,—
12819,"CN¥100,000,000",—
12820,"$25,000",—
12821,"$700,000",—
12822,—,—
12823,—,—
12824,"€1,075,000",—
12825,—,—
12826,"CN¥100,000,000",—
12827,"£950,000",—
12828,"$3,000,000",—
12829,"$60,750",—
12830,—,—
12831,"CN¥3,000,000",—
12832,"CN¥2,000,000",—
12833,"$163,491",—
12834,"$517,572",—
12835,"$618,178",—
12836,"$2,200,000",—
12837,"$500,000",—
12838,"$100,000",—
12839,"$8,500,000",—
12840,"$750,000",—
12841,"$10,000,000",—
12842,"$5,122,628",—
12843,"$270,000",—
12844,"$3,953,200",—
12845,"$10,000,000",—
12846,"$1,000,000",—
12847,"$410,000","$2,500,000"
12848,"$5,000,000",—
12849,"$6,926,200",—
12850,—,—
12851,"$5,058,074",—
12852,"$1,350,000",—
12853,"$625,000",—
12854,"$595,000",—
12855,—,—
12856,"$5,000",—
12857,"$1,115,155",—
12858,"$600,000",—
12859,"$750,000",—
12860,"$898,000",—
12861,—,—
12862,"$5,925,658",—
12863,—,—
12864,"$250,000",—
12865,"€1,400,000",—
12866,"$550,000",—
12867,"$1,365,328",—
12868,"$1,000,000",—
12869,"$13,699,997",—
12870,"$30,000",—
12871,"$750,000,000",—
12872,"$1,085,000",—
12873,"$1,136,000",—
12874,—,—
12875,—,—
12876,"$1,749,998",—
12877,"$500,000",—
12878,"$1,200,000",—
12879,"₩1,000,000,000",—
12880,"$75,000",—
12881,"$80,000,000",—
12882,"$120,000",—
12883,"$60,000",—
12884,"$4,000,000",—
12885,"$1,000,000",—
12886,"$21,001,164",—
12887,"$1,487,000",—
12888,"$250,000",—
12889,"$25,000",—
12890,"$1,375,000",—
12891,"$14,000,000",—
12892,"$4,800,000",—
12893,"$5,000,000",—
12894,"$900,000",—
12895,"$375,000",—
12896,"$330,000",—
12897,"$350,000",—
12898,"$1,740,000",—
12899,"$800,000",—
12900,—,—
12901,"$1,250,235",—
12902,"$300,000",—
12903,"$8,500,000",—
12904,"$9,939,920",—
12905,"$10,000,000",—
12906,"$191,000,000",—
12907,"$30,000,000",—
12908,"$16,000,000",—
12909,"$165,000","$400,000"
12910,"$1,006,911",—
12911,"$42,000",—
12912,"$5,000,000",—
12913,"$1,300,000",—
12914,"$4,687,496",—
12915,"CHF1,030,000",—
12916,—,—
12917,—,—
12918,"$2,000,000",—
12919,"$2,000,000",—
12920,"$17,600,000",—
12921,—,—
12922,"€750,000",—
12923,"$7,000,000",—
12924,"$2,400,000",—
12925,"$2,000,000",—
12926,—,—
12927,"$1,000,000",—
12928,"$600,000",—
12929,"$20,000",—
12930,"$12,000,000",—
12931,—,—
12932,"£6,000,000",—
12933,"$3,000,000",—
12934,"$10,000,000",—
12935,"$1,200,000",—
12936,—,—
12937,"$40,000,000",—
12938,"$1,650,000",—
12939,—,—
12940,"$1,900,000",—
12941,"$2,850,000",—
12942,"$25,000",—
12943,—,—
12944,"$12,500,000",—
12945,"$2,124,000",—
12946,"$1,180,000",—
12947,"$5,000,000",—
12948,"$61,000",—
12949,"$7,003,853",—
12950,"$4,200,000",—
12951,"$25,000",—
12952,"$70,000",—
12953,"$4,787,744",—
12954,"$189,000",—
12955,"$375,000",—
12956,"£25,000",—
12957,"$5,000,000",—
12958,"$2,400,000",—
12959,"$1,100,000",—
12960,"$34,000,000",—
12961,—,—
12962,"$40,000,000",—
12963,"$100,000",—
12964,"$50,000,000",—
12965,"$3,500,000",—
12966,"$50,000",—
12967,"€3,800,000",—
12968,"£17,500,000",—
12969,"$38,500,000",—
12970,"$6,000,000",—
12971,"$168,000",—
12972,"$220,000",—
12973,"$1,200,000",—
12974,"$30,000,000",—
12975,"$3,500",—
12976,"CHF3,800,000",—
12977,"$1,550,000",—
12978,"$100,000",—
12979,"$40,000",—
12980,"$50,000",—
12981,"$15,000,000",—
12982,"$50,000",—
12983,"$360,000",—
12984,"$7,000,000",—
12985,"$2,421,780",—
12986,"$12,281,936",—
12987,"$150,000",—
12988,"$10,000,000",—
12989,—,—
12990,"$3,500,000",—
12991,"$3,000,000",—
12992,"€800,000",—
12993,"$18,000,000",—
12994,"$1,700,000",—
12995,"$750,000",—
12996,"$2,000,000","$3,000,000"
12997,—,—
12998,"$2,400,000",—
12999,"$160,000",—
13000,"¥300,000,000",—
13001,"$2,000,000",—
13002,"$11,600,000",—
13003,"$7,500,000",—
13004,"$575,000","$1,200,000"
13005,"£200,000",—
13006,"$2,000,000",—
13007,"$40,000",—
13008,"$40,000",—
13009,—,—
13010,"$1,375,900",—
13011,"$40,000",—
13012,"$1,950,270",—
13013,"$1,285,000",—
13014,"£1,300,000",—
13015,"$800,000",—
13016,"$17,000,000",—
13017,"$938,558",—
13018,"€3,500,000",—
13019,—,—
13020,—,—
13021,"$1,460,000",—
13022,—,—
13023,"$750,000",—
13024,"$5,000,000",—
13025,"$2,338,650",—
13026,"$7,000",—
13027,"$9,329,636",—
13028,—,—
13029,"€4,000,000",—
13030,"$3,780,000",—
13031,"$24,500,000",—
13032,"$5,000,000",—
13033,"$4,348,421",—
13034,"$7,300,000",—
13035,"$600,000",—
13036,"$610,000",—
13037,"$40,000,000",—
13038,—,—
13039,"$100,000",—
13040,"$3,000,000",—
13041,"£150,000","£772,797"
13042,"$3,000,000",—
13043,"$300,000",—
13044,"$2,000,000","$6,150,000"
13045,"£50,000",—
13046,"€30,000,000",—
13047,"$10,000,000",—
13048,"$1,705,790",—
13049,"£8,000,000",—
13050,—,—
13051,"€8,000,000",—
13052,"$13,150,574",—
13053,"$1,000,000","$2,000,000"
13054,"$2,000,000",—
13055,—,—
13056,"$50,000",—
13057,"CA$1,670,000",—
13058,—,—
13059,"CA$500,000",—
13060,"$401,010",—
13061,"$100,000",—
13062,—,—
13063,"€30,000",—
13064,—,—
13065,"$22,249,996",—
13066,"$13,300,000",—
13067,—,—
13068,"$260,000",—
13069,—,—
13070,"$584,996",—
13071,"$3,104,000",—
13072,"$25,000",—
13073,"$6,600,000",—
13074,"$472,155",—
13075,"$3,200,000",—
13076,"£75,000",—
13077,"$552,500",—
13078,"$16,996,657",—
13079,—,—
13080,—,—
13081,—,—
13082,"$425,000",—
13083,"$26,289,973",—
13084,"$150,000",—
13085,"$15,200,000",—
13086,—,—
13087,"$6,600,000",—
13088,"€371,000",—
13089,"$3,100,000",—
13090,—,—
13091,"$3,419,051",—
13092,"$15,000,000",—
13093,—,—
13094,—,—
13095,"$500,000",—
13096,"$5,000,000",—
13097,"$17,998,555",—
13098,"$1,444,600",—
13099,"$120,000",—
13100,"$125,000",—
13101,—,—
13102,"$15,000,000",—
13103,"$14,728,886",—
13104,"A$1,000,000",—
13105,"$120,000",—
13106,—,—
13107,"$120,000,000",—
13108,"$155,000",—
13109,"$54,000,000",—
13110,"$10,700,000",—
13111,"$120,000",—
13112,"$25,000,000",—
13113,"$4,000,000",—
13114,"$5,500,000",—
13115,"$1,100,000",—
13116,"$19,000,000",—
13117,"€6,160,000",—
13118,"$8,750,000",—
13119,"$125,000",—
13120,"$9,000,000",—
13121,"$5,000,000",—
13122,"CN¥10,000,000",—
13123,"CN¥88,000,000",—
13124,—,—
13125,"$200,000",—
13126,"VEF250,000",—
13127,—,—
13128,"$3,620,000",—
13129,—,—
13130,"€96,000","€550,000"
13131,"$750,000",—
13132,"$60,000",—
13133,"€1,400,000",—
13134,"$1,000,000",—
13135,—,—
13136,—,—
13137,"$675,000",—
13138,—,—
13139,—,—
13140,"$25,000",—
13141,"ARS260,839",—
13142,"COP390,000,000",—
13143,—,—
13144,"$5,000","$50,000"
13145,"€160,000",—
13146,"$8,000,000",—
13147,"$25,000",—
13148,—,—
13149,—,—
13150,"£1,000,000",—
13151,"$400,000",—
13152,"$9,500,000",—
13153,"$13,250,000",—
13154,—,—
13155,"$35,000",—
13156,"$30,000",—
13157,"$948,000",—
13158,"CHF350,000",—
13159,"$125,000",—
13160,"$120,000",—
13161,—,—
13162,"€40,000,000",—
13163,"CHF100,000",—
13164,"$23,000,000",—
13165,"$200,000,000",—
13166,"$1,600,000",—
13167,"CHF100,000",—
13168,"$1,000,000",—
13169,"$100,000",—
13170,—,—
13171,"$2,640,025",—
13172,—,—
13173,"$3,000,000",—
13174,"$5,070,712",—
13175,"CHF37,400,000",—
13176,—,—
13177,"$3,196,496",—
13178,"$100,000",—
13179,"$75,000",—
13180,"$20,000,000",—
13181,"$2,516,248",—
13182,"$60,000",—
13183,"£17,000,000",—
13184,"$947,314",—
13185,"$27,000,000",—
13186,"$1,100,000",—
13187,"€2,600,000",—
13188,—,—
13189,"$5,000,000",—
13190,"$3,500,000",—
13191,"$23,313,000",—
13192,"$43,000,000",—
13193,"$97,000",—
13194,"$3,844,995",—
13195,"€50,000",—
13196,"€15,000,000",—
13197,"$560,000",—
13198,—,—
13199,"€100,000",—
13200,"$1,053,679",—
13201,"$20,000,000",—
13202,"$1,000,128",—
13203,"$80,000",—
13204,"$2,026,681",—
13205,"DKK4,000,000",—
13206,"$437,764",—
13207,"€600,000",—
13208,"€110,000,000",—
13209,"$515,000",—
13210,—,—
13211,—,—
13212,"$10,500,000",—
13213,"€4,000,000",—
13214,"$2,465,006",—
13215,"$125,914",—
13216,"$11,300,000",—
13217,"$17,000,000",—
13218,"$3,600,000",—
13219,"$500,000",—
13220,"$360,000",—
13221,"$279,000",—
13222,—,—
13223,"$3,940,000",—
13224,—,—
13225,"$140,000",—
13226,—,—
13227,"$100,000",—
13228,"$320,000",—
13229,"$5,000,000",—
13230,"$110,000,000",—
13231,"$7,000,000",—
13232,—,—
13233,"$40,000",—
13234,"$17,500,000",—
13235,—,—
13236,"$100,000",—
13237,"CHF100,000",—
13238,—,—
13239,"$150,000,000",—
13240,—,—
13241,—,—
13242,"$1,205,000",—
13243,—,—
13244,"$1,000,000",—
13245,"$1,229,000",—
13246,"$250,000",—
13247,"$40,000,000",—
13248,"$1,000,113",—
13249,"$650,000","$4,500,000"
13250,"$40,000,000",—
13251,"$7,700,000",—
13252,—,—
13253,"$16,499,998",—
13254,"$80,000",—
13255,"$3,300,000",—
13256,"$350,000",—
13257,"$700,000",—
13258,"£20,000,000",—
13259,—,—
13260,"$1,001,695",—
13261,"$1,995,275",—
13262,"$5,400,000",—
13263,"$500,000",—
13264,—,—
13265,—,—
13266,"$32,400,000",—
13267,"$1,100,000",—
13268,"$225,000",—
13269,"R$150,000","R$600,000"
13270,"$2,000,000",—
13271,"$172,501",—
13272,"$1,000,000",—
13273,"$1,500,000",—
13274,"$1,550,000",—
13275,"$75,150",—
13276,"$3,500,000",—
13277,"$5,000,000",—
13278,—,—
13279,"$4,000,000",—
13280,"$1,100,000",—
13281,"$900,000",—
13282,"$2,971,815",—
13283,"$2,628,823",—
13284,"$7,700,000",—
13285,"$100,000",—
13286,—,—
13287,"$2,580,125",—
13288,"$2,592,000",—
13289,"$1,183,186",—
13290,—,—
13291,"$10,500,000",—
13292,"$1,700,000",—
13293,"$25,000,000",—
13294,"$1,500,000",—
13295,"$704,167",—
13296,—,—
13297,"€15,000",—
13298,"$20,000,000",—
13299,"€15,000",—
13300,"$316,667",—
13301,"$500,000",—
13302,"$726,694",—
13303,—,—
13304,"€15,000",—
13305,"$650,000",—
13306,"$15,000,000",—
13307,"$2,165,000",—
13308,"$9,000,170",—
13309,—,—
13310,"$1,375,687",—
13311,"$700,000",—
13312,"$370,200",—
13313,—,—
13314,"$22,400,000",—
13315,"$75,000",—
13316,"$80,000","$800,000"
13317,—,—
13318,"$1,627,888",—
13319,"$1,543,905",—
13320,"$480,000",—
13321,"$2,300,000",—
13322,"$1,068,000",—
13323,"$70,000,000",—
13324,—,—
13325,"$36,000,000",—
13326,"$2,781,806",—
13327,"£500,000",—
13328,"$2,983,723",—
13329,"$140,992,280",—
13330,"$13,500",—
13331,"$8,000,000",—
13332,—,—
13333,"$2,140,000",—
13334,"$3,020,000",—
13335,"$325,000",—
13336,"£10,000,000",—
13337,"€200,000",—
13338,"$2,500,000",—
13339,"$7,000,000",—
13340,"$200,000",—
13341,"$5,000,000",—
13342,"$4,000,000",—
13343,"$5,600,000",—
13344,"$100,000",—
13345,"$287,234",—
13346,—,—
13347,"$3,690,000",—
13348,"$25,000,000",—
13349,"$2,350,000",—
13350,"$1,000",—
13351,—,—
13352,"$10,465,180",—
13353,"£400,000",—
13354,"$250,000",—
13355,"₹25,000,000",—
13356,"$2,857,100",—
13357,—,—
13358,"$300,000",—
13359,—,—
13360,—,—
13361,—,—
13362,—,—
13363,—,—
13364,—,—
13365,"CA$500,000",—
13366,—,—
13367,—,—
13368,—,—
13369,"£400,000","£1,200,000"
13370,"$600,000",—
13371,"$3,000,000",—
13372,"€800,000",—
13373,—,—
13374,"$334,521",—
13375,—,—
13376,—,—
13377,"$350,000",—
13378,"$20,000",—
13379,—,—
13380,"$26,820,000",—
13381,"$3,000,000",—
13382,—,—
13383,"$10,000,000",—
13384,—,—
13385,—,—
13386,"£40,000",—
13387,—,—
13388,—,—
13389,"$225,000",—
13390,—,—
13391,—,—
13392,—,—
13393,"$35,000,000",—
13394,"$300,000",—
13395,—,—
13396,"$3,500,000",—
13397,—,—
13398,"$250,000",—
13399,—,—
13400,—,—
13401,"€189,000",—
13402,—,—
13403,"€7,000,000",—
13404,"$3,000,000",—
13405,—,—
13406,"$3,444,598",—
13407,"$1,249,500",—
13408,—,—
13409,—,—
13410,—,—
13411,"€18,700,000",—
13412,—,—
13413,"$50,000",—
13414,—,—
13415,"$3,000,000",—
13416,"$5,800,000",—
13417,"$23,000,000",—
13418,"$700,000",—
13419,"$170,000",—
13420,"$590,000",—
13421,"$1,320,000",—
13422,"$68,465",—
13423,"SEK40,000,000",—
13424,"$200,000",—
13425,"$11,141,000",—
13426,"CHF500,000",—
13427,"$16,260,000",—
13428,"$100,000",—
13429,"$275,000",—
13430,"$49,000,000",—
13431,"$10,000,000",—
13432,"CHF100,000",—
13433,"$50,000",—
13434,"£242,800",—
13435,"$12,000,000",—
13436,"$350,000",—
13437,"$15,000,000",—
13438,"$5,500,000",—
13439,—,—
13440,"€475,000","€2,000,000"
13441,"$50,000",—
13442,"$5,500,000",—
13443,—,—
13444,"$5,000,000",—
13445,"$1,500,000",—
13446,"$2,000,000",—
13447,—,—
13448,—,—
13449,"$1,072,027",—
13450,"$50,000",—
13451,—,—
13452,"$200,000",—
13453,"$1,800,000",—
13454,"$7,000,000",—
13455,"$7,000,000",—
13456,"₹5,500,000,000",—
13457,"$600,000",—
13458,"$15,000,000",—
13459,"$4,756,912",—
13460,"$69,081,610",—
13461,—,—
13462,"$8,406,945",—
13463,"$4,106,920",—
13464,"CHF100,000",—
13465,"$891,800",—
13466,"$3,000,000",—
13467,—,—
13468,"$67,000,000",—
13469,"$100,000",—
13470,"€4,750,000",—
13471,"$250,000",—
13472,"$3,917,335",—
13473,—,—
13474,"CN¥10,500,000",—
13475,"$35,000",—
13476,"$143,750",—
13477,"$200,000",—
13478,"$600,000",—
13479,"$4,911,591",—
13480,"$3,000,000",—
13481,"$10,000,000",—
13482,"$1,505,000",—
13483,"$200,000,000",—
13484,"$1,200,000",—
13485,"$2,639,000",—
13486,—,—
13487,"€1,500,000",—
13488,"$650,000",—
13489,"$3,000,000",—
13490,"$10,000,000",—
13491,"$200,000",—
13492,—,—
13493,"$3,750,000",—
13494,"$500,000",—
13495,"$300,000",—
13496,"$15,000,000",—
13497,"$4,000,000",—
13498,"$29,750,000",—
13499,—,—
13500,—,—
13501,"$250,000",—
13502,"$5,700,000",—
13503,"$3,800,800",—
13504,"$5,000,000",—
13505,—,—
13506,"$10,000,000",—
13507,"$1,400,000",—
13508,—,—
13509,"SEK6,000,000",—
13510,"$503,472",—
13511,"$8,300,000",—
13512,—,—
13513,"€1,900,000",—
13514,—,—
13515,"$2,600,000",—
13516,"$1,850,000",—
13517,"$48,000,000",—
13518,—,—
13519,"$1,500,000",—
13520,—,—
13521,"$3,155,000",—
13522,—,—
13523,"$3,300,000",—
13524,"$3,000,000",—
13525,"$10,000,000",—
13526,"$375,000",—
13527,"$5,000,000",—
13528,"$1,500,000",—
13529,—,—
13530,"$10,000,000",—
13531,"$3,000,000",—
13532,"$500,000",—
13533,"$9,000",—
13534,"$1,575,000",—
13535,"$1,790,000",—
13536,—,—
13537,—,—
13538,"$4,000,000","$50,000,000"
13539,"$35,991",—
13540,"$16,056,150",—
13541,"$999,969",—
13542,"$475,550",—
13543,"$15,000,000",—
13544,"$7,000,000",—
13545,"$1,600,000","$3,300,000"
13546,"$2,300,000",—
13547,"CN¥10,000,000",—
13548,"$82,500",—
13549,"$14,825,000",—
13550,"$30,000,000",—
13551,"$15,000,000",—
13552,"$2,000,000",—
13553,"$17,500,000",—
13554,"$4,300,000",—
13555,"$8,000,000",—
13556,—,—
13557,"$4,700,000",—
13558,"$14,000,000",—
13559,"$150,000",—
13560,"€14,700,000",—
13561,—,—
13562,"CN¥75,200",—
13563,"$13,000,000",—
13564,"$1,040,000",—
13565,—,—
13566,"$250,000",—
13567,"₹1,250,000,000",—
13568,"$6,000,000",—
13569,—,—
13570,"$24,610,032",—
13571,"$452,800",—
13572,"$400,000",—
13573,"$327,260",—
13574,—,—
13575,"$1,417,500",—
13576,"£25,768",—
13577,—,—
13578,"$1,700,000",—
13579,"$376,915",—
13580,—,—
13581,"$200,000",—
13582,"$2,037,834",—
13583,"$5,000",—
13584,—,—
13585,—,—
13586,"$15,000,000",—
13587,"$24,240,000",—
13588,"$6,500",—
13589,"$33,000,000",—
13590,"$2,900,000",—
13591,"$3,175,000",—
13592,"$500,000",—
13593,—,—
13594,"$750,000","$2,000,000"
13595,"$5,800,000",—
13596,—,—
13597,"CA$53,390",—
13598,"£20,000,000",—
13599,"$100,000",—
13600,"$800,000",—
13601,—,—
13602,"$1,095,947",—
13603,"$2,000,000",—
13604,"$2,950,000",—
13605,"$12,000,000",—
13606,"¥3,000,000,000",—
13607,—,—
13608,"€450,000","€2,494,353"
13609,"£50,000",—
13610,"CN¥10,000,000",—
13611,"¥3,000,000,000",—
13612,"$1,000,000",—
13613,"$23,000,000",—
13614,"$1,100,000",—
13615,"$150,000",—
13616,"$14,000,000",—
13617,—,—
13618,"$5,000,000",—
13619,"$4,000,000",—
13620,"$8,500,000",—
13621,"$10,600,000",—
13622,"$20,000,000",—
13623,"$20,000,000",—
13624,"$11,000,000",—
13625,"$2,200,000",—
13626,"$115,000,000",—
13627,"$650,000",—
13628,"$7,000,000",—
13629,"$77,500",—
13630,"$5,000",—
13631,"$22,000,000",—
13632,"$135,000",—
13633,"$240,000",—
13634,"$400,000",—
13635,"$11,000,000",—
13636,"$1,299,999",—
13637,"$4,710,000",—
13638,"$1,100,000",—
13639,"$3,100,000",—
13640,"$10,400,000",—
13641,"$3,200,000",—
13642,—,—
13643,"$2,368,734",—
13644,"$12,000,000",—
13645,"$4,000,000",—
13646,—,—
13647,"$6,000,001",—
13648,"$2,803,634",—
13649,—,—
13650,"£1,096,610",—
13651,—,—
13652,"$500,000",—
13653,"$25,551,137",—
13654,"$1,900,000",—
13655,"$2,803,634",—
13656,—,—
13657,"£1,096,610",—
13658,—,—
13659,"$500,000",—
13660,"$25,551,137",—
13661,"$1,900,000",—
13662,"$14,570,606",—
13663,—,—
13664,"$150,000",—
13665,"$1,505,802",—
13666,"€31,000,000",—
13667,"$18,000,000",—
13668,"$2,217,491",—
13669,"₹1,100,000,000",—
13670,"$300,000",—
13671,"$27,000,000",—
13672,"$24,600,000",—
13673,"€3,000,000",—
13674,"$678,100",—
13675,"$1,400,014",—
13676,"$752,161",—
13677,"$750,000",—
13678,—,—
13679,"$1,000,000",—
13680,"$60,000,000",—
13681,"$3,155,000",—
13682,"$1,213,875",—
13683,"$75,000",—
13684,"$1,000,000",—
13685,"$588,118",—
13686,"$20,000,000",—
13687,"$2,235,000",—
13688,"$2,631,042",—
13689,"$10,000,000",—
13690,"$2,803,634",—
13691,—,—
13692,"£1,096,610",—
13693,—,—
13694,"$500,000",—
13695,"$25,551,137",—
13696,"$1,900,000",—
13697,"$14,570,606",—
13698,—,—
13699,"$150,000",—
13700,"$1,505,802",—
13701,"€31,000,000",—
13702,"$18,000,000",—
13703,"$2,217,491",—
13704,"₹1,100,000,000",—
13705,"$300,000",—
13706,"$27,000,000",—
13707,"$24,600,000",—
13708,"€3,000,000",—
13709,"$678,100",—
13710,"$1,400,014",—
13711,"$752,161",—
13712,"$750,000",—
13713,—,—
13714,"$1,000,000",—
13715,"$60,000,000",—
13716,"$3,155,000",—
13717,"$1,213,875",—
13718,"$75,000",—
13719,"$1,000,000",—
13720,"$588,118",—
13721,"$20,000,000",—
13722,"$2,235,000",—
13723,"$2,631,042",—
13724,"$10,000,000",—
13725,—,—
13726,"$5,000,000",—
13727,"$1,000,000",—
13728,"£99,648",—
13729,—,—
13730,—,—
13731,"$13,000,000",—
13732,—,—
13733,"$1,200,000",—
13734,"$235,000",—
13735,"£1,043,821",—
13736,"$15,000,000",—
13737,"$26,000",—
13738,"$5,000,000",—
13739,"$850,000",—
13740,"€150,000",—
13741,"$550,000",—
13742,"$500,000",—
13743,"£82,020",—
13744,"$2,000,000",—
13745,"$555,000",—
13746,"$325,000",—
13747,"£49,257",—
13748,"$7,000,000",—
13749,—,—
13750,"$130,000",—
13751,—,—
13752,"$10,000,000",—
13753,"$184,000",—
13754,—,—
13755,"$800,000",—
13756,"€340,000",—
13757,"$1,200,000",—
13758,"$20,000",—
13759,"€185,000","€945,000"
13760,—,—
13761,—,—
13762,—,—
13763,"¥168,180,000",—
13764,—,—
13765,"$950,005",—
13766,"$2,500,000",—
13767,"$40,000,000",—
13768,—,—
13769,—,—
13770,"€3,100,000",—
13771,"$100,000,000",—
13772,"$1,000,000",—
13773,—,—
13774,—,—
13775,"$1,420,000",—
13776,"$200,000",—
13777,"$25,000",—
13778,"$13,000,000",—
13779,—,—
13780,—,—
13781,"$2,800,000",—
13782,"$375,000",—
13783,"$1,500,000",—
13784,"$1,850,000",—
13785,"€550,000",—
13786,"$78,360",—
13787,"$3,550,000",—
13788,—,—
13789,—,—
13790,"$800,000",—
13791,"$145,000",—
13792,—,—
13793,—,—
13794,"$15,000,000",—
13795,"$40,000,000",—
13796,"$2,077,050",—
13797,"$1,350,000",—
13798,"$25,000,000",—
13799,"$20,000",—
13800,—,—
13801,"$100,000",—
13802,"$610,791",—
13803,"$2,000,000",—
13804,"$20,000",—
13805,"$4,500,009",—
13806,"$20,000",—
13807,"$2,000,000",—
13808,"$20,000",—
13809,"€80,000",—
13810,—,—
13811,"$500,000",—
13812,"$15,000,000",—
13813,—,—
13814,"CA$1,200,000",—
13815,"$540,000",—
13816,"$20,000",—
13817,"$17,000,000",—
13818,—,—
13819,"$1,000,000",—
13820,"$100,000",—
13821,"$36,834,000",—
13822,"$2,892,750",—
13823,"$4,000,000",—
13824,"CN¥10,000,000",—
13825,"$10,020,205",—
13826,"$500,000",—
13827,"¥31,818,000",—
13828,"$4,000,000",—
13829,"$300,000",—
13830,"$6,570,000",—
13831,"$7,000,000",—
13832,"$10,000,005",—
13833,"CHF10,000",—
13834,"$3,000,000",—
13835,"$280,000",—
13836,"$325,000",—
13837,"$2,800,000",—
13838,"$85,000,000","$615,000,000"
13839,"$10,000,000",—
13840,"CN¥14,250,000",—
13841,"$1,099,999",—
13842,"$1,000,000",—
13843,"CA$6,000,000",—
13844,"$160,000",—
13845,—,—
13846,"£3,500,000",—
13847,"$67,000,000",—
13848,"$6,000,000",—
13849,"$180,000",—
13850,"$93,092,700",—
13851,"$35,000,000",—
13852,—,—
13853,"$50,000,000",—
13854,"$3,600,000",—
13855,"$100,000",—
