,industry,index_x,target_name,target_founded,target_status,alive
99053,Medical Devices & Equipment,245352.0,Catalyst Orthoscience,2014.0,Alive / Active,1
99108,Health & Wellness (non-internet/mobile)…,245468.0,KOOH Sports,2010.0,Alive / Active,1
99113,Internet Software & Services,245482.0,PurelyB,2015.0,Alive / Active,1
99137,Drug Development,245553.0,Aquinnah Pharmaceuticals,2014.0,Alive / Active,1
99139,Medical Devices & Equipment,245561.0,Stimdia Medical,2015.0,Alive / Active,1
99147,Medical Facilities & Services,245588.0,American In-Home Care,1992.0,Alive / Active,1
99165,Mobile Software & Services,232535.0,MobieFit Technologies,2015.0,Alive / Active,1
99169,Internet Software & Services,244845.0,Cohero Health,2013.0,Acquired,0
99198,Internet Software & Services,186150.0,Buoy Health,2014.0,Alive / Active,1
99202,Medical Devices & Equipment,245698.0,Oxford Endovascular,2015.0,Alive / Active,1
99207,Healthcare Software,245711.0,GoX Labs,2014.0,Alive / Active,1
99213,Biotechnology,318075.0,Novoron Bioscience,2013.0,Alive / Active,1
99214,Drug Delivery,413661.0,NANOEGG,2006.0,Alive / Active,1
99226,Medical Devices & Equipment,245768.0,Third Pole Therapeutics,2014.0,Alive / Active,1
99243,Biotechnology,245856.0,Novellus,2012.0,Alive / Active,1
99258,Medical Devices & Equipment,245913.0,Axial 3D,2014.0,Alive / Active,1
99264,Biotechnology,237598.0,Anpac Bio,2010.0,IPO / Went public,0
99272,Drug Development,245927.0,Qu Biologics,2007.0,Alive / Active,1
99297,Biotechnology,246028.0,Finch Therapeutics,2014.0,IPO / Went public,0
99303,Biotechnology,246044.0,Invenio Imaging,2012.0,Alive / Active,1
99314,Mobile Software & Services,246095.0,Vitus Animal Health,2013.0,Alive / Active,1
99320,Medical Devices & Equipment,246130.0,Akros Medical,2014.0,Alive / Active,1
99329,Medical Facilities & Services,420621.0,Juding Medical,2008.0,Alive / Active,1
99335,Biotechnology,246183.0,Xios Therapeutics,2015.0,Alive / Active,1
99350,Biotechnology,249789.0,TCR2 Therapeutics,2015.0,IPO / Went public,0
99355,Medical Devices & Equipment,275562.0,Sense Diagnostics,2018.0,Alive / Active,1
99398,Mobile Software & Services,279208.0,Heartsentinel,2015.0,Alive / Active,1
99405,Mobile Software & Services,175544.0,Huma,2011.0,Alive / Active,1
99428,Disease Diagnosis,336222.0,Pinpoint Diagnostics,2016.0,Merged,0
99433,Dental Products & Services,339547.0,UPCERA,2003.0,Acquired,0
99444,Biotechnology,361086.0,Mirxes,2016.0,Alive / Active,1
99446,Biotechnology,362044.0,Cellevate,2014.0,Alive / Active,1
99448,Internet Software & Services,258931.0,Medbanks Network Technology,2014.0,Alive / Active,1
99452,Medical Devices & Equipment,374333.0,Hemideina,2017.0,Alive / Active,1
99465,Medical Devices & Equipment,382655.0,Azul Optics,2017.0,Alive / Active,1
99472,Mobile Software & Services,255845.0,HUINNO,2014.0,Alive / Active,1
99477,Internet Software & Services,322392.0,YDL.com,2015.0,Alive / Active,1
99479,Drug Development,333785.0,Weimou Bio,2016.0,Alive / Active,1
99481,Medical Equipment & Supplies,409216.0,SEPARATIVE,2014.0,Alive / Active,1
99536,Drug Delivery,274607.0,Shasqi,2018.0,Alive / Active,1
99593,Medical Devices & Equipment,504694.0,AILIS,2016.0,Alive / Active,1
99616,Mobile Software & Services,272744.0,Bioscape Digital,2011.0,Alive / Active,1
99624,Medical Devices & Equipment,314201.0,Otivio,2010.0,Alive / Active,1
99628,Internet Software & Services,298228.0,CallHealth Services,2015.0,Alive / Active,1
99634,Mobile Software & Services,411414.0,Yunshu,2014.0,Alive / Active,1
99635,Drug Development,273763.0,Connect Biopharmaceuticals,2012.0,IPO / Went public,0
99652,Internet Software & Services,1918.0,Zipnosis,2008.0,Acquired,0
99694,Medical Devices & Equipment,331508.0,Hilab,2004.0,Alive / Active,1
99697,Biotechnology,246257.0,Lodo Therapeutics,2015.0,Acquired,0
99709,Internet Software & Services,236877.0,WellView Health,2015.0,Alive / Active,1
99711,Biotechnology,246263.0,ZoMedica Pharmaceuticals,2015.0,IPO / Went public,0
99725,Mobile Software & Services,13268.0,OmeCare,2008.0,Alive / Active,1
99737,Medical Devices & Equipment,246343.0,Valley Respiratory Services,2006.0,Acquired,0
99766,Mobile Software & Services,287821.0,DANO,2013.0,Alive / Active,1
99771,Internet Software & Services,246386.0,REDCap Cloud,2014.0,Alive / Active,1
99773,Drug Development,246392.0,NextCure,2015.0,IPO / Went public,0
99785,Medical Devices & Equipment,246399.0,Rhythm Diagnostic Systems,2012.0,Alive / Active,1
99787,Internet Software & Services,246403.0,PlanMyMedicalTrip.com,2015.0,Alive / Active,1
99809,Drug Development,246448.0,Petra Pharma,2015.0,Alive / Active,1
99826,Biotechnology,246456.0,Homology Medicines,2015.0,IPO / Went public,0
99836,Biotechnology,229526.0,Geneius Biotechnology,2015.0,Alive / Active,1
99847,Internet Software & Services,246492.0,OneXinli,2011.0,Alive / Active,1
99865,Internet Software & Services,246506.0,PierianDx,2014.0,Alive / Active,1
99885,Drug Development,246520.0,C4 Therapeutics,2016.0,IPO / Went public,0
99897,Medical Devices & Equipment,187029.0,Pi-Cardia,2009.0,Alive / Active,1
99901,Internet Software & Services,246546.0,Push Doctor,2013.0,Alive / Active,1
99940,Dental Products & Services,253500.0,Fusiform,2017.0,Alive / Active,1
99950,Mobile Software & Services,298580.0,Sweatcoin,2015.0,Alive / Active,1
99958,Drug Development,359093.0,Shanghai Genechem,2002.0,Alive / Active,1
99962,Internet Software & Services,411062.0,Resonea,2016.0,Alive / Active,1
99964,Biotechnology,246542.0,AzarGen Biotechnologies,2003.0,Alive / Active,1
100000,Pharmaceutical Distribution & Wholesale…,307631.0,Ascent Health & Wellness,2014.0,Alive / Active,1
100007,Biotechnology,246666.0,Bamboo Therapeutics,2014.0,Acquired,0
100013,Disease Diagnosis,246675.0,GRAIL,2015.0,Acquired,0
100077,Mobile Software & Services,110972.0,higi,2012.0,Alive / Active,1
100102,Drug Development,246825.0,StemoniX,2014.0,Merged,0
100103,Biotechnology,245673.0,Tmunity Therapeutics,2015.0,Alive / Active,1
100107,Disease Diagnosis,277259.0,iGenetic Diagnostics,2013.0,Alive / Active,1
100108,Mobile Software & Services,278048.0,JodaCare,2015.0,Alive / Active,1
100112,Drug Development,246848.0,EicOsis,2011.0,Alive / Active,1
100153,Internet Software & Services,286340.0,Icometrix,2011.0,Alive / Active,1
100165,Mobile Software & Services,246929.0,Babylon Health,2013.0,Acquired,0
100179,Medical Equipment & Supplies,247005.0,Enviro-Linen,2009.0,Alive / Active,1
100180,Medical Devices & Equipment,247007.0,Lucerno Dynamics,2011.0,Alive / Active,1
100181,Medical Devices & Equipment,247009.0,Global Telehealth Solutions,2015.0,Alive / Active,1
100188,Mobile Software & Services,247029.0,Fitso,2015.0,Acquired,0
100232,Drug Development,247174.0,Morphogen-IX,2015.0,Alive / Active,1
100240,Drug Development,247218.0,Centauri Therapeutics,2014.0,Alive / Active,1
100261,Medical Equipment & Supplies,236553.0,National HME,2006.0,Alive / Active,1
100268,Drug Manufacturing,247280.0,HUM Nutrition,2012.0,Alive / Active,1
100294,Internet Software & Services,247382.0,Jaystreet Technologies,2013.0,Alive / Active,1
100295,Pharmaceuticals / Drugs,247416.0,Vireo Health,2014.0,IPO / Went public,0
100312,Internet Software & Services,247524.0,MedChart,2015.0,Alive / Active,1
100319,Drug Development,247533.0,Peptilogics,2013.0,Alive / Active,1
100326,Internet Software & Services,247549.0,VitreosHealth,2009.0,Acquired,0
100343,Internet Software & Services,210344.0,MphRx,2010.0,Alive / Active,1
100345,Medical Facilities & Services,203513.0,City of Hope,1913.0,Alive / Active,1
100347,Medical Devices & Equipment,257561.0,Forerunner Medical,2009.0,Alive / Active,1
100351,Healthcare Software,247636.0,Akili Interactive Labs,2011.0,Alive / Active,1
100356,Mobile Software & Services,247652.0,D-Eye,2015.0,Alive / Active,1
100362,Internet Software & Services,247677.0,Dorsata,2011.0,Alive / Active,1
100377,Pharmaceuticals / Drugs,435157.0,Naari Pharma,1978.0,Alive / Active,1
100379,Biotechnology,247699.0,Adaptive Sensory Technology,2016.0,Alive / Active,1
100383,Biotechnology,224624.0,CARsgen Therapeutics,2014.0,Alive / Active,1
100387,Internet Software & Services,247754.0,Patient Ip,2014.0,Alive / Active,1
100429,Medical Devices & Equipment,247863.0,Minnetronix,1996.0,Alive / Active,1
100457,Biotechnology,247932.0,Adicet Bio,2014.0,IPO / Went public,0
100482,Biotechnology,247984.0,Locus Biosciences,2015.0,Alive / Active,1
100498,Biotechnology,395075.0,PuREC,2016.0,Alive / Active,1
100521,Internet Software & Services,248099.0,Oncology Analytics,2009.0,Alive / Active,1
100523,Medical Devices & Equipment,248101.0,Pulse Flow,2010.0,Alive / Active,1
100524,Mobile Software & Services,134095.0,Apostrophe,2012.0,Acquired,0
100538,Disease Diagnosis,384932.0,SpinChip Diagnostics,2012.0,Alive / Active,1
100547,Healthcare Software,248181.0,4G Clinical,2016.0,Alive / Active,1
100564,Healthcare Software,263787.0,Datacubed Health,2016.0,Alive / Active,1
100583,Healthcare Software,248311.0,Decisio Health,2013.0,Alive / Active,1
100598,Internet Software & Services,269235.0,Cera,2016.0,Alive / Active,1
100600,Medical Devices & Equipment,277501.0,Ably Medical,2015.0,Alive / Active,1
100607,Biotechnology,396433.0,Neuracle Science,2015.0,Alive / Active,1
100608,Drug Delivery,363336.0,MDimune,2015.0,Alive / Active,1
100615,Medical Devices & Equipment,532816.0,Periwinkle Technologies,2013.0,Alive / Active,1
100647,Internet Software & Services,200124.0,Geisinger Health System,1915.0,Alive / Active,1
100649,Medical Devices & Equipment,245973.0,NeoLight,2014.0,Alive / Active,1
100660,Medical Devices & Equipment,248434.0,ID Genomics,2012.0,Alive / Active,1
100669,Internet Software & Services,316884.0,MOBILion Systems,2015.0,Alive / Active,1
100684,Disease Diagnosis,248473.0,AI Therapeutics,2013.0,Alive / Active,1
100696,Mobile Software & Services,175570.0,Pear Therapeutics,2013.0,Acquired,0
100701,Internet Software & Services,248516.0,Elemental Machines,2015.0,Alive / Active,1
100742,Medical Devices & Equipment,57679.0,HD Medical,2005.0,Alive / Active,1
100745,Internet Software & Services,248616.0,The Helper Bees,2015.0,Alive / Active,1
100759,Drug Development,321248.0,EditForce,2015.0,Alive / Active,1
100767,Biotechnology,570269.0,IntoCell,2015.0,Alive / Active,1
100806,Biotechnology,254862.0,Inscripta,2015.0,Alive / Active,1
100807,Medical Facilities & Services,276132.0,FidoCure,2015.0,Alive / Active,1
100818,Medical Devices & Equipment,334246.0,Healthup,2014.0,Alive / Active,1
100824,Internet Software & Services,249165.0,Blue Mesa Health,2015.0,Acquired,0
100825,Internet Software & Services,249167.0,HealthKick,2014.0,Alive / Active,1
100826,Internet Software & Services,249168.0,NexHealth,2017.0,Alive / Active,1
100832,Internet Software & Services,249174.0,TweeQ,2020.0,Alive / Active,1
100834,Internet Software & Services,256568.0,Telemedico,2014.0,Alive / Active,1
100844,Biotechnology,248806.0,Revitope Oncology,2016.0,Alive / Active,1
100865,Biotechnology,248859.0,Cellics Therapeutics,2014.0,Alive / Active,1
100893,Internet Software & Services,335547.0,NeighBor Doc,2016.0,Alive / Active,1
100895,Drug Discovery,225429.0,Yumanity Therapeutics,2014.0,IPO / Went public,0
100908,Medical Devices & Equipment,249042.0,Hemovent,2013.0,Alive / Active,1
100914,Healthcare Software,249044.0,Pieces Technologies,2016.0,Alive / Active,1
100957,Medical Facilities & Services,249138.0,Children's Hospital of Pittsburgh Foundation,1890.0,Alive / Active,1
100959,Medical Devices & Equipment,249150.0,Tusker Medical,2016.0,Acquired,0
100966,Internet Software & Services,249163.0,SignalPath,2014.0,Acquired,0
100986,Medical Devices & Equipment,241192.0,Allergy Amulet,2017.0,Alive / Active,1
100987,Healthcare Software,249238.0,Behold.ai,2015.0,Acquired,0
100989,Mobile Software & Services,216161.0,Aaptiv,2016.0,Alive / Active,1
101001,Healthcare Plans,394259.0,Equality Health,2015.0,Alive / Active,1
101002,Medical Facilities & Services,407977.0,Gosnold,1972.0,Alive / Active,1
101006,Healthcare Software,378721.0,Annet Innovation,2006.0,Alive / Active,1
101028,Biotechnology,249340.0,Cala Health,2014.0,Alive / Active,1
101033,Medical Devices & Equipment,249352.0,Hemorai,2014.0,Alive / Active,1
101050,Biotechnology,249381.0,Kalypso,2004.0,Alive / Active,1
101051,Medical Devices & Equipment,249387.0,Magnesium Development Company,2014.0,Alive / Active,1
101079,Internet Software & Services,249540.0,Saphetor,2014.0,Alive / Active,1
101082,Internet Software & Services,249548.0,Bloodbuy,2015.0,Alive / Active,1
101087,Biotechnology,249555.0,Corvidia Therapeutics,2015.0,Acquired,0
101090,Medical Facilities & Services,249566.0,The CORE Institute,2005.0,Alive / Active,1
101093,Biotechnology,77825.0,Micreos,2005.0,Alive / Active,1
101095,Biotechnology,249581.0,Pliant Therapeutics,2016.0,IPO / Went public,0
101102,Medical Devices & Equipment,249653.0,CertaScan Technologies,2014.0,Alive / Active,1
101106,Mobile Software & Services,279618.0,HeyDoc,2017.0,Alive / Active,1
101140,Biotechnology,249768.0,Creative Medical Technologies,2011.0,Alive / Active,1
101165,Mobile Software & Services,237872.0,BrainCheck,2014.0,Alive / Active,1
101177,Drug Development,249816.0,Impact Therapeutics,2009.0,Alive / Active,1
101186,Biotechnology,249864.0,Oxular,2014.0,Alive / Active,1
101204,Pharmaceuticals / Drugs,240807.0,ConnectiveRx,2005.0,Alive / Active,1
101236,Medical Facilities & Services,280624.0,WellBox,2016.0,Alive / Active,1
101263,Healthcare Software,233075.0,Diameter Health,2013.0,Alive / Active,1
101287,Medical Devices & Equipment,491874.0,Vincent Medical,1997.0,Alive / Active,1
101305,Biotechnology,260511.0,KeyNatura,2014.0,Alive / Active,1
101312,Mobile Software & Services,299328.0,Akira,2015.0,Acquired,0
101325,Mobile Software & Services,250159.0,MOTOSUMO,2012.0,Alive / Active,1
101340,Disease Diagnosis,250195.0,Oncophenomics,2016.0,Alive / Active,1
101398,Biotechnology,249416.0,Biotica,2004.0,Alive / Active,1
101408,Drug Manufacturing,337132.0,TOT BIOPHARM,2010.0,IPO / Went public,0
101433,Medical Facilities & Services,404628.0,Huimei Healthcare,2015.0,Alive / Active,1
101440,Drug Delivery,466773.0,Inventage Lab,2015.0,Alive / Active,1
101472,Internet Software & Services,250392.0,MaxQ AI,2013.0,Alive / Active,1
101487,Medical Facilities & Services,30759.0,LabConnect,2002.0,Alive / Active,1
101504,Drug Development,250462.0,ResQ Pharma,2015.0,Alive / Active,1
101507,Medical Facilities & Services,250469.0,Collidion,2015.0,Alive / Active,1
101539,Mobile Software & Services,250545.0,WellBrain,2014.0,Alive / Active,1
101554,Biotechnology,250575.0,Ashvattha Therapeutics,2015.0,Alive / Active,1
101555,Biotechnology,250603.0,Strata Oncology,2015.0,Alive / Active,1
101570,Medical Equipment & Supplies,250641.0,Liberty Medical,1989.0,Alive / Active,1
101583,Pharmaceuticals / Drugs,250664.0,ITM Isotopen Technologien Munchen,2004.0,Alive / Active,1
101608,Drug Development,249786.0,Tizona Therapeutics,2015.0,Alive / Active,1
101637,Medical Facilities & Services,250756.0,Mid-Atlantic Dental Partners,2015.0,Alive / Active,1
101642,Internet Software & Services,250761.0,Jvion,2011.0,Alive / Active,1
101644,Internet Software & Services,250803.0,Avalon AI,2015.0,Alive / Active,1
101651,Mobile Software & Services,266538.0,Maya,2014.0,Acquired,0
101659,Biotechnology,250784.0,Aprea Therapeutics,2003.0,IPO / Went public,0
101720,Medical Devices & Equipment,424413.0,Imperative Care,2015.0,Alive / Active,1
101724,Medical Information,247320.0,TARGET PharmaSolutions,2015.0,Alive / Active,1
101732,Medical Facilities & Services,251043.0,HealthEast Care System,1986.0,Alive / Active,1
101735,Biotechnology,294671.0,KoBioLabs,2014.0,IPO / Went public,0
101736,Internet Software & Services,304858.0,ONEUP,2015.0,Alive / Active,1
101742,Internet Software & Services,251185.0,iCARE,2011.0,Alive / Active,1
101770,Medical Devices & Equipment,254968.0,Aluna,2013.0,Alive / Active,1
101772,Medical Devices & Equipment,254969.0,mFluidX,2015.0,Alive / Active,1
101773,Biotechnology,254974.0,OneSkin,2016.0,Alive / Active,1
101775,Drug Development,254976.0,SyntheX,2016.0,Alive / Active,1
101816,Mobile Software & Services,252248.0,Patientory,2015.0,Alive / Active,1
101818,Internet Software & Services,252257.0,Agathos,2015.0,Alive / Active,1
101819,Mobile Software & Services,153550.0,Boundlss,2013.0,Alive / Active,1
101823,Biotechnology,262403.0,AxoSim Technologies,2014.0,Alive / Active,1
101858,Medical Devices & Equipment,92067.0,Fiagon,2007.0,Acquired,0
101869,Medical Devices & Equipment,78599.0,Apnicure,2007.0,Dead / Inactive,0
101890,Internet Software & Services,251392.0,Grr-ithm,2015.0,Alive / Active,1
101891,Drug Development,251393.0,eTheRNA,2013.0,Alive / Active,1
101903,Medical Devices & Equipment,251420.0,iSonoHealth,2015.0,Alive / Active,1
101911,Disease Diagnosis,332431.0,Volition,2010.0,IPO / Went public,0
101912,Drug Discovery,354999.0,AskAt,2013.0,Alive / Active,1
101913,Medical Devices & Equipment,356533.0,XCR Diagnostics,2015.0,Alive / Active,1
101923,Internet Software & Services,251434.0,QoC Health,2011.0,Acquired,0
101933,Medical Devices & Equipment,227675.0,MetriTrack,2014.0,Alive / Active,1
101957,Internet Software & Services,264670.0,Invivox,2017.0,Alive / Active,1
101966,Internet Software & Services,251518.0,Medical Departures,2015.0,Alive / Active,1
101986,Medical Devices & Equipment,251561.0,FineHeart,2010.0,Alive / Active,1
102042,Healthcare Software,251782.0,Loop Genomics,2015.0,Alive / Active,1
102043,Disease Diagnosis,251783.0,X-Zell,2009.0,Alive / Active,1
102044,Medical Devices & Equipment,251837.0,InnoVein,2015.0,Alive / Active,1
102045,Biotechnology,21615.0,Unima,2015.0,Alive / Active,1
102046,Mobile Software & Services,251863.0,Kip,2015.0,Acquired,0
102052,Mobile Software & Services,258624.0,Coala Life,2015.0,Alive / Active,1
102054,Mobile Software & Services,271507.0,Learning To Sleep,2011.0,Alive / Active,1
102061,Internet Software & Services,251695.0,Rockstep Solutions,2013.0,Alive / Active,1
102062,Biotechnology,251697.0,Abpro,2007.0,Alive / Active,1
102066,Healthcare Software,251717.0,Able Health,2015.0,Acquired,0
102067,Mobile Software & Services,251718.0,Opyacare,2015.0,Alive / Active,1
102082,Medical Devices & Equipment,251890.0,Day Zero Diagnostics,2016.0,Alive / Active,1
102088,Mobile Software & Services,283560.0,Amalgam Rx,2016.0,Alive / Active,1
102095,Mobile Software & Services,150051.0,Addicaid,2015.0,Alive / Active,1
102136,Internet Software & Services,388294.0,ReasonWhy,2011.0,Alive / Active,1
102146,Biotechnology,248498.0,Gadeta,2015.0,Acquired,0
102162,Mobile Software & Services,251941.0,Dreem,2014.0,Alive / Active,1
102173,Biotechnology,309531.0,NTxBio,2015.0,Alive / Active,1
102181,Mobile Software & Services,251990.0,Wysa,2015.0,Alive / Active,1
102189,Biotechnology,102374.0,AMAL Therapeutics,2012.0,Acquired,0
102210,Internet Software & Services,252091.0,HealthJoy,2014.0,Alive / Active,1
102213,Healthcare Software,257797.0,Sim&Cure,2014.0,Alive / Active,1
102234,Drug Delivery,252136.0,Elute,2016.0,Alive / Active,1
102235,Medical Devices & Equipment,252141.0,Wanliyun Medical Information Technology,2009.0,Alive / Active,1
102241,Disease Diagnosis,253224.0,BillionToOne,2016.0,Alive / Active,1
102249,Mobile Software & Services,377259.0,Molecular Warehouse,2015.0,Alive / Active,1
102251,Internet Software & Services,329540.0,WELMO,2013.0,Alive / Active,1
102279,Mobile Software & Services,259521.0,Healthy Roster,2015.0,Alive / Active,1
102289,Biotechnology,302492.0,Spruce Biosciences,2014.0,IPO / Went public,0
102291,Drug Development,311574.0,Pulmed Pharma,2015.0,Alive / Active,1
102293,Drug Delivery,346404.0,Evox Therapeutics,2016.0,Alive / Active,1
102297,Mobile Software & Services,290010.0,5ichong,2015.0,Alive / Active,1
102299,Mobile Software & Services,400122.0,Chongxin,2015.0,Alive / Active,1
102300,Mobile Software & Services,405777.0,Haoxinqing,2015.0,Alive / Active,1
102301,Biotechnology,406255.0,Pharvaris,2015.0,IPO / Went public,0
102303,Disease Diagnosis,406814.0,Cellspect,2014.0,Alive / Active,1
102314,Biotechnology,403724.0,G+FLAS Life Sciences,2014.0,Alive / Active,1
102326,Healthcare Software,287342.0,VitaDX International,2015.0,Alive / Active,1
102338,Drug Discovery,115017.0,Metabomed,2014.0,Alive / Active,1
102372,Healthcare Software,252909.0,AppliedVR,2016.0,Alive / Active,1
102374,Internet Software & Services,252911.0,Deep 6 AI,2015.0,Alive / Active,1
102388,Medical Devices & Equipment,252351.0,Sensydia,2015.0,Alive / Active,1
102393,Healthcare Plans,252393.0,Bright HealthCare,2016.0,IPO / Went public,0
102397,Internet Software & Services,252394.0,Katalyst,2016.0,Alive / Active,1
102409,Medical Devices & Equipment,252921.0,Inscope Medical Solutions,2014.0,Alive / Active,1
102411,Medical Devices & Equipment,252924.0,Stasis Labs,2015.0,Alive / Active,1
102413,Internet Software & Services,252926.0,WELL Health,2015.0,Alive / Active,1
102421,Medical Devices & Equipment,250328.0,Paradromics,2015.0,Alive / Active,1
102428,Internet Software & Services,232338.0,Cyrus Biotechnology,2014.0,Alive / Active,1
102456,Biotechnology,252666.0,Finox Biotech,2007.0,Alive / Active,1
102461,Medical Devices & Equipment,556247.0,Through The Cords,2013.0,Alive / Active,1
102464,Medical Facilities & Services,252511.0,Gateway Rehab,1972.0,Alive / Active,1
102474,Healthcare Software,56969.0,Medstreaming,2006.0,Alive / Active,1
102475,Biotechnology,252555.0,Prevencio,2006.0,Alive / Active,1
102481,Healthcare Software,252605.0,Softneta,2007.0,Alive / Active,1
102482,Biotechnology,260365.0,Platelet BioGenesis,2014.0,Alive / Active,1
102488,Dental Products & Services,350162.0,MALO CLINIC China,2012.0,Alive / Active,1
102495,Biotechnology,252558.0,WindMIL Therapeutics,2016.0,Alive / Active,1
102514,Biotechnology,252597.0,Karmagenes,2015.0,Alive / Active,1
102526,Medical Facilities & Services,252624.0,Valley Health Surgery Center,1993.0,Alive / Active,1
102532,Internet Software & Services,396558.0,Belly Balance,2016.0,Alive / Active,1
102534,Medical Devices & Equipment,416488.0,Peijia Medical,2012.0,IPO / Went public,0
102550,Biotechnology,252672.0,Topadur,2015.0,Alive / Active,1
102551,Medical Devices & Equipment,252674.0,Keranova,2015.0,Alive / Active,1
102555,Drug Discovery,252695.0,Vividion Therapeutics,2017.0,Acquired,0
102559,Medical Devices & Equipment,252718.0,Sonitor Technologies,1997.0,Alive / Active,1
102562,Biotechnology,272642.0,Maverick Therapeutics,2016.0,Acquired,0
102579,Medical Devices & Equipment,100376.0,FIRE1,2016.0,Alive / Active,1
102592,Biotechnology,252796.0,Silverback Therapeutics,2016.0,IPO / Went public,0
102600,Healthcare Software,252881.0,iCarbonX,2015.0,Alive / Active,1
102602,Biotechnology,253635.0,AbSci,2011.0,IPO / Went public,0
102632,Mobile Software & Services,252938.0,More Health,2014.0,Alive / Active,1
102633,Biotechnology,252947.0,RiverTown Therapeutics,2016.0,Alive / Active,1
102639,Medical Equipment & Supplies,260051.0,Biomodex,2015.0,Alive / Active,1
102644,Dental Products & Services,372806.0,Triangle Implant Center,2015.0,Alive / Active,1
102646,Biotechnology,322364.0,ImmuneOnco Biopharma,2015.0,Alive / Active,1
102652,Mobile Software & Services,252993.0,Elva,2013.0,Alive / Active,1
102653,Biotechnology,252994.0,Oncorus,2015.0,IPO / Went public,0
102676,Biotechnology,253088.0,TargEDys,2011.0,Alive / Active,1
102679,Drug Development,253089.0,Imara,2016.0,IPO / Went public,0
102685,Healthcare Software,253092.0,Resonance Medical,2014.0,Alive / Active,1
102718,Drug Manufacturing,253223.0,HempFusion,2015.0,IPO / Went public,0
102722,Healthcare Software,265773.0,Healx,2014.0,Alive / Active,1
102739,Disease Diagnosis,253218.0,BioFluidica,2013.0,Alive / Active,1
102745,Biotechnology,253264.0,Colorado Therapeutics,2015.0,Alive / Active,1
102755,Medical Devices & Equipment,166901.0,Innoblative Designs,2013.0,Alive / Active,1
102756,Medical Devices & Equipment,253296.0,Axon Therapies,2014.0,Alive / Active,1
102776,Medical Devices & Equipment,253443.0,G-Therapeutics,2008.0,Alive / Active,1
102785,Medical Facilities & Services,498619.0,KFZJ,2004.0,Alive / Active,1
102806,Biotechnology,245543.0,Candel Therapeutics,1999.0,IPO / Went public,0
102816,Biotechnology,241764.0,PB&B,2013.0,Alive / Active,1
102817,Health & Wellness (non-internet/mobile)…,253476.0,Shift Sciences,2016.0,Alive / Active,1
102824,Disease Diagnosis,262417.0,Matibabu,2013.0,Alive / Active,1
102825,Mobile Software & Services,262419.0,Capsule,2018.0,Alive / Active,1
102850,Internet Software & Services,253627.0,HealthVerity,2014.0,Alive / Active,1
102875,Internet Software & Services,253664.0,Kaiku Health,2012.0,Acquired,0
102901,Internet Software & Services,253702.0,SteadyMD,2016.0,Alive / Active,1
102915,Medical Devices & Equipment,260572.0,eCential Robotics,2009.0,Alive / Active,1
102926,Mobile Software & Services,253794.0,Lifespeed,2014.0,Alive / Active,1
102931,Medical Facilities & Services,253797.0,Jet Health,2016.0,Alive / Active,1
102952,Mobile Software & Services,188403.0,ClariCare,2013.0,Acquired,0
102953,Drug Development,245220.0,BioFactura,2003.0,Alive / Active,1
102967,Medical Facilities & Services,37156.0,Cancer Treatment Services International,2006.0,Acquired,0
102968,Biotechnology,245862.0,RAPT Therapeutics,2013.0,IPO / Went public,0
102988,Medical Devices & Equipment,253939.0,Dominion Aesthetic Technologies,2015.0,Alive / Active,1
102990,Mobile Software & Services,253943.0,Proactive Living,2015.0,Alive / Active,1
102995,Internet Software & Services,253967.0,MediBuddy,2000.0,Alive / Active,1
103001,Biotechnology,18034.0,Sirnaomics,2007.0,Alive / Active,1
103018,Biotechnology,254098.0,Keros Therapeutics,2015.0,IPO / Went public,0
103026,Medical Devices & Equipment,254141.0,Integrity Implants,2016.0,Merged,0
103037,Drug Development,286525.0,InventisBio,2013.0,Alive / Active,1
103040,Biotechnology,354019.0,Y-Biologics,2007.0,Alive / Active,1
103048,Mobile Software & Services,382583.0,Qare,2016.0,Acquired,0
103062,Biotechnology,335883.0,BinHui Biotech,2010.0,Alive / Active,1
103075,Mobile Software & Services,254161.0,ThingsMeet Solutions,2015.0,Alive / Active,1
103088,Drug Development,254207.0,Gila Therapeutics,2014.0,Alive / Active,1
103097,Medical Devices & Equipment,254218.0,Convexity Scientific,2014.0,Alive / Active,1
103102,Medical Devices & Equipment,158366.0,Axio Biosolutions,2008.0,Alive / Active,1
103107,Biotechnology,254241.0,Peptomyc,2014.0,Alive / Active,1
103131,Mobile Software & Services,219175.0,Shine,2016.0,Alive / Active,1
103136,Medical Facilities & Services,90577.0,BioAgilytix Labs,2008.0,Alive / Active,1
103138,Biotechnology,254337.0,Orchard Therapeutics,2015.0,IPO / Went public,0
103147,Medical Devices & Equipment,254366.0,Module Innovations,2014.0,Alive / Active,1
103151,Biotechnology,254401.0,B-MoGen Biotechnologies,2015.0,Acquired,0
103152,Internet Software & Services,254409.0,Somnoware,2014.0,Alive / Active,1
103199,Medical Devices & Equipment,254557.0,Oska Wellness,2015.0,Alive / Active,1
103217,Mobile Software & Services,258731.0,ph360,2014.0,Alive / Active,1
103222,Drug Development,254621.0,Ethypharm,1977.0,Alive / Active,1
103243,Internet Software & Services,307500.0,Twiik,2015.0,Alive / Active,1
103302,Biotechnology,254809.0,Pillar Biosciences,2014.0,Alive / Active,1
103316,Drug Discovery,254874.0,OxStem,2016.0,Alive / Active,1
103321,Medical Devices & Equipment,254875.0,IRRAS,2011.0,IPO / Went public,0
