node,country,continent,industry,bipartite,id,deg_max,deg_min,deg_median,voterank_max,voterank_min,voterank_median,clustering_max,clustering_min,clustering_median,harmonic_centrality_max,harmonic_centrality_min,harmonic_centrality_median,closeness_centrality_max,closeness_centrality_min,closeness_centrality_median,newman_betweenness_centrality_max,newman_betweenness_centrality_min,newman_betweenness_centrality_median,pagerank_max,pagerank_min,pagerank_median,betweenness_centrality_max,betweenness_centrality_min,betweenness_centrality_median,eigenvector_centrality_max,eigenvector_centrality_min,eigenvector_centrality_median,average_neighbor_degree_max,average_neighbor_degree_min,average_neighbor_degree_median,num_inv,deg_org,voterank_org,clustering_org,core_number_org,harmonic_centrality_org,closeness_centrality_org,newman_betweenness_centrality_org,pagerank_org,eigenvector_centrality_org,average_neighbor_degree_org
Truveris,United States,North America,Healthcare Software,1,16009,18.0,6.0,11.5,5057.0,574.0,927.0,0.533333333,0.303030303,0.43837535000000005,1775.880952,1337.43373,1568.6543649999999,0.27093268,0.207802965,0.241145959,0.000760887,4.48e-05,0.0003112325,0.000178444,0.000103466,0.00016807349999999998,0.000670672,2.36e-05,0.0002223595,0.000598179,4.39e-06,0.0001462905,44.85714286,7.777777778,19.638888885,4,6.0,3810.0,0.266666667,5.0,1641.705159,0.263655329,4.15e-05,6.55e-05,2.02e-05,21.83333333
Arsanis,United States,North America,Biotechnology,1,16021,636.0,4.0,269.0,2310.0,3.0,44.0,1.0,0.088030506,0.1112197885,2745.90119,1222.088889,2498.382143,0.387983547,0.190803933,0.36573230450000005,0.023426491,0.0,0.0080839305,0.002596856,9.09e-05,0.0012906395,0.024563732,0.0,0.008623028,0.109484914,6.54e-07,0.040178224,122.3498542,3.75,104.73584905,4,152.0,1206.0,0.406413384,95.0,2428.517857,0.374582827,0.000513449,0.000253836,0.012964157,214.2894737
Spectral Md,United States,North America,Medical Devices & Equipment,1,16025,30.0,30.0,30.0,291.0,291.0,291.0,0.169312169,0.169312169,0.169312169,1626.534524,1626.534524,1626.534524,0.24795865,0.24795865,0.24795865,0.001787838,0.001787838,0.001787838,0.000459779,0.000459779,0.000459779,0.001645616,0.001645616,0.001645616,0.000139632,0.000139632,0.000139632,15.63333333,15.63333333,15.63333333,1,159.0,,1.0,159.0,1935.119444,0.296772697,0.0,0.000179243,0.000974937,173.2515723
Aural Analytics,United States,North America,Healthcare Software,1,16027,50.0,50.0,50.0,138.0,138.0,138.0,0.144503546,0.144503546,0.144503546,1704.786905,1704.786905,1704.786905,0.258993424,0.258993424,0.258993424,0.004743891,0.004743891,0.004743891,0.000739344,0.000739344,0.000739344,0.004857264,0.004857264,0.004857264,0.000193981,0.000193981,0.000193981,15.6,15.6,15.6,1,70.0,4420.0,1.0,70.0,2101.572619,0.326614281,0.0,0.000135969,0.00255361,140.2571429
iByer Dental Group,China,Asia,Dental Products & Services,1,16029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Fertility Focus,United Kingdom,Europe,Medical Devices & Equipment,1,16031,12.0,4.0,10.0,3862.0,584.0,779.0,1.0,0.363636364,0.785714286,1350.994444,1076.340476,1082.245238,0.209310505,0.168868012,0.169276326,0.001623758,0.0,1.27e-06,0.000233181,8.02e-05,0.000176657,0.001615657,0.0,1.07e-06,7.12e-06,5.06e-08,5.39e-08,8.666666667,6.5,8.5,3,4.0,,1.0,4.0,1380.442063,0.224657661,0.0,7.51e-05,6.72e-07,10.25
Retina Implant,Germany,Europe,Medical Devices & Equipment,1,16032,2.0,2.0,2.0,3279.0,3279.0,3279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,4.71e-30,4.71e-30,4.71e-30,1.0,1.0,1.0,1,,,,,,,,,,
BerGenBio,Norway,Europe,Biotechnology,1,16033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,3270.0,1.0,2.0,2.0,0.000335121,0.0,0.000167532,8.45e-37,2.0
Livionex,United States,North America,Drug Development,1,16036,5.0,5.0,5.0,4030.0,4030.0,4030.0,1.0,1.0,1.0,1635.657143,1635.657143,1635.657143,0.251389244,0.251389244,0.251389244,0.0,0.0,0.0,5.14e-05,5.14e-05,5.14e-05,0.0,0.0,0.0,0.000208168,0.000208168,0.000208168,45.6,45.6,45.6,1,1.0,,0.0,1.0,1522.323016,0.245982158,0.0,2.87e-05,4.17e-06,24.0
VENITI,United States,North America,Medical Devices & Equipment,1,16040,329.0,9.0,77.5,901.0,58.0,205.5,0.388888889,0.106670585,0.17798577799999998,2512.804762,1554.367063,2107.3619049999998,0.362488245,0.238720195,0.31320153900000003,0.005266739,0.001439257,0.0033287720000000002,0.001261643,0.00017232,0.000492226,0.005103914,0.001409296,0.0034967440000000004,0.074534162,6.65e-05,0.0058794255,146.7902736,18.0,77.86613119,4,44.0,1935.0,0.342494715,31.0,2188.189286,0.340754042,0.000719278,0.000137148,0.002380177,147.25
Isis Parenting,United States,North America,Medical Facilities & Services,1,16043,60.0,3.0,6.0,4944.0,660.0,3416.0,0.286751361,0.0,0.2,2155.905952,1519.643254,1669.844444,0.318474587,0.233406458,0.256343661,0.000848776,0.0,0.000314944,0.000283688,4.89e-05,0.000102307,0.000824926,0.0,0.000289639,0.014481995,0.000102162,0.000331215,169.1,21.0,43.16666667,3,,,,,,,,,,
Moderna Therapeutics,United States,North America,Drug Development,1,16049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Zipnosis,United States,North America,Internet Software & Services,1,16068,153.0,7.0,18.0,4787.0,95.0,1079.5,0.761904762,0.113605091,0.285714286,3543.983333,2525.661905,2755.22619,0.29452103,0.219053167,0.23651264,0.002886531,4.05e-06,0.000194727,0.000524534,4.17e-05,9.55e-05,0.00296122,2.66e-06,0.000177604,0.0179603,9.13e-05,0.00059586,127.3492063,21.8,54.66666667,7,43.0,3102.0,0.377630122,30.0,3483.248449,0.311403707,0.000211283,7.91e-05,0.001210044,123.3488372
Janus Biotherapeutics,United States,North America,Biotechnology,1,16089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
ConnectedHealth,Singapore,Asia,Medical Devices & Equipment,1,16094,4.0,2.0,4.0,2174.0,1500.0,1837.0,1.0,1.0,1.0,2.0,2.0,2.0,0.000320667,0.000320667,0.000320667,0.0,0.0,0.0,0.000178004,0.000124915,0.000178004,0.0,0.0,0.0,5.870000000000001e-26,4.3000000000000005e-26,5.870000000000001e-26,4.0,2.5,2.5,3,,,,,,,,,,
iCeutica,United States,North America,Pharmaceuticals / Drugs,1,16097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Premier Medical,United States,North America,Medical Equipment & Supplies,1,16098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Medical Pharmacies Group,Canada,North America,Medical Facilities & Services,1,16103,2.0,2.0,2.0,2938.0,2938.0,2938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,4.71e-30,4.71e-30,4.71e-30,1.0,1.0,1.0,1,,,,,,,,,,
BioCurity Pharmaceuticals,United States,North America,Biotechnology,1,16110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
BASIS Science,United States,North America,Mobile Software & Services,1,16114,60.0,3.0,4.0,2120.0,236.0,1178.0,0.333333333,0.0,0.154869933,2064.739286,1368.626587,1475.25754,0.306796296,0.211966611,0.2271909,0.00141023,4.73e-06,2.46e-05,0.000374484,7.36e-05,8.03e-05,0.001296941,7.21e-07,1.52e-05,0.005038638,8.54e-06,3.56e-05,83.95,4.666666667,16.75,3,8.0,2269.0,0.464285714,5.0,1741.186111,0.277751118,0.000404366,9.78e-05,0.000113197,46.125
Ensol Biosciences,South Korea,Asia,Drug Discovery,1,16118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Great Lakes NeuroTechnologies,United States,North America,Biotechnology,1,16119,50.0,6.0,21.0,3690.0,138.0,586.0,0.415204678,0.144503546,0.333333333,1704.786905,1291.803571,1489.097619,0.258993424,0.200259049,0.227974242,0.004743891,1.07e-05,0.000647238,0.000739344,0.000129039,0.000300978,0.004857264,7.15e-06,0.000621994,0.000193981,2.85e-06,3.5e-05,21.83333333,15.6,18.76190476,3,73.0,1278.0,0.945205479,70.0,2103.739286,0.326750451,5.89e-05,0.00014815,0.002585592,136.5890411
Biosortia Pharmaceuticals,United States,North America,Drug Discovery,1,16125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
PathoQuest,France,Europe,Biotechnology,1,16133,1.0,1.0,1.0,,,,0.0,0.0,0.0,1256.49246,1256.49246,1256.49246,0.196246934,0.196246934,0.196246934,0.0,0.0,0.0,3.66e-05,3.66e-05,3.66e-05,0.0,0.0,0.0,1.69e-06,1.69e-06,1.69e-06,6.0,6.0,6.0,1,2.0,3844.0,1.0,2.0,1594.919444,0.257855804,0.0,4.94e-05,1.07e-05,33.0
BioVersys,Switzerland,Europe,Biotechnology,1,16141,3.0,3.0,3.0,3589.0,1971.0,2780.0,0.0,0.0,0.0,1.0,1.0,1.0,0.000160333,0.000160333,0.000160333,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,2.06e-27,2.06e-27,2.06e-27,2.0,2.0,2.0,2,,,,,,,,,,
Ceterix Orthopaedics,United States,North America,Medical Devices & Equipment,1,16147,285.0,78.0,181.5,415.0,34.0,224.5,0.207459207,0.09636768,0.1519134435,2496.630952,2163.497619,2330.0642855,0.364542317,0.3212686,0.3429054585,0.008373858,0.000825822,0.00459984,0.001392854,0.00039787,0.000895362,0.008519955,0.00076681,0.0046433824999999995,0.031634362,0.009835143,0.0207347525,114.2051282,94.43859649,104.321862345,2,82.0,3636.0,0.722372779,75.0,2238.422619,0.345105371,1.96e-05,0.000132,0.00610113,204.5
Enable Injections,United States,North America,Drug Delivery,1,16163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Tracon Pharmaceuticals,United States,North America,Drug Development,1,16168,209.0,2.0,42.0,3700.0,200.0,576.0,1.0,0.193960511,0.306505323,2276.939286,1629.943254,2010.161905,0.328813242,0.248372626,0.299161574,0.001436002,0.0,0.000379122,0.000662893,3.11e-05,0.000243281,0.00150767,0.0,0.000318202,0.060475759,0.000519628,0.009832193,237.9259259,71.64285714,152.6388889,6,30.0,2582.0,0.377011494,25.0,2084.539286,0.325008299,0.000219175,9.02e-05,0.002980515,218.7
Sequana Medical,Switzerland,Europe,Medical Devices & Equipment,1,16170,91.0,15.0,26.0,942.0,278.0,545.0,0.371428571,0.125,0.225740552,2251.155952,1757.155952,1949.805952,0.332976017,0.268760691,0.294443229,0.002228477,0.000103898,0.000535716,0.000476835,0.000138327,0.000219077,0.00218848,5.76e-05,0.000450985,0.01434869,0.000645793,0.002057469,136.2967033,42.93333333,82.66666667,5,36.0,2444.0,0.353968254,28.0,2091.562302,0.328393396,0.000155691,0.000113484,0.001069644,106.25
Keystone Heart,Israel,Asia,Medical Devices & Equipment,1,16171,636.0,636.0,636.0,3.0,3.0,3.0,0.088030506,0.088030506,0.088030506,2745.90119,2745.90119,2745.90119,0.387983547,0.387983547,0.387983547,0.023426491,0.023426491,0.023426491,0.002596856,0.002596856,0.002596856,0.024563732,0.024563732,0.024563732,0.109484914,0.109484914,0.109484914,105.4716981,105.4716981,105.4716981,1,64.0,,1.0,64.0,2291.222619,0.355780809,0.0,0.000108835,0.00765626,266.1875
Ascletis Pharma,China,Asia,Drug Development,1,16172,2.0,2.0,2.0,3284.0,3284.0,3284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,4.71e-30,4.71e-30,4.71e-30,1.0,1.0,1.0,2,,,,,,,,,,
Simplee,United States,North America,Internet Software & Services,1,16182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
HealthSpot,United States,North America,Internet Software & Services,1,16186,2.0,2.0,2.0,3298.0,3285.0,3291.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,4.71e-30,4.71e-30,4.71e-30,1.0,1.0,1.0,3,,,,,,,,,,
Quantapore,United States,North America,Biotechnology,1,16189,1.0,1.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,0.000117647,0.000117647,0.000117647,0.0,0.0,0.0,8.26e-05,8.26e-05,8.26e-05,0.0,0.0,0.0,1.47e-28,1.47e-28,1.47e-28,3.0,3.0,3.0,1,1.0,,0.0,1.0,1672.135426,0.198861751,0.0,4.31e-05,1.46e-07,2.0
KellBenX,United States,North America,Disease Diagnosis,1,16200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Rennova Health,United States,North America,Medical Information,1,16209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Mental Health Technologies,Japan,Asia,Internet Software & Services,1,16213,2.0,2.0,2.0,3286.0,3286.0,3286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,4.71e-30,4.71e-30,4.71e-30,1.0,1.0,1.0,1,,,,,,,,,,
Orthogonal,United States,North America,Healthcare Software,1,16217,12.0,12.0,12.0,1472.0,1472.0,1472.0,0.46969697,0.46969697,0.46969697,1406.70754,1406.70754,1406.70754,0.216202285,0.216202285,0.216202285,0.000183531,0.000183531,0.000183531,0.000185891,0.000185891,0.000185891,9.9e-05,9.9e-05,9.9e-05,1.79e-05,1.79e-05,1.79e-05,11.5,11.5,11.5,1,5.0,4061.0,1.0,5.0,1392.846825,0.224712873,0.0,9.31e-05,8.4e-07,10.2
CareDox,United States,North America,Internet Software & Services,1,16237,67.0,8.0,44.0,2660.0,212.0,522.0,1.0,0.140666314,0.219810041,2116.379762,1673.370238,2016.039286,0.313338914,0.257105105,0.300958283,0.004514629,0.0,0.001308557,0.000420583,7.36e-05,0.000297119,0.004524383,0.0,0.001134487,0.012235028,0.000181138,0.003043149,119.7164179,26.44444444,62.703125,6,19.0,2512.0,0.315789474,14.0,1883.78373,0.299674446,0.000144374,9.8e-05,0.000239279,58.68421053
Rethink Autism,United States,North America,Internet Software & Services,1,16244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Enumeral Biomedical,United States,North America,Drug Discovery,1,16252,74.0,36.0,55.0,1136.0,417.0,776.5,0.263492063,0.179968701,0.221730382,2159.105952,2105.913095,2132.5095235,0.320900446,0.313876055,0.31738825049999997,0.000846741,0.000715046,0.0007808935,0.000387946,0.000212422,0.000300184,0.000772215,0.000671705,0.00072196,0.00736354,0.006526894,0.006945217,163.25,97.06756757,130.158783785,2,21.0,2111.0,0.523809524,16.0,2064.739286,0.325722263,3.01e-05,7.27e-05,0.000873169,120.5714286
Empatica,United States,North America,Mobile Software & Services,1,16255,3.0,3.0,3.0,6605.0,6605.0,6605.0,0.333333333,0.333333333,0.333333333,1505.66627,1505.66627,1505.66627,0.133828981,0.133828981,0.133828981,0.000146927,0.000146927,0.000146927,8.88e-05,8.88e-05,8.88e-05,0.000146927,0.000146927,0.000146927,1.5e-09,1.5e-09,1.5e-09,3.0,3.0,3.0,1,3.0,,1.0,3.0,2374.682648,0.21957016,0.0,3.07e-05,4.74e-07,29.33333333
Deton Corp.,United States,North America,Medical Devices & Equipment,1,16258,30.0,30.0,30.0,291.0,291.0,291.0,0.169312169,0.169312169,0.169312169,1626.534524,1626.534524,1626.534524,0.24795865,0.24795865,0.24795865,0.001787838,0.001787838,0.001787838,0.000459779,0.000459779,0.000459779,0.001645616,0.001645616,0.001645616,0.000139632,0.000139632,0.000139632,15.63333333,15.63333333,15.63333333,1,159.0,,1.0,159.0,1935.119444,0.296772697,0.0,0.000179243,0.000974937,173.2515723
RegenxBio,United States,North America,Biotechnology,1,16261,50.0,50.0,50.0,138.0,138.0,138.0,0.144503546,0.144503546,0.144503546,1704.786905,1704.786905,1704.786905,0.258993424,0.258993424,0.258993424,0.004743891,0.004743891,0.004743891,0.000739344,0.000739344,0.000739344,0.004857264,0.004857264,0.004857264,0.000193981,0.000193981,0.000193981,15.6,15.6,15.6,1,70.0,4444.0,1.0,70.0,2101.572619,0.326614281,0.0,0.000135969,0.00255361,140.2571429
1DocWay,United States,North America,Internet Software & Services,1,16276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,3761.0,0.0,1.0,1.0,0.00016756,0.0,0.000167532,5.72e-40,1.0
MD On-Line,United States,North America,Internet Software & Services,1,16292,329.0,4.0,4.0,3801.0,42.0,2116.0,1.0,0.130680555,1.0,2563.721429,1705.957143,1705.957143,0.373318548,0.2615835,0.2615835,0.008075708,0.0,0.0,0.001430508,6.45e-05,6.45e-05,0.008832192,0.0,0.0,0.061321996,0.000435698,0.000435698,132.893617,84.25,84.25,3,30.0,,1.0,30.0,2214.695635,0.345496573,0.0,6.67e-05,0.003728222,296.4666667
Atossa Genetics,United States,North America,Medical Devices & Equipment,1,16298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
HealthPrize Technologies,United States,North America,Internet Software & Services,1,16307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
MedTest Holdings,United States,North America,Medical Devices & Equipment,1,16319,3.0,3.0,3.0,3601.0,1973.0,2787.0,0.0,0.0,0.0,1.0,1.0,1.0,0.000160333,0.000160333,0.000160333,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,2.06e-27,2.06e-27,2.06e-27,2.0,2.0,2.0,2,3.0,,1.0,3.0,3.0,0.000502681,0.0,0.000167532,1.5e-34,3.0
AgileMD,United States,North America,Internet Software & Services,1,16322,13.0,2.0,12.0,3290.0,809.0,2049.5,0.509090909,0.0,0.393939394,1640.140873,0.0,1640.05754,0.250042446,0.0,0.249976797,0.000150277,0.0,3.7e-05,0.000160308,0.000116803,0.000131612,6.11e-05,0.0,1.89e-05,0.000245929,4.71e-30,0.00020204,30.58333333,1.0,26.84615385,4,6.0,4038.0,0.666666667,5.0,1612.895635,0.258890099,3.25e-05,8.41e-05,1.8e-05,20.83333333
MI Bioresearch,United States,North America,Medical Facilities & Services,1,16328,72.0,27.0,49.5,3700.0,285.0,1992.5,0.47008547,0.1885759,0.329330685,2070.596429,2010.161905,2040.379167,0.308226489,0.299161574,0.30369403149999996,0.00184241,0.000125244,0.000983827,0.000398874,0.000125051,0.0002619625,0.001934538,0.000118105,0.0010263215,0.009832193,0.005903774,0.0078679835,237.9259259,82.88888889,160.407407395,2,14.0,,0.56043956,14.0,1956.443254,0.308210117,5.65e-06,5.28e-05,0.000455711,107.2857143
Coramed Technologies,United States,North America,Medical Equipment & Supplies,1,16332,24.0,24.0,24.0,506.0,506.0,506.0,0.428571429,0.428571429,0.428571429,1671.520238,1671.520238,1671.520238,0.255394749,0.255394749,0.255394749,0.000437081,0.000437081,0.000437081,0.000312153,0.000312153,0.000312153,0.00041651,0.00041651,0.00041651,0.000178282,0.000178282,0.000178282,25.5,25.5,25.5,1,8.0,,1.0,8.0,1979.305952,0.312778796,0.0,4.27e-05,0.000403437,197.125
Mytonomy,United States,North America,Internet Software & Services,1,16333,11.0,11.0,11.0,4596.0,4596.0,4596.0,0.618181818,0.618181818,0.618181818,1611.827381,1611.827381,1611.827381,0.247340267,0.247340267,0.247340267,0.000794939,0.000794939,0.000794939,0.00016381,0.00016381,0.00016381,0.000685027,0.000685027,0.000685027,0.000142749,0.000142749,0.000142749,21.36363636,21.36363636,21.36363636,1,,,,,,,,,,
SciFluor Life Sciences,United States,North America,Drug Discovery,1,16335,3.0,3.0,3.0,1970.0,1970.0,1970.0,0.0,0.0,0.0,1.0,1.0,1.0,0.000160333,0.000160333,0.000160333,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,2.06e-27,2.06e-27,2.06e-27,2.0,2.0,2.0,1,5.0,3384.0,1.0,5.0,5.0,0.000837802,0.0,0.000167532,2.22e-31,5.0
BioCritica,United States,North America,Drug Development,1,16343,113.0,95.0,104.0,504.0,419.0,461.5,0.244881245,0.20268757,0.2237844075,2301.172619,2241.789286,2271.4809525,0.339433734,0.330939042,0.335186388,0.00170135,0.000777708,0.001239529,0.000483115,0.000444474,0.00046379449999999997,0.001626021,0.000738549,0.001182285,0.027404671,0.013925962,0.0206653165,168.1061947,128.3263158,148.21625525000002,2,20.0,4255.0,0.515789474,17.0,2117.839286,0.332131013,1.61e-05,6.2e-05,0.001424238,185.45
Calysta,United States,North America,Biotechnology,1,16344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
SKS Ocular,United States,North America,Alternative Medicine,1,16347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Adavium Medical,United States,North America,Medical Devices & Equipment,1,16352,310.0,310.0,310.0,33.0,33.0,33.0,0.102436651,0.102436651,0.102436651,2515.75119,2515.75119,2515.75119,0.365073476,0.365073476,0.365073476,0.007246215,0.007246215,0.007246215,0.001423805,0.001423805,0.001423805,0.007645879,0.007645879,0.007645879,0.045763173,0.045763173,0.045763173,111.1483871,111.1483871,111.1483871,2,27.0,,1.0,27.0,2106.517063,0.328550729,0.0,6.11e-05,0.00243434,218.6296296
Suzhou Kintor Pharma,China,Asia,Drug Development,1,16356,9.0,3.0,6.0,3555.0,1133.0,2344.0,0.444444444,0.0,0.222222222,1436.114683,1128.994841,1282.554762,0.221782349,0.176886936,0.1993346425,0.00280307,0.0,0.001401535,0.000199732,7.49e-05,0.000137316,0.002730351,0.0,0.0013651755,2.07e-05,1.46e-07,1.0423e-05,10.44444444,4.0,7.22222222,2,3.0,,1.0,3.0,1327.24127,0.216390174,0.0,7.16e-05,2.73e-07,6.666666667
Lumicell,United States,North America,Medical Devices & Equipment,1,16357,16.0,16.0,16.0,989.0,989.0,989.0,0.233333333,0.233333333,0.233333333,1794.841667,1794.841667,1794.841667,0.273752623,0.273752623,0.273752623,0.000190698,0.000190698,0.000190698,0.000147605,0.000147605,0.000147605,0.000137748,0.000137748,0.000137748,0.000719896,0.000719896,0.000719896,53.0,53.0,53.0,1,3.0,,1.0,3.0,1736.771825,0.277652719,0.0,3.71e-05,0.000113468,101.6666667
Hilosoft,United States,North America,Healthcare Software,1,16359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Sapiens Steering Brain Simulation,Netherlands,Europe,Medical Devices & Equipment,1,16360,150.0,6.0,70.0,1512.0,75.0,109.0,0.8,0.092528337,0.1609593675,2371.211905,1714.297619,2135.072619,0.350944204,0.263290643,0.3184614535,0.020314368,2.22e-06,0.003574077,0.000988897,6.82e-05,0.00050058,0.022097618,1.02e-06,0.003474392,0.019674686,0.000298564,0.0056755505,118.8133333,48.08333333,80.02499219,6,91.0,1325.0,0.321611722,53.0,2328.567857,0.362767975,0.000838685,0.000239057,0.003649652,141.0879121
PRISM BioLab,Japan,Asia,Drug Discovery,1,16362,47.0,5.0,12.5,6135.0,451.0,1184.0,0.6,0.169287697,0.3444444445,2288.834524,1492.936111,1927.2380954999999,0.282076941,0.1912376,0.2425935675,0.000717652,4.42e-05,0.000201259,0.000247974,7.31e-05,0.0001101625,0.000669002,2.51e-05,0.000199262,0.00298043,6.32e-06,0.00030609949999999995,114.1176471,8.0,28.003205125,6,14.0,2159.0,0.505494505,9.0,2185.70754,0.282124599,0.000103363,7.78e-05,0.00018629,44.64285714
Avante Surgical Partners,United States,North America,Medical Facilities & Services,1,16364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
BitGym,United States,North America,Mobile Software & Services,1,16368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.0,,1.0,8.0,1624.745635,0.260772891,0.0,0.000100295,3.3e-05,20.25
Medpace,United States,North America,Medical Facilities & Services,1,16369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Ideal Implant,United States,North America,Elective & Aesthetic Medicine,1,16378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Leaf Healthcare,United States,North America,Medical Devices & Equipment,1,16394,20.0,20.0,20.0,818.0,818.0,818.0,0.315789474,0.315789474,0.315789474,2497.197619,2497.197619,2497.197619,0.243255765,0.243255765,0.243255765,0.000266214,0.000266214,0.000266214,0.000117642,0.000117642,0.000117642,0.00024084,0.00024084,0.00024084,0.000615533,0.000615533,0.000615533,41.65,41.65,41.65,1,1.0,,0.0,1.0,2173.282648,0.226492679,0.0,1.91e-05,2.05e-06,35.0
Silicone Arts Laboratories,United States,North America,Elective & Aesthetic Medicine,1,16395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Omada Health,United States,North America,Internet Software & Services,1,16401,466.0,2.0,11.0,4596.0,13.0,1026.5,1.0,0.075957027,0.333333333,2638.538095,1595.860714,1775.942857,0.378182247,0.245731591,0.269842315,0.020356089,0.0,0.000794939,0.002278623,4.08e-05,0.00016381,0.021806417,0.0,0.000685027,0.063984236,0.00013996,0.000629969,140.1465517,21.36363636,97.0,6,92.0,1157.0,0.548972766,76.0,2294.10119,0.354791443,0.002865234,0.000240606,0.007807877,205.9347826
Wellcentive,United States,North America,Internet Software & Services,1,16409,38.0,30.0,34.0,756.0,512.0,634.0,0.377011494,0.210526316,0.29376890499999997,2044.255952,1816.747619,1930.5017855,0.305634189,0.275910405,0.290772297,0.000484656,0.000364751,0.00042470349999999997,0.000225851,0.000212802,0.0002193265,0.000447934,0.000306285,0.0003771095,0.004777263,0.000821167,0.0027992150000000003,113.7368421,43.36666667,78.55175438500001,2,7.0,,0.523809524,7.0,1874.343254,0.298305697,5.93e-06,4.16e-05,0.000253807,110.8571429
Ōmcare,United States,North America,Mobile Software & Services,1,16414,2.0,2.0,2.0,3293.0,3293.0,3293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,4.71e-30,4.71e-30,4.71e-30,1.0,1.0,1.0,2,5.0,2943.0,1.0,5.0,5.0,0.000837802,0.0,0.000167532,2.22e-31,5.0
AliveCor,United States,North America,Mobile Software & Services,1,16415,310.0,10.0,160.0,4340.0,29.0,2184.5,0.466666667,0.115690573,0.29117862,2553.892857,1877.072619,2215.4827379999997,0.373904973,0.285319636,0.3296123045,0.010583808,6.9e-05,0.005326404,0.001514713,9.43e-05,0.0008045065,0.011258351,3.65e-05,0.0056474255,0.038897447,0.001078884,0.019988165500000002,127.5,107.3677419,117.43387095,4,28.0,3477.0,0.80952381,27.0,2100.478968,0.329003903,4.41e-05,8.03e-05,0.001475349,156.8571429
STAT-Dx,Spain,Europe,Medical Devices & Equipment,1,16420,21.0,1.0,11.0,878.0,878.0,878.0,0.421052632,0.0,0.210526316,1833.989286,1357.900397,1595.9448415000002,0.279097035,0.211533354,0.2453151945,0.00036247,0.0,0.000181235,0.000175088,3.15e-05,0.000103294,0.00034129,0.0,0.000170645,0.000811046,5.68e-06,0.00040836299999999997,61.85714286,21.0,41.428571430000005,2,6.0,,1.0,6.0,1830.195635,0.293031732,0.0,5.45e-05,0.000110567,104.6666667
