node,country,continent,industry,bipartite,id,closeness_centrality_max,closeness_centrality_min,closeness_centrality_median,newman_betweenness_centrality_max,newman_betweenness_centrality_min,newman_betweenness_centrality_median,clustering_max,clustering_min,clustering_median,eigenvector_centrality_max,eigenvector_centrality_min,eigenvector_centrality_median,average_neighbor_degree_max,average_neighbor_degree_min,average_neighbor_degree_median,deg_max,deg_min,deg_median,pagerank_max,pagerank_min,pagerank_median,harmonic_centrality_max,harmonic_centrality_min,harmonic_centrality_median,betweenness_centrality_max,betweenness_centrality_min,betweenness_centrality_median,num_inv,closeness_centralityorg,core_numberorg,clusteringorg,eigenvector_centralityorg,average_neighbor_degreeorg,degorg,pagerankorg,harmonic_centralityorg,newman_betweenness_centralityorg
Cabrellis Pharmaceuticals Corporation,United States,North America,Pharmaceuticals / Drugs,1,12062,0.411776429,0.342620973,0.375051853,0.020509934,0.001019565,0.004310468,0.286656672,0.093397335,0.1538205255,0.089089406,0.008164587,0.0285972005,138.1355932,92.634375,104.96057435,452.0,55.0,162.0,0.002575327,0.000391906,0.0010547435,1992.792857,1593.869048,1768.610119,0.021593912,0.000976682,0.0044498755000000004,8,0.410261552,98.0,0.367118599,0.033745059,206.9766355,214.0,0.0006375,1580.47619,0.000710786
QuadraSpec,United States,North America,Medical Devices & Equipment,1,12063,0.319511641,0.240250208,0.2798809245,0.003076268,0.0,0.001538134,1.0,0.100649351,0.5503246755,0.003282977,3.36e-05,0.0016582885,49.44642857,17.25,33.348214285,56.0,4.0,30.0,0.000617043,8.04e-05,0.0003487215,1482.332143,1077.898413,1280.115278,0.002995017,0.0,0.0014975085,2,0.298629872,17.0,1.0,0.000234911,44.05882353,17.0,0.000134071,1104.596429,0.0
Rubicor Medical,United States,North America,Disease Diagnosis,1,12064,0.316064819,0.280221108,0.2981429635,0.000359925,6e-07,0.0001802625,0.5,0.405405405,0.4527027025,0.010535543,0.000653455,0.005594499,148.3513514,68.83333333,108.59234236500001,37.0,6.0,21.5,0.00024512,6.75e-05,0.00015631,1476.902381,1262.89881,1369.9005955,0.000298036,3.1e-07,0.000149173,2,0.29272095,5.0,0.428571429,0.00032631,52.625,8.0,0.000111119,1082.945238,6.46e-05
AccelaPure,United States,North America,Drug Development,1,12065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53e-28,8.53e-28,8.53e-28,1.0,1.0,1.0,2.0,2.0,2.0,0.000232019,0.000232019,0.000232019,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
Keystone Dental,United States,North America,Medical Devices & Equipment,1,12067,0.373568094,0.373568094,0.373568094,0.001717242,0.001717242,0.001717242,0.224380165,0.224380165,0.224380165,0.027859776,0.027859776,0.027859776,148.1735537,148.1735537,148.1735537,121.0,121.0,121.0,0.000732613,0.000732613,0.000732613,1748.09881,1748.09881,1748.09881,0.001772347,0.001772347,0.001772347,1,0.33818742,23.0,1.0,0.00190714,135.1304348,23.0,0.000116989,1276.569048,0.0
Nodality,United States,North America,Disease Diagnosis,1,12070,0.376838632,0.341312876,0.359075754,0.004893458,0.00038098,0.002637219,0.268686869,0.124692301,0.196689585,0.019841012,0.008787569,0.0143142905,136.8297872,101.1038961,118.96684164999999,154.0,47.0,100.5,0.001088914,0.000322809,0.0007058615000000001,1773.389286,1587.455952,1680.422619,0.00513822,0.000341649,0.0027399345,2,0.346506468,26.0,0.772307692,0.003049408,163.6153846,26.0,0.000117609,1308.569048,2.1e-06
WaferGen Bio-systems,United States,North America,Drug Development,1,12071,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Zogenix,United States,North America,Pharmaceuticals / Drugs,1,12072,0.411776429,0.317735444,0.341045781,0.020509934,0.000381536,0.000955978,0.328441649,0.103683064,0.186707115,0.089089406,0.002874909,0.014041265,151.5357143,82.84782609,105.3871681,452.0,26.0,56.0,0.002575327,0.000233436,0.000382171,1992.792857,1464.489286,1593.039286,0.021593912,0.000318951,0.000864825,5,0.390341624,98.0,0.579767828,0.022132313,207.7333333,135.0,0.000429508,1494.809524,0.000669982
Interlace Medical,United States,North America,Medical Devices & Equipment,1,12074,0.346709529,0.346502785,0.34660615699999997,0.000677786,0.000438227,0.0005580065,0.268831169,0.264270613,0.26655089099999996,0.010003253,0.008808011,0.009405632,152.3478261,126.0172414,139.18253375,58.0,46.0,52.0,0.000392659,0.000325924,0.00035929150000000003,1612.272619,1611.165476,1611.7190475,0.000623845,0.000431543,0.000527694,2,0.328717074,18.0,0.596491228,0.00150417,122.1578947,19.0,0.000103467,1239.720238,4.65e-06
Tremont Medical,United States,North America,Healthcare Software,1,12079,0.346709529,0.346502785,0.34660615699999997,0.000677786,0.000438227,0.0005580065,0.268831169,0.264270613,0.26655089099999996,0.010003253,0.008808011,0.009405632,152.3478261,126.0172414,139.18253375,58.0,46.0,52.0,0.000392659,0.000325924,0.00035929150000000003,1612.272619,1611.165476,1611.7190475,0.000623845,0.000431543,0.000527694,2,0.328717074,18.0,0.596491228,0.00150417,122.1578947,19.0,0.000103467,1239.720238,4.65e-06
Orthoclear,United States,North America,Medical Devices & Equipment,1,12082,0.388080034,0.388080034,0.388080034,0.036145457,0.036145457,0.036145457,0.063040835,0.063040835,0.063040835,0.017059575,0.017059575,0.017059575,61.80168776,61.80168776,61.80168776,237.0,237.0,237.0,0.002553703,0.002553703,0.002553703,1831.883333,1831.883333,1831.883333,0.036989932,0.036989932,0.036989932,1,0.353578029,70.0,1.0,0.003850842,152.9142857,70.0,0.000269863,1337.842857,0.0
CEL-SCI,United States,North America,Biotechnology,1,12083,0.407636037,0.297407747,0.383976985,0.018735138,7.09e-06,0.003819211,0.614379085,0.090204034,0.168474094,0.122131829,0.008604738,0.095394406,250.5,89.74668874,119.7111111,604.0,18.0,360.0,0.002977618,0.000118783,0.001641515,2033.042857,1382.930952,1868.392857,0.01990141,2.66e-06,0.00408603,12,0.36874977,101.0,0.774726919,0.034837698,214.054878,164.0,0.000412685,1438.585714,2.85e-05
Awenydd Gene Diagnostic,Germany,Europe,Drug Development,1,12085,0.000232072,0.000232072,0.000232072,0.0,0.0,0.0,0.0,0.0,0.0,2.49e-25,2.49e-25,2.49e-25,2.0,2.0,2.0,3.0,3.0,3.0,0.000232019,0.000232019,0.000232019,1.0,1.0,1.0,0.0,0.0,0.0,2,0.236260153,1.0,0.0,2.51e-06,15.5,2.0,0.000139089,852.9166667,0.000550955
Entellus Medical,United States,North America,Medical Devices & Equipment,1,12086,0.407588382,0.316093474,0.361840928,0.014425282,0.000170297,0.0072977895,0.290640394,0.118174886,0.20440764,0.048823764,0.003174624,0.025999194,112.8149466,97.65517241,105.23505950500001,281.0,29.0,155.0,0.001816444,0.000234321,0.0010253825,1916.697619,1455.94881,1686.3232145000002,0.015730654,0.000130116,0.007930385,2,0.375633099,52.0,0.681168831,0.006610629,178.3392857,56.0,0.0002034,1417.869048,9.6e-05
IntegenX,United States,North America,Biotechnology,1,12087,0.2253724,0.180228019,0.2028002095,0.000417493,0.0,0.0002087465,0.333333333,0.0,0.1666666665,1.59e-05,1.19e-07,8.0095e-06,9.0,2.0,5.5,3.0,3.0,3.0,0.000123267,0.000122709,0.000122988,1002.336905,792.4297619,897.38333345,0.000417493,0.0,0.0002087465,2,0.223236786,1.0,0.0,1.36e-06,8.0,1.0,6.04e-05,803.5043651,0.0
Thermedical,United States,North America,Medical Devices & Equipment,1,12092,0.259760917,0.227163867,0.231692652,0.001301124,0.000144325,0.000584447,0.6,0.320158103,0.5,0.00014023,1.66e-05,2.59e-05,25.0,11.68,14.0,25.0,7.0,17.0,0.000492627,0.000136612,0.000316419,1168.502381,1019.026984,1045.657937,0.001292681,0.000118071,0.000510275,3,0.304209904,14.0,0.660130719,0.000296887,42.5,18.0,0.000204044,1125.144048,0.000925408
Cogent Healthcare (fka Hospitalist Management Group),United States,North America,Medical Facilities & Services,1,12102,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
AllTech Medical Systems,China,Asia,Medical Devices & Equipment,1,12105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53e-28,8.53e-28,8.53e-28,1.0,1.0,1.0,2.0,2.0,2.0,0.000232019,0.000232019,0.000232019,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000286123,1.0,0.0,3.16e-36,1.0,1.0,0.000286041,1.0,0.0
MonoSol Rx,United States,North America,Drug Delivery,1,12108,0.232697792,0.232697792,0.232697792,0.0,0.0,0.0,0.0,0.0,0.0,1.78e-05,1.78e-05,1.78e-05,10.66666667,10.66666667,10.66666667,3.0,3.0,3.0,7.59e-05,7.59e-05,7.59e-05,1036.609524,1036.609524,1036.609524,0.0,0.0,0.0,1,,,,,,,,,
Orthologic,United States,North America,Biotechnology,1,12109,0.330725766,0.330725766,0.330725766,0.000220714,0.000220714,0.000220714,0.366666667,0.366666667,0.366666667,0.018314581,0.018314581,0.018314581,152.6612903,152.6612903,152.6612903,62.0,62.0,62.0,0.000323944,0.000323944,0.000323944,1553.165476,1553.165476,1553.165476,0.000178791,0.000178791,0.000178791,1,0.301016025,5.0,1.0,0.000689146,149.8,5.0,5.8e-05,1117.461905,0.0
California Stem Cell,United States,North America,Biotechnology,1,12110,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Singulex,United States,North America,Internet Software & Services,1,12114,0.358289079,0.294817438,0.32644998950000004,0.004755393,9.11e-06,0.002260875,0.690909091,0.154512155,0.165418223,0.013474999,0.000864252,0.0077402545,99.5125,55.06818182,88.22132253999999,114.0,13.0,62.0,0.000811908,0.000117573,0.0005596575,1681.589286,1336.405952,1520.860714,0.004767753,7.24e-06,0.0021378275,4,0.345693073,25.0,0.353968254,0.002133363,100.0555556,36.0,0.000211794,1312.619048,0.000304543
Altiris Therapeutics,United States,North America,Biotechnology,1,12115,0.408352193,0.218111418,0.29419133350000004,0.019357698,2.69e-08,0.001945062,0.9,0.0,0.113365334,0.043538037,3.3e-06,0.002523768,92.634375,7.0,43.621686745,320.0,2.0,44.0,0.002155852,8.89e-05,0.000404582,1931.930952,965.0531746,1351.2535715,0.020298972,2.69e-08,0.0018246129999999999,6,0.373081009,41.0,0.57254902,0.005099644,159.2156863,51.0,0.000253829,1406.77619,0.000821216
Artisan Pharma,United States,North America,Biotechnology,1,12117,0.381081104,0.282881219,0.34688209000000003,0.005383301,0.0,0.001414824,1.0,0.144436729,0.268192999,0.025494911,0.000616377,0.014167052,152.6612903,69.0,121.32961895,196.0,7.0,63.5,0.001254466,7.33e-05,0.00039549400000000003,1796.527381,1275.782143,1616.332143,0.005469041,0.0,0.0013743315,6,0.379460703,47.0,0.324293785,0.007371266,172.8833333,60.0,0.000241997,1431.102381,0.000352878
BMEYE,Netherlands,Europe,Medical Devices & Equipment,1,12119,0.334213097,0.243709704,0.243709704,0.004491922,0.0,0.0,1.0,0.127950311,1.0,0.005529235,4.18e-05,4.18e-05,64.2,19.5,19.5,70.0,4.0,4.0,0.000681878,0.000100205,0.000100205,1550.730952,1090.215476,1090.215476,0.004355228,0.0,0.0,3,0.319227065,16.0,1.0,0.000885917,96.375,16.0,0.000107524,1183.542857,0.0
Anodyne Health,United States,North America,Healthcare Software,1,12122,0.305191791,0.235479604,0.2747724185,0.000420918,0.0,0.00014428350000000002,1.0,0.321428571,0.5370370369999999,0.001476202,2.11e-05,0.0006788305,120.25,14.33333333,36.853448275000005,29.0,3.0,7.0,0.000264197,7.09e-05,0.0001024605,1392.755952,1050.847222,1240.181548,0.000404665,0.0,0.000126794,4,0.298602348,4.0,0.3,0.000179788,73.4,5.0,9.04e-05,1095.177381,0.000186617
Chronicity,United States,North America,Medical Facilities & Services,1,12125,0.268834222,0.268834222,0.268834222,0.000247178,0.000247178,0.000247178,0.325,0.325,0.325,0.000209225,0.000209225,0.000209225,19.375,19.375,19.375,16.0,16.0,16.0,0.000215127,0.000215127,0.000215127,1214.519048,1214.519048,1214.519048,0.000169156,0.000169156,0.000169156,1,0.261466829,4.0,1.0,1.68e-05,19.5,4.0,8.21e-05,955.7583333,0.0
Amaranth Medical,United States,North America,Medical Devices & Equipment,1,12128,0.381081104,0.292124929,0.3366030165,0.005383301,3.29e-06,0.0026932955000000002,0.238095238,0.144436729,0.19126598350000001,0.025494911,0.000690116,0.0130925135,107.5714286,97.09183673,102.331632665,196.0,7.0,101.5,0.001254466,7.85e-05,0.000666483,1796.527381,1319.19881,1557.8630955,0.005469041,3.46e-06,0.0027362505,2,0.355400996,25.0,0.846666667,0.003594394,202.04,25.0,0.000114317,1338.285714,5.39e-06
Portico Systems,United States,North America,Healthcare Software,1,12129,0.316064819,0.316064819,0.316064819,0.000359925,0.000359925,0.000359925,0.405405405,0.405405405,0.405405405,0.010535543,0.010535543,0.010535543,148.3513514,148.3513514,148.3513514,37.0,37.0,37.0,0.00024512,0.00024512,0.00024512,1476.902381,1476.902381,1476.902381,0.000298036,0.000298036,0.000298036,1,0.287168541,4.0,1.0,0.000271736,81.0,4.0,6.67e-05,1058.838095,0.0
Sermo,United States,North America,Internet Software & Services,1,12130,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Crux Biomedical,United States,North America,Medical Devices & Equipment,1,12132,0.369177364,0.369177364,0.369177364,0.002825662,0.002825662,0.002825662,0.184129032,0.184129032,0.184129032,0.020035481,0.020035481,0.020035481,116.8346457,116.8346457,116.8346457,127.0,127.0,127.0,0.000865579,0.000865579,0.000865579,1732.689286,1732.689286,1732.689286,0.002838566,0.002838566,0.002838566,1,0.338753187,23.0,1.0,0.002457613,167.2608696,23.0,0.000107664,1280.519048,0.0
Larimar Therapeutics,United States,North America,Biotechnology,1,12133,0.388339388,0.388339388,0.388339388,0.012668638,0.012668638,0.012668638,0.080497925,0.080497925,0.080497925,0.023852706,0.023852706,0.023852706,73.6090535,73.6090535,73.6090535,243.0,243.0,243.0,0.001764258,0.001764258,0.001764258,1837.347619,1837.347619,1837.347619,0.012613613,0.012613613,0.012613613,1,0.350025441,30.0,1.0,0.002548924,152.2333333,30.0,0.000131536,1313.885714,0.0
NovaCardia,United States,North America,Biotechnology,1,12136,0.411776429,0.349524915,0.3825291345,0.020509934,0.001133761,0.0052481075,0.17193202,0.103683064,0.13160551250000002,0.089089406,0.010476005,0.0257757965,106.3185841,82.85641026,104.47266405,452.0,74.0,200.5,0.002575327,0.000521329,0.0013284775,1992.792857,1634.39881,1805.9619050000001,0.021593912,0.001036578,0.0053455805,6,0.404524345,98.0,0.355632985,0.037435862,202.7926829,246.0,0.000688501,1576.32619,0.000555037
Tibion,United States,North America,Medical Devices & Equipment,1,12138,0.328420405,0.268420281,0.298420343,0.000241794,0.0,0.000120897,1.0,0.369978858,0.684989429,0.005490966,0.000186462,0.002838714,97.2173913,50.25,73.73369565,46.0,4.0,25.0,0.00031144,6.49e-05,0.00018817,1522.54881,1206.971032,1364.7599209999998,0.000191588,0.0,9.5794e-05,3,0.312725432,7.0,1.0,0.000543824,145.8571429,7.0,6.59e-05,1162.645238,0.0
PEAK Surgical,United States,North America,Medical Devices & Equipment,1,12141,0.391390999,0.370668831,0.381029915,0.009634058,0.003151483,0.0063927705,0.239117472,0.103053708,0.17108559,0.036283999,0.036251732,0.036267865499999996,160.3076923,100.8158996,130.56179595,239.0,130.0,184.5,0.001568225,0.000779625,0.001173925,1850.22619,1739.844048,1795.0351190000001,0.010154882,0.00329699,0.006725936,2,0.365711195,45.0,0.683091787,0.006792316,207.673913,46.0,0.00016679,1379.67619,1.75e-05
AnalizaDx,United States,North America,Drug Development,1,12147,0.215549368,0.215549368,0.215549368,4.95e-05,4.95e-05,4.95e-05,0.333333333,0.333333333,0.333333333,3.81e-06,3.81e-06,3.81e-06,6.6,6.6,6.6,5.0,5.0,5.0,0.00016321,0.00016321,0.00016321,956.3496032,956.3496032,956.3496032,2.62e-05,2.62e-05,2.62e-05,1,0.247296808,3.0,1.0,8.49e-06,8.333333333,3.0,9.57e-05,901.275,0.0
AMT,Netherlands,Europe,Biotechnology,1,12148,0.362875835,0.294792511,0.34297454650000003,0.011351832,0.001751685,0.002208645,0.180722892,0.138278388,0.1685433045,0.01313194,0.000970272,0.007303007,114.9058824,36.6875,82.29224551499999,107.0,32.0,61.0,0.001022889,0.000367918,0.0005082999999999999,1689.927381,1340.030952,1587.0142855,0.011530261,0.001678406,0.002298224,4,0.362722288,32.0,0.364253394,0.00274487,104.8653846,52.0,0.000284355,1364.809524,0.000630593
Cytox,United Kingdom,Europe,Disease Diagnosis,1,12154,0.282865397,0.2146941,0.2146941,0.000679393,0.0,0.0,1.0,0.357142857,1.0,0.001000809,7.15e-06,7.2e-06,78.7,4.0,7.0,10.0,2.0,4.0,0.000129007,6.87e-05,9.81e-05,1575.453571,1170.959921,1170.959921,0.000675327,0.0,0.0,3,0.270571525,3.0,0.4,2.58e-05,20.4,5.0,9.8e-05,1385.610714,0.000222861
OrtoWay,Sweden,Europe,Medical Devices & Equipment,1,12155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53e-28,8.53e-28,8.53e-28,1.0,1.0,1.0,2.0,2.0,2.0,0.000232019,0.000232019,0.000232019,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000286123,1.0,0.0,3.16e-36,1.0,1.0,0.000286041,1.0,0.0
3SBio,China,Asia,Drug Development,1,12156,0.320068946,0.320068946,0.320068946,0.000610107,0.000610107,0.000610107,0.226890756,0.226890756,0.226890756,0.003930819,0.003930819,0.003930819,83.10810811,83.10810811,83.10810811,37.0,37.0,37.0,0.000292762,0.000292762,0.000292762,1477.705952,1477.705952,1477.705952,0.000583062,0.000583062,0.000583062,1,0.300904196,6.0,1.0,0.000419564,113.6666667,6.0,6.71e-05,1110.335714,0.0
JenaValve Technology,United States,North America,Medical Devices & Equipment,1,12157,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Uchiyama Holdings Inc.,Japan,Asia,Medical Facilities & Services,1,12158,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Cytogel Pharma,United States,North America,Biotechnology,1,12159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53e-28,8.53e-28,8.53e-28,1.0,1.0,1.0,2.0,2.0,2.0,0.000232019,0.000232019,0.000232019,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
Aurora Diagnostics,United States,North America,Medical Facilities & Services,1,12161,0.290954771,0.21985818,0.2554064755,0.001924208,0.0,0.000962104,0.19,0.0,0.095,0.000676425,5.08e-06,0.0003407525,35.2,9.333333333,22.2666666665,25.0,3.0,14.0,0.00036546,8.25e-05,0.00022398,1326.132143,976.9031746,1151.5176588,0.001846035,0.0,0.0009230175,2,0.257518121,9.0,1.0,1.81e-05,19.55555556,9.0,0.000169559,946.9666667,0.0
Biophan Technologies,United States,North America,Medical Devices & Equipment,1,12162,0.407636037,0.296346028,0.355476246,0.018735138,7.09e-06,0.000897711,0.662421973,0.090204034,0.30175266,0.122131829,0.005878041,0.070706021,250.5,89.74668874,137.0,604.0,15.0,214.0,0.002977618,0.000116327,0.000927107,2033.042857,1374.514286,1711.19881,0.01990141,2.66e-06,0.000781025,9,0.365711195,101.0,0.816786174,0.032006482,217.0878378,148.0,0.000384445,1421.835714,0.000124332
AvidBiotics,United States,North America,Biotechnology,1,12165,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Amorcyte,United States,North America,Pharmaceuticals / Drugs,1,12166,0.300689667,0.258680904,0.264068477,0.000221359,7.3e-06,7.69e-06,0.714285714,0.254032258,0.466666667,0.003227243,0.000398387,0.000560446,88.29411765,47.88888889,59.33333333,34.0,6.0,9.0,0.000216965,6.15e-05,7.7e-05,1832.529762,1550.463492,1574.04881,0.000183485,3.61e-06,3.83e-06,3,0.295864157,7.0,0.714285714,0.000146235,82.71428571,7.0,4.64e-05,1687.679762,1.81e-06
Kiwa Bio-Tech Products Group,United States,North America,Biotechnology,1,12167,0.387993659,0.323995077,0.337676612,0.007577658,0.000109094,0.000113822,0.554856361,0.139174387,0.513686663,0.098662819,0.035091635,0.040099129,192.6363636,107.3136792,177.0769231,424.0,88.0,104.0,0.001990662,0.000397672,0.000452907,1904.509524,1538.165476,1589.29881,0.008312822,8.63e-05,0.000103731,3,0.335629906,46.0,0.995374653,0.01007019,217.3404255,47.0,0.000149972,1273.452381,1.42e-07
Neuro Kinetics,United States,North America,Medical Devices & Equipment,1,12168,0.250162232,0.250162232,0.250162232,0.000389905,0.000389905,0.000389905,0.285714286,0.285714286,0.285714286,5.47e-05,5.47e-05,5.47e-05,13.0,13.0,13.0,7.0,7.0,7.0,0.000178058,0.000178058,0.000178058,1122.882143,1122.882143,1122.882143,0.000382243,0.000382243,0.000382243,1,0.248016189,23.0,1.0,4.67e-06,27.30434783,23.0,0.000261422,921.7095238,0.0
nContact Surgical,United States,North America,Medical Devices & Equipment,1,12169,0.356931923,0.275200176,0.319511641,0.003716535,2.63e-05,0.000682206,0.428571429,0.100649351,0.2,0.009810775,0.000295455,0.003282977,93.15789474,21.65,71.875,95.0,8.0,37.0,0.000744635,9.93e-05,0.000334882,1664.67619,1246.269048,1482.332143,0.003878076,2.11e-05,0.000621769,5,0.338222725,25.0,0.440967283,0.001481186,79.73684211,38.0,0.000236512,1276.419048,0.000338202
Wilmington Pharmaceuticals,United States,North America,Pharmaceuticals / Drugs,1,12170,0.205949024,0.167636841,0.1867929325,0.001676141,0.001251833,0.001463987,0.5,0.0,0.25,1.29e-06,9.65e-09,6.49825e-07,4.0,3.4,3.7,5.0,4.0,4.5,0.000243587,0.000200856,0.0002222215,912.1615079,737.4424603,824.8019841,0.001670798,0.001251833,0.0014613155,2,0.21768699,1.0,0.0,4.5e-07,3.5,2.0,0.000166745,780.3420635,0.000550955
Lev Pharmaceuticals,United States,North America,Pharmaceuticals / Drugs,1,12171,0.362913607,0.25922015,0.2911356255,0.001529527,0.0,5.775e-05,1.0,0.315279287,0.6296082949999999,0.07385294,0.000662748,0.007246224,198.2647059,51.88888889,104.7672811,217.0,5.0,21.5,0.00097535,6.75e-05,0.00013924100000000002,1740.332143,1177.005556,1344.7630955,0.001603836,0.0,3.532e-05,4,0.319731124,16.0,0.867647059,0.004321356,260.5882353,17.0,8.48e-05,1200.586905,2.28e-06
Decimmune Therapeutics,United States,North America,Biotechnology,1,12172,0.310823841,0.310823841,0.310823841,0.000148607,0.000148607,0.000148607,0.32034632,0.32034632,0.32034632,0.002460726,0.002460726,0.002460726,97.27272727,97.27272727,97.27272727,22.0,22.0,22.0,0.000201087,0.000201087,0.000201087,1425.135714,1425.135714,1425.135714,0.000109549,0.000109549,0.000109549,1,0.311912533,9.0,1.0,0.00118542,176.3333333,9.0,6.71e-05,1160.369048,0.0
IntegriChain,United States,North America,Internet Software & Services,1,12173,0.324628587,0.324628587,0.324628587,0.000896,0.000896,0.000896,0.325203252,0.325203252,0.325203252,0.005096091,0.005096091,0.005096091,84.92857143,84.92857143,84.92857143,42.0,42.0,42.0,0.00033184,0.00033184,0.00033184,1508.372619,1508.372619,1508.372619,0.000806213,0.000806213,0.000806213,1,0.29530904,6.0,1.0,0.000133414,51.83333333,6.0,7.46e-05,1079.330952,0.0
Xthetix,United States,North America,Medical Devices & Equipment,1,12177,0.388080034,0.388080034,0.388080034,0.036145457,0.036145457,0.036145457,0.063040835,0.063040835,0.063040835,0.017059575,0.017059575,0.017059575,61.80168776,61.80168776,61.80168776,237.0,237.0,237.0,0.002553703,0.002553703,0.002553703,1831.883333,1831.883333,1831.883333,0.036989932,0.036989932,0.036989932,1,0.353578029,70.0,1.0,0.003850842,152.9142857,70.0,0.000269863,1337.842857,0.0
EXOS,United States,North America,Health & Wellness (non-internet/mobile)…,1,12180,0.374723192,0.374723192,0.374723192,0.003416798,0.003416798,0.003416798,0.120293477,0.120293477,0.120293477,0.02140586,0.02140586,0.02140586,101.66875,101.66875,101.66875,160.0,160.0,160.0,0.000968136,0.000968136,0.000968136,1926.2,1926.2,1926.2,0.003281946,0.003281946,0.003281946,1,0.342071558,38.0,1.0,0.002676534,156.8421053,38.0,0.000127319,1474.15119,0.0
Aushon BioSystems,United States,North America,Drug Discovery,1,12183,0.327618025,0.327618025,0.327618025,0.000387399,0.000387399,0.000387399,0.262032086,0.262032086,0.262032086,0.003727091,0.003727091,0.003727091,105.4411765,105.4411765,105.4411765,34.0,34.0,34.0,0.00028815,0.00028815,0.00028815,1508.409524,1508.409524,1508.409524,0.000329635,0.000329635,0.000329635,1,0.314394515,7.0,1.0,0.00041944,121.8571429,7.0,6.65e-05,1165.519048,0.0
CELLective Dx Corporation,United States,North America,Biotechnology,1,12186,0.304551976,0.304551976,0.304551976,0.000340579,0.000340579,0.000340579,0.215725806,0.215725806,0.215725806,0.001789448,0.001789448,0.001789448,62.28125,62.28125,62.28125,32.0,32.0,32.0,0.000290096,0.000290096,0.000290096,1398.572619,1398.572619,1398.572619,0.000286529,0.000286529,0.000286529,1,0.281749324,7.0,1.0,0.000112092,33.57142857,7.0,9.27e-05,1033.095238,0.0
Cempra Pharmaceuticals,United States,North America,Biotechnology,1,12187,0.364621525,0.356931923,0.360776724,0.003716535,0.001211514,0.0024640245,0.219858156,0.161030235,0.1904441955,0.037021948,0.009810775,0.0234163615,145.5524476,93.15789474,119.35517117,143.0,95.0,119.0,0.000763451,0.000744635,0.000754043,1720.615476,1664.67619,1692.645833,0.003878076,0.001240185,0.0025591305,2,0.357479364,32.0,0.534412955,0.004169837,156.6410256,39.0,0.000169447,1351.819048,6.73e-05
Imagel,United Kingdom,Europe,Medical Devices & Equipment,1,12188,0.212994748,0.172224413,0.1926095805,0.000417493,0.0,0.0002087465,0.0,0.0,0.0,1.63e-06,1.23e-08,8.211500000000001e-07,3.5,2.333333333,2.9166666665000003,4.0,3.0,3.5,0.000169419,0.000146055,0.000157737,940.9464286,754.4769841,847.71170635,0.000417493,0.0,0.0002087465,3,0.173988265,1.0,0.0,3.56e-09,5.0,1.0,8.19e-05,620.1440476,0.0
Eykona,United Kingdom,Europe,Medical Devices & Equipment,1,12192,0.253348655,0.198217438,0.203783492,0.000655435,4.23e-06,0.000120908,0.833333333,0.277777778,0.285714286,0.000244859,1.79e-06,2.06e-06,29.85714286,7.272727273,8.0,11.0,4.0,7.0,0.00022687,0.000101795,0.000121546,1509.340873,1162.343254,1198.575,0.000673786,1.98e-06,7.01e-05,3,0.250278284,4.0,0.7,4.23e-06,14.8,5.0,8.05e-05,1415.069444,3.81e-05
Conatus Pharmaceuticals,United States,North America,Biotechnology,1,12193,0.379587482,0.28008604,0.35503436349999995,0.005343865,2.4e-08,0.0010365725,0.833333333,0.12,0.222347978,0.02880616,0.000410223,0.011386569499999999,135.0909091,59.83333333,111.54100940000001,176.0,6.0,70.0,0.001176788,7.35e-05,0.00048268949999999997,1788.509524,1257.060714,1649.8732145,0.005559744,2.55e-08,0.00098892,4,0.366953843,40.0,0.518963922,0.005934328,189.3191489,47.0,0.000181581,1386.152381,5.2e-05
Palau Pharma,Spain,Europe,Biotechnology,1,12200,0.2389658,0.188817277,0.2138915385,0.000417789,0.0,0.0002088945,0.333333333,0.0,0.1666666665,3.19e-05,2.39e-07,1.6069500000000003e-05,14.33333333,3.0,8.666666665000001,6.0,3.0,4.5,0.000134883,0.000101222,0.00011805250000000001,1067.694048,831.9162698,949.8051589,0.000417705,0.0,0.0002088525,3,0.237629124,2.0,0.333333333,3e-06,8.666666667,3.0,0.000177414,857.2738095,0.000550955
